FLIGHT,DESTGEO,BAREA,STRATA,PEAK,DEPTIME,ARRTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q4BAGS,Q4STORE,Q4FOOD,Q8COM1,Q8COM2,Q8COM3,HOME,Q17COUNTRY,Q18AGE,Q19GENDER,Q21FLY,WEIGHT
242,3,D,1,2,0.305555556,0.25,80,2,,,1,2,2,20,,,3,US,6,0,2,0.720538
1777,4,A,1,3,0.333333333,0.25,120,3,,,2,2,1,,,,13,CANADA,6,2,1,0.669478
1777,4,A,1,3,0.333333333,0.260416667,105,2,,,1,2,2,999,,,13,CANADA,2,1,2,0.669478
242,3,D,1,2,0.305555556,0.291666667,20,3,,,2,2,2,,,,11,US,2,2,1,0.720538
1777,4,A,1,3,0.333333333,0.239583333,135,1,,,2,2,1,,,,1,US,3,1,2,0.669478
1777,4,A,1,3,0.333333333,0.25,120,1,,,2,2,1,103,403,,99,0,0,0,0,0.669478
1777,4,A,1,3,0.333333333,0.239583333,135,1,,,2,2,2,35,311,,2,US,4,1,3,0.669478
242,3,D,1,2,0.305555556,0.243055556,90,1,,,2,2,1,103,202,,7,US,5,0,2,0.720538
1777,4,A,1,3,0.333333333,0.236111111,140,3,,,2,2,1,,,,4,US,1,1,1,0.669478
242,3,D,1,2,0.305555556,0.263888889,60,3,,,2,2,1,,,,4,US,2,2,2,0.720538
1777,4,A,1,3,0.333333333,N,N,0,,,1,2,1,705,,,13,CANADA,2,2,2,0.669478
242,3,D,1,2,0.305555556,0.229166667,110,3,,,1,1,1,992,,,12,US,7,2,2,0.720538
1777,4,A,1,3,0.333333333,0.25,120,3,,,1,1,2,,,,13,CANADA,6,2,2,0.669478
1777,4,A,1,3,0.333333333,0.25,120,0,,,1,2,2,,,,13,CANADA,3,1,2,0.669478
242,3,D,1,2,0.305555556,0.25,80,1,,,1,2,1,,,,11,US,3,1,2,0.720538
1777,4,A,1,3,0.333333333,0.25,120,1,,,2,2,1,,,,4,US,4,2,2,0.669478
242,3,D,1,2,0.305555556,0.232638889,105,2,,,1,0,1,,,,5,US,7,2,1,0.720538
1777,4,A,1,3,0.333333333,0.208333333,180,2,,,1,1,1,,,,10,US,7,0,1,0.669478
1777,4,A,1,3,0.333333333,0.267361111,95,3,,,2,2,1,,,,13,CANADA,7,1,2,0.669478
242,3,D,1,2,0.305555556,0.25,80,3,,,1,2,1,,,,5,US,6,2,2,0.720538
1777,4,A,1,3,0.333333333,0.208333333,180,2,,,1,2,2,302,,,3,US,7,2,2,0.669478
242,3,D,1,2,0.305555556,0.256944444,70,1,,,2,1,2,611,,,8,US,5,1,1,0.720538
1777,4,A,1,3,0.333333333,0.236111111,140,2,,,1,1,0,,,,2,US,3,1,3,0.669478
1777,4,A,1,3,0.333333333,0.25,120,2,3,,1,2,2,,,,3,US,2,2,2,0.669478
1777,4,A,1,3,0.333333333,0.229166667,150,2,,,1,1,1,,,,6,US,7,2,2,0.669478
1777,4,A,1,3,0.333333333,0.208333333,180,1,,,1,2,1,,,,13,CANADA,3,2,2,0.669478
242,3,D,1,2,0.305555556,0.229166667,110,1,,,2,1,1,,,,4,US,5,1,2,0.720538
1777,4,A,1,3,0.333333333,0.229166667,150,6,,,1,1,0,999,,,10,US,5,2,2,0.669478
1777,4,A,1,3,0.263888889,N,N,4,,,2,2,2,999,,,99,0,0,0,0,0.669478
242,3,D,1,2,0.305555556,0.253472222,75,3,,,2,1,2,8,,,10,US,7,2,2,0.720538
1777,4,A,1,3,0.333333333,0.25,120,2,,,1,0,1,208,506,,13,CANADA,4,1,1,0.669478
1777,4,A,1,3,0.333333333,0.270833333,90,2,3,,1,1,1,102,,,13,CANADA,3,1,1,0.669478
242,3,D,1,2,0.305555556,0.260416667,65,2,3,,2,2,1,24,,,11,US,6,2,2,0.720538
1777,4,A,1,3,0.333333333,0.284722222,70,6,,,2,2,1,,,,4,US,4,1,2,0.669478
1777,4,A,1,3,0.333333333,0.28125,75,3,,,2,1,2,507,,,13,CANADA,3,2,3,0.669478
242,3,D,1,2,0.305555556,0.291666667,20,3,,,2,2,2,,,,1,US,6,2,2,0.720538
1777,4,A,1,3,0.333333333,0.172222222,232,0,,,1,2,1,704,701,705,13,CANADA,4,2,3,0.669478
242,3,D,1,2,0.305555556,0.239583333,95,6,,,2,2,1,,,,12,US,4,1,2,0.720538
242,3,D,1,2,0.305555556,0.270833333,50,2,,,2,2,2,,,,90,US,5,2,2,0.720538
5988,1,D,1,1,0.453472222,0.416666667,53,1,,,1,1,2,8,,,10,US,7,2,2,0.720538
242,3,D,1,2,0.305555556,0.25,80,1,,,2,1,1,,,,12,US,4,1,2,0.720538
5988,1,D,1,1,0.453472222,0.354166667,143,4,,,1,1,1,113,,,10,US,3,1,1,0.720538
242,3,D,1,2,0.305555556,0.229166667,110,2,,,1,1,1,316,,,5,US,3,2,2,0.720538
5988,1,D,1,1,0.453472222,0.375,113,3,,,2,2,1,,,,3,US,3,2,2,0.720538
242,3,D,1,2,0.305555556,0.270833333,50,1,,,2,0,0,,,,6,US,4,2,2,0.720538
5988,1,D,1,1,0.453472222,0.395833333,83,1,,,2,2,2,205,,,3,US,5,2,1,0.720538
5988,1,D,1,1,0.453472222,0.385416667,98,1,,,2,2,1,,,,10,US,4,2,2,0.720538
5988,1,D,1,1,0.453472222,0.381944444,103,4,,,2,1,2,,,,10,US,2,2,2,0.720538
242,3,D,1,2,0.305555556,0.277777778,40,1,,,0,1,0,108,,,1,US,5,2,1,0.720538
5988,1,D,1,1,0.453472222,0.375,113,1,,,1,2,2,,,,1,US,4,2,2,0.720538
5988,1,D,1,1,0.453472222,0.395833333,83,1,,,2,2,1,,,,99,0,0,0,0,0.720538
242,3,D,1,2,0.305555556,0.25,80,2,,,0,0,1,,,,12,US,7,2,2,0.720538
5988,1,D,1,1,0.453472222,0.395833333,83,3,,,2,2,2,,,,1,US,7,2,2,0.720538
5988,1,D,1,1,0.453472222,0.375,113,2,,,1,0,0,,,,10,US,7,2,2,0.720538
242,3,D,1,2,0.305555556,0.270833333,50,3,,,1,2,2,508,,,1,US,5,2,2,0.720538
5988,1,D,1,1,0.453472222,0.395833333,83,1,,,2,1,2,,,,5,US,5,2,2,0.720538
242,3,D,1,2,0.305555556,0.270833333,50,3,,,2,2,2,,,,1,US,6,2,2,0.720538
5988,1,D,1,1,0.453472222,0.381944444,103,1,,,1,1,2,,,,10,US,5,1,2,0.720538
5988,1,D,1,1,0.453472222,0.395833333,83,6,,,2,2,1,26,,,1,US,6,2,2,0.720538
242,3,D,1,2,0.305555556,0.256944444,70,5,,,1,2,2,,,,2,US,4,1,3,0.720538
5988,1,D,1,1,0.453472222,0.354166667,143,2,,,2,2,1,,,,10,US,6,1,2,0.720538
5988,1,D,1,1,0.453472222,0.364583333,128,2,,,1,2,2,,,,14,COSTA RICA,6,1,1,0.720538
5988,1,D,1,1,0.453472222,0.364583333,128,2,,,1,0,0,,,,14,COSTA RICA,6,2,1,0.720538
242,3,D,1,2,0.305555556,0.256944444,70,5,,,1,2,2,,,,2,US,3,2,3,0.720538
5988,1,D,1,1,0.453472222,0.375,113,3,,,2,2,1,,,,2,US,4,2,2,0.720538
5988,1,D,1,1,0.453472222,0.395833333,83,1,,,1,2,1,,,,10,US,3,1,0,0.720538
16,2,A,1,2,0.277777778,0.1875,130,2,,,1,2,1,,,,10,US,5,2,2,0.283644
5988,1,D,1,1,0.453472222,0.368055556,123,2,,,2,1,2,,,,10,US,3,2,3,0.720538
16,2,A,1,2,0.277777778,0.229166667,70,3,,,1,2,2,999,,,12,US,7,2,2,0.283644
5988,1,D,1,1,0.453472222,0.368055556,123,2,,,2,2,2,,,,10,US,3,1,2,0.720538
16,2,A,1,2,0.277777778,0.208333333,100,1,3,,1,1,0,,,,1,US,5,2,2,0.283644
16,2,A,1,2,0.277777778,N,N,2,,,1,2,1,,,,10,US,7,2,2,0.283644
16,2,A,1,2,0.277777778,0.222222222,80,1,,,2,2,1,202,,,3,US,3,1,2,0.283644
6447,1,C,3,2,0.791666667,0.708333333,120,3,,,1,1,2,4,703,,1,US,4,1,1,0.977951
16,2,A,1,2,0.277777778,0.21875,85,2,,,2,2,2,,,,12,US,6,2,2,0.283644
6447,1,C,3,2,0.791666667,0.729166667,90,1,,,2,2,2,206,202,,10,US,4,2,2,0.977951
16,2,A,1,2,0.277777778,0.229166667,70,2,,,1,2,2,320,,,4,US,6,1,2,0.283644
6447,1,C,3,2,0.791666667,0.708333333,120,1,,,3,1,2,,,,12,US,5,2,1,0.977951
6447,1,C,3,2,0.791666667,0.6875,150,1,,,1,1,1,,,,12,US,5,1,2,0.977951
16,2,A,1,2,0.277777778,0.215277778,90,1,,,2,2,2,,,,99,0,0,0,0,0.283644
6447,1,C,3,2,0.791666667,0.75,60,3,,,2,1,2,6,,,1,US,3,2,2,0.977951
16,2,A,1,2,0.277777778,0.229166667,70,2,,,1,1,2,993,,,1,US,3,2,1,0.283644
6447,1,C,3,2,0.791666667,0.708333333,120,2,,,1,2,2,,,,12,US,2,2,2,0.977951
6447,1,C,3,2,0.791666667,0.666666667,180,1,,,1,1,1,,,,15,UK,5,2,1,0.977951
16,2,A,1,2,0.277777778,0.21875,85,1,,,1,2,1,,,,12,US,3,2,2,0.283644
6447,1,C,3,2,0.791666667,0.6875,150,3,,,1,1,2,309,316,,3,US,3,2,3,0.977951
6447,1,C,3,2,0.791666667,0.729166667,90,1,,,1,1,1,202,,,12,US,4,1,2,0.977951
6447,1,C,3,2,0.791666667,0.75,60,5,,,2,2,2,,,,12,US,7,1,1,0.977951
751,1,D,1,1,0.409722222,0.333333333,110,1,,,2,1,1,501,306,,1,US,3,2,2,0.952000
751,1,D,1,1,0.409722222,0.333333333,110,1,2,,2,2,1,,,,2,US,5,1,1,0.952000
751,1,D,1,1,0.409722222,0.354166667,80,1,,,1,1,2,501,,,1,US,4,2,1,0.952000
751,1,D,1,1,0.409722222,0.291666667,170,1,,,1,2,2,,,,5,US,2,1,2,0.952000
751,1,D,1,1,0.409722222,0.291666667,170,3,,,2,2,1,325,,,12,US,3,2,2,0.952000
751,1,D,1,1,0.409722222,0.322916667,125,2,,,1,1,1,,,,4,US,7,1,2,0.952000
751,1,D,1,1,0.409722222,0.347222222,90,1,,,2,2,1,505,506,993,2,US,3,2,2,0.952000
751,1,D,1,1,0.409722222,0.3125,140,1,,,1,2,2,,,,5,US,2,1,2,0.952000
751,1,D,1,1,0.409722222,0.364583333,65,2,,,2,2,2,,,,1,US,7,2,2,0.952000
751,1,D,1,1,0.409722222,0.354166667,80,3,,,2,2,2,,,,1,US,7,1,2,0.952000
751,1,D,1,1,0.409722222,0.319444444,130,3,,,1,2,1,,,,12,US,4,0,2,0.952000
751,1,D,1,1,0.409722222,0.319444444,130,3,,,1,0,0,,,202,12,US,4,1,2,0.952000
751,1,D,1,1,0.409722222,0.333333333,110,3,,,0,0,1,507,,,3,US,6,2,2,0.952000
751,1,D,1,1,0.409722222,0.347222222,90,1,,,2,2,1,,,,1,US,4,1,2,0.952000
164,2,D,1,1,0.364583333,0.3125,75,1,,,0,0,1,614,605,,12,US,4,1,1,0.720538
164,2,D,1,1,0.364583333,0.305555556,85,2,,,1,1,2,999,,,4,US,6,2,2,0.720538
316,2,A,2,1,0.475694444,0.416666667,85,2,,,1,1,0,,,,12,US,3,1,2,0.283644
164,2,D,1,1,0.364583333,0.3125,75,1,,,1,2,1,,,,90,US,3,1,2,0.720538
316,2,A,2,1,0.475694444,0.4375,55,1,,,0,1,0,,,,2,US,5,1,2,0.283644
164,2,D,1,1,0.364583333,0.3125,75,1,,,2,2,1,,,,2,US,6,2,2,0.720538
316,2,A,2,1,0.475694444,0.385416667,130,3,,,1,1,1,10,,,12,US,5,1,2,0.283644
164,2,D,1,1,0.364583333,0.260416667,150,2,,,1,2,1,,,,10,US,4,1,2,0.720538
164,2,D,1,1,0.364583333,0.3125,75,3,,,2,2,1,999,,,12,US,7,1,2,0.720538
316,2,A,2,1,0.475694444,0.368055556,155,1,2,,0,1,1,999,,,4,US,0,2,2,0.283644
164,2,D,1,1,0.364583333,0.302083333,90,3,,,2,2,2,,,,2,US,5,2,2,0.720538
316,2,A,2,1,0.475694444,0.395833333,115,2,,,1,2,1,,,,12,US,7,1,2,0.283644
164,2,D,1,1,0.364583333,0.291666667,105,2,,,1,1,2,,,,4,US,5,2,2,0.720538
316,2,A,2,1,0.475694444,0.416666667,85,3,,,1,1,1,202,,,12,US,6,2,3,0.283644
316,2,A,2,1,0.475694444,0.395833333,115,6,,,1,0,0,,,,12,US,3,1,2,0.283644
164,2,D,1,1,0.364583333,0.291666667,105,2,,,2,2,1,,,,6,US,2,1,2,0.720538
316,2,A,2,1,0.475694444,0.416666667,85,2,3,,2,2,2,,,,6,US,2,2,2,0.283644
164,2,D,1,1,0.364583333,0.291666667,105,2,,,1,2,2,501,,,6,US,3,2,2,0.720538
316,2,A,2,1,0.475694444,0.40625,100,2,,,2,1,1,,,,12,US,2,2,2,0.283644
316,2,A,2,1,0.475694444,0.385416667,130,2,3,,2,1,1,202,,,5,US,4,2,2,0.283644
164,2,D,1,1,0.364583333,0.25,165,2,,,2,1,1,999,,,8,US,7,2,2,0.720538
316,2,A,2,1,0.475694444,0.40625,100,3,,,1,2,2,,,,3,US,7,0,0,0.283644
164,2,D,1,1,0.364583333,0.305555556,85,1,,,1,2,2,,,,1,US,3,2,2,0.720538
316,2,A,2,1,0.475694444,0.395833333,115,1,,,2,1,1,,,,3,US,2,2,3,0.283644
164,2,D,1,1,0.364583333,0.302083333,90,1,,,0,0,1,,,,10,US,6,1,1,0.720538
316,2,A,2,1,0.475694444,N,N,3,,,1,0,1,,,,7,US,7,2,2,0.283644
164,2,D,1,1,0.364583333,0.291666667,105,1,,,1,1,2,,,,5,US,4,2,2,0.720538
316,2,A,2,1,0.475694444,0.40625,100,2,3,,1,1,2,,,,3,US,2,1,1,0.283644
316,2,A,2,1,0.475694444,0.416666667,85,1,,,2,2,1,,,,3,US,4,1,2,0.283644
164,2,D,1,1,0.364583333,0.28125,120,3,,,2,2,1,,,,10,US,4,2,2,0.720538
316,2,A,2,1,0.475694444,0.416666667,85,2,,,1,1,2,302,,,99,,0,0,2,0.283644
164,2,D,1,1,0.364583333,0.291666667,105,2,,,1,1,1,,,,19,AUSTRALIA,4,1,2,0.720538
316,2,A,2,1,0.475694444,0.375,145,1,,,1,1,2,,,,17,ISRAEL,5,1,1,0.283644
164,2,D,1,1,0.364583333,0.291666667,105,5,,,0,0,1,,,,1,US,3,1,2,0.720538
316,2,A,2,1,0.475694444,0.395833333,115,1,,,1,1,2,999,,,10,US,6,1,1,0.283644
735,1,A,1,2,0.25,0.186805556,91,1,,,2,2,1,113,,,10,US,5,1,1,0.283644
316,2,A,2,1,0.475694444,0.364583333,160,2,,,2,1,2,608,,,12,US,6,1,2,0.283644
316,2,A,2,1,0.475694444,0.395833333,115,1,,,1,0,1,999,,,12,US,7,2,2,0.283644
735,1,A,1,2,0.25,0.201388889,70,1,,,2,2,2,,,,2,US,6,1,2,0.283644
316,2,A,2,1,0.475694444,0.416666667,85,3,,,1,2,2,,,,2,US,3,1,2,0.283644
316,2,A,2,1,0.475694444,0.375,145,2,,,1,1,1,,,,12,US,6,2,2,0.283644
316,2,A,2,1,0.475694444,0.391666667,121,2,,,1,2,1,,,,12,US,7,2,2,0.283644
316,2,A,2,1,0.475694444,0.354166667,175,0,,,2,1,1,,,,12,US,6,2,1,0.283644
735,1,A,1,2,0.25,0.208333333,60,2,,,1,2,0,,,,14,BRAZIL,3,2,2,0.283644
534,2,A,1,1,0.435416667,0.354166667,117,3,,,1,2,2,309,,,99,,2,2,2,0.283644
735,1,A,1,2,0.25,0.215277778,50,3,,,2,2,2,605,,,8,US,6,1,2,0.283644
735,1,A,1,2,0.25,0.215277778,50,3,,,2,2,2,,,,10,US,7,2,3,0.283644
735,1,A,1,2,0.25,0.1875,90,1,,,0,0,1,,,,12,US,3,1,2,0.283644
534,2,A,1,1,0.435416667,0.322916667,162,2,,,1,1,1,,,,12,US,7,0,2,0.283644
735,1,A,1,2,0.25,0.208333333,60,1,,,1,1,2,608,,,3,US,6,1,2,0.283644
534,2,A,1,1,0.435416667,0.3125,177,3,,,1,1,1,202,,,12,US,4,1,1,0.283644
735,1,A,1,2,0.25,0.214583333,51,1,,,0,0,1,501,202,,1,US,3,1,2,0.283644
534,2,A,1,1,0.435416667,0.34375,132,3,,,1,0,1,,,,12,US,6,1,2,0.283644
534,2,A,1,1,0.435416667,0.34375,132,3,,,1,1,2,,,,12,US,6,2,2,0.283644
735,1,A,1,2,0.25,0.215277778,50,3,,,1,2,1,,,,10,US,3,2,2,0.283644
534,2,A,1,1,0.435416667,0.298611111,197,3,6,,2,2,1,,,,12,US,3,2,2,0.283644
735,1,A,1,2,0.25,0.21875,45,3,,,2,2,2,,,,10,US,3,2,3,0.283644
534,2,A,1,1,0.435416667,0.354166667,117,3,,,2,1,1,993,,,1,US,3,2,2,0.283644
534,2,A,1,1,0.435416667,0.347222222,127,2,,,1,0,1,,,,12,US,7,2,2,0.283644
534,2,A,1,1,0.435416667,0.364583333,102,2,3,,1,2,2,610,,,12,US,2,2,2,0.283644
534,2,A,1,1,0.435416667,N,N,3,,,2,2,2,611,,,12,US,6,1,2,0.283644
735,1,A,1,2,0.25,0.208333333,60,1,,,1,1,1,,,,6,US,6,1,2,0.283644
534,2,A,1,1,0.435416667,0.375,87,2,,,1,2,1,,,,12,US,6,2,2,0.283644
534,2,A,1,1,0.435416667,0.375,87,6,,,1,2,1,,,,12,US,6,2,2,0.283644
735,1,A,1,2,0.25,0.222222222,40,1,,,2,2,2,112,,,6,US,3,1,2,0.283644
534,2,A,1,1,0.435416667,0.395833333,57,3,,,1,0,1,,,,12,US,7,2,2,0.283644
534,2,A,1,1,0.435416667,0.375,87,1,,,2,1,2,,,,1,US,5,2,2,0.283644
264,4,A,1,3,0.454861111,0.354166667,145,2,,,1,2,2,32,,,1,US,4,2,2,0.404020
534,2,A,1,1,0.435416667,0.354166667,117,2,,,1,2,1,,,,12,US,7,2,2,0.283644
264,4,A,1,3,0.454861111,0.336805556,170,2,,,1,1,2,999,,,13,MEXICO,4,2,1,0.404020
534,2,A,1,1,0.435416667,0.375,87,2,,,1,2,2,301,310,,10,US,6,2,2,0.283644
534,2,A,1,1,0.435416667,N,N,6,,,1,2,1,,316,,5,US,6,2,2,0.283644
264,4,A,1,3,0.454861111,0.333333333,175,2,,,1,2,2,20,,,2,US,4,1,2,0.404020
534,2,A,1,1,0.435416667,N,N,3,,,1,1,0,,,,7,US,3,2,1,0.283644
264,4,A,1,3,0.454861111,0.34375,160,3,,,1,0,1,,,,10,US,6,2,3,0.404020
534,2,A,1,1,0.435416667,0.354166667,117,2,3,,1,2,1,,,,10,US,7,2,2,0.283644
534,2,A,1,1,0.435416667,0.375,87,2,,,1,0,0,,,,12,US,4,1,2,0.283644
264,4,A,1,3,0.454861111,0.416666667,55,2,,,2,2,2,,,,2,US,5,2,3,0.404020
534,2,A,1,1,0.435416667,0.381944444,77,2,,,1,2,2,,,,12,US,0,2,2,0.283644
534,2,A,1,1,0.435416667,0.375,87,3,,,1,2,2,202,203,,12,US,6,2,2,0.283644
264,4,A,1,3,0.454861111,0.333333333,175,3,,,1,2,2,,,,1,US,3,2,2,0.404020
534,2,A,1,1,0.435416667,0.375,87,2,,,2,2,2,,,,10,US,7,1,2,0.283644
534,2,A,1,1,0.435416667,0.364583333,102,2,,,1,2,1,312,,,12,US,6,1,2,0.283644
264,4,A,1,3,0.454861111,0.333333333,175,2,,,1,2,1,,,,13,MEXICO,5,0,3,0.404020
534,2,A,1,1,0.435416667,0.395833333,57,3,,,1,2,2,,,,2,US,7,2,1,0.283644
264,4,A,1,3,0.454861111,0.40625,70,3,,,1,2,2,,,,13,MEXICO,4,1,2,0.404020
350,2,D,1,2,0.263888889,0.229166667,50,1,,,1,2,1,507,,,1,US,3,1,2,0.952000
264,4,A,1,3,0.454861111,0.3125,205,3,,,1,2,2,,,,1,US,3,0,2,0.404020
350,2,D,1,2,0.263888889,0.208333333,80,3,,,1,1,2,,,,1,US,7,1,2,0.952000
264,4,A,1,3,0.454861111,0.395833333,85,2,,,1,2,1,,,,5,US,6,1,3,0.404020
350,2,D,1,2,0.263888889,0.229166667,50,3,,,1,2,1,609,203,,5,US,6,0,2,0.952000
264,4,A,1,3,0.454861111,0.333333333,175,1,,,0,0,1,,,,4,US,4,1,3,0.404020
350,2,D,1,2,0.263888889,0.229166667,50,2,3,,2,1,1,106,,,1,US,5,2,2,0.952000
264,4,A,1,3,0.454861111,0.3125,205,6,,,2,2,2,,,,4,US,3,1,1,0.404020
1049,3,D,1,2,0.229166667,0.1875,60,6,,,1,2,2,,,,5,US,5,2,2,0.720538
1049,3,D,1,2,0.229166667,0.208333333,30,2,,,1,2,1,16,,,12,US,7,0,2,0.720538
1049,3,D,1,2,0.229166667,0.1875,60,1,,,1,2,2,999,,,10,US,7,1,1,0.720538
1049,3,D,1,2,0.229166667,0.1875,60,2,,,1,2,2,999,,,13,PUERTO RICO,7,2,1,0.720538
1049,3,D,1,2,0.229166667,0.1875,60,3,,,1,1,1,,,,10,US,5,2,3,0.720538
350,2,D,1,2,0.263888889,0.21875,65,1,,,2,2,1,,,,4,US,5,1,2,0.952000
350,2,D,1,2,0.263888889,0.239583333,35,2,6,,1,2,1,,,,2,US,6,2,2,0.952000
1049,3,D,1,2,0.229166667,0.208333333,30,1,,,2,2,1,,,,1,US,2,2,1,0.720538
350,2,D,1,2,0.263888889,0.208333333,80,1,,,2,2,1,,,,1,US,4,2,2,0.952000
1049,3,D,1,2,0.229166667,0.208333333,30,5,,,1,2,2,,,,99,0,0,0,0,0.720538
350,2,D,1,2,0.263888889,0.243055556,30,2,,,0,0,1,993,,,99,0,0,0,0,0.952000
1049,3,D,1,2,0.229166667,0.21875,15,3,,,0,0,1,,,,2,US,6,2,3,0.720538
350,2,D,1,2,0.263888889,0.25,20,1,,,2,2,2,,,,2,US,3,1,2,0.952000
350,2,D,1,2,0.263888889,0.208333333,80,3,,,1,1,2,,,,6,US,6,2,2,0.952000
1049,3,D,1,2,0.229166667,0.208333333,30,3,,,1,0,0,,,,5,US,6,2,0,0.720538
350,2,D,1,2,0.263888889,0.25,20,1,,,1,0,1,11,103,604,1,US,4,2,1,0.952000
1049,3,D,1,2,0.229166667,0.1875,60,0,,,1,2,1,706,,,12,US,4,2,2,0.720538
350,2,D,1,2,0.263888889,0.236111111,40,1,,,2,1,2,,,,1,US,3,2,2,0.952000
350,2,D,1,2,0.263888889,0.211805556,75,3,,,0,0,1,,,,16,INDIA,2,2,3,0.952000
1049,3,D,1,2,0.229166667,0.1875,60,2,,,1,1,1,,,,12,US,4,1,2,0.720538
350,2,D,1,2,0.263888889,0.9375,470,2,,,1,2,1,212,,,12,US,5,2,2,0.952000
1049,3,D,1,2,0.229166667,0.166666667,90,3,,,1,1,1,704,202,,10,US,2,2,2,0.720538
350,2,D,1,2,0.263888889,0.4375,470,2,,,1,2,1,,,,12,US,2,2,2,0.952000
350,2,D,1,2,0.263888889,0.215277778,70,1,,,1,2,1,,,,4,US,3,1,2,0.952000
1049,3,D,1,2,0.229166667,0.197916667,45,1,,,1,1,1,,,,7,US,4,2,1,0.720538
350,2,D,1,2,0.263888889,N,N,1,,,2,2,2,,,,1,US,5,1,1,0.952000
1049,3,D,1,2,0.229166667,0.1875,60,2,3,,1,2,2,,,,3,US,2,2,3,0.720538
350,2,D,1,2,0.263888889,0.208333333,80,3,,,1,1,0,,,,4,US,7,2,2,0.952000
350,2,D,1,2,0.263888889,0.177083333,125,1,,,2,1,2,,,,1,US,3,1,2,0.952000
1049,3,D,1,2,0.229166667,0.15625,105,3,,,2,2,1,318,,,10,US,2,2,2,0.720538
5631,1,F,3,2,0.775,0.673611111,146,1,,,2,1,1,202,7,20,10,US,4,2,3,2.167946
1049,3,D,1,2,0.229166667,0.184027778,65,1,,,1,2,1,,,,7,US,6,1,2,0.720538
1049,3,D,1,2,0.229166667,0.208333333,30,6,,,1,2,1,,,,11,US,3,2,2,0.720538
5631,1,F,3,2,0.775,0.676388889,142,10,,,2,1,1,999,,,10,US,6,1,2,2.167946
6325,1,F,1,1,0.340972222,0.270833333,101,1,,,1,1,2,,,,3,US,4,2,1,2.167946
5631,1,F,3,2,0.775,0.583333333,276,1,,,0,1,0,609,,,99,US,6,2,2,2.167946
5631,1,F,3,2,0.775,0.729166667,66,1,,,0,0,1,,,,99,US,5,2,2,2.167946
5631,1,F,3,2,0.775,0.701388889,106,1,,,0,0,1,12,205,20,10,US,4,2,2,2.167946
6325,1,F,1,1,0.340972222,0.270833333,101,1,,,2,2,1,,,,7,US,3,2,3,2.167946
5631,1,F,3,2,0.775,N,N,1,,,0,0,0,,,,90,,4,2,0,2.167946
5631,1,F,3,2,0.775,0.625,216,1,2,3,1,1,1,999,,,10,US,7,2,2,2.167946
5631,1,F,3,2,0.775,0.697916667,111,1,,,2,1,1,,,,10,US,3,2,1,2.167946
5631,1,F,3,2,0.775,0.729166667,66,2,,,2,2,2,102,,,2,US,6,2,3,2.167946
5631,1,F,3,2,0.775,0.708333333,96,1,,,2,1,1,209,505,,10,US,3,2,2,2.167946
5631,1,F,3,2,0.775,0.666666667,156,1,,,1,2,1,,,,10,US,5,2,2,2.167946
2073,2,B,2,1,0.461805556,N,N,1,,,1,1,1,210,703,,12,US,5,2,2,0.373206
2073,2,B,2,1,0.461805556,0.333333333,185,2,,,1,2,1,999,,,15,SPAIN,3,1,2,0.373206
2073,2,B,2,1,0.461805556,0.34375,170,2,,,1,0,0,,,,12,US,7,2,2,0.373206
6445,1,C,3,2,0.760416667,0.677083333,120,3,,,1,1,2,20,506,,12,US,7,2,1,0.977951
2073,2,B,2,1,0.461805556,0.395833333,95,1,2,3,1,1,2,504,,,12,US,3,2,2,0.373206
2073,2,B,2,1,0.461805556,0.364583333,140,6,,,1,1,0,,,,12,US,7,2,2,0.373206
6445,1,C,3,2,0.760416667,0.708333333,75,3,,,2,2,2,,,,99,0,0,0,0,0.977951
2073,2,B,2,1,0.461805556,0.364583333,140,2,,,1,1,1,506,,,12,US,6,0,2,0.373206
2073,2,B,2,1,0.461805556,0.354166667,155,1,,,1,1,1,,,,12,US,5,1,2,0.373206
1925,2,E,3,2,0.93125,N,N,3,,,1,0,0,,,,16,CHINA,5,2,2,2.167946
2073,2,B,2,1,0.461805556,0.395833333,95,2,,,2,1,2,993,,,11,US,4,2,1,0.373206
2073,2,B,2,1,0.461805556,0.354166667,155,1,,,1,1,2,321,,,12,US,6,1,2,0.373206
1925,2,E,3,2,0.93125,0.770833333,231,10,,,2,1,1,505,,,3,US,3,2,0,2.167946
1925,2,E,3,2,0.93125,0.84375,126,1,,,2,1,2,103,,,12,US,5,0,2,2.167946
2073,2,B,2,1,0.461805556,0.354166667,155,3,6,,2,1,1,,,,12,US,3,1,3,0.373206
2073,2,B,2,1,0.461805556,0.375,125,3,,,1,1,2,,,,5,US,6,1,2,0.373206
2073,2,B,2,1,0.461805556,0.333333333,185,6,,,2,1,2,,,,12,US,7,1,2,0.373206
1925,2,E,3,2,0.93125,0.8125,171,1,,,1,1,1,326,,,8,US,4,2,2,2.167946
2073,2,B,2,1,0.461805556,0.354166667,155,3,,,1,1,2,,,,12,US,6,2,1,0.373206
2073,2,B,2,1,0.461805556,N,N,2,,,1,0,1,,,,12,US,6,1,2,0.373206
2073,2,B,2,1,0.461805556,0.375,125,5,,,1,2,1,,,,15,SPAIN,3,1,2,0.373206
1925,2,E,3,2,0.93125,0.854166667,111,3,,,2,2,2,507,,,2,US,3,2,2,2.167946
