FLIGHT,DESTGEO,BAREA,STRATA,PEAK,DEPTIME,ARRTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q4BAGS,Q4STORE,Q4FOOD,Q8COM1,Q8COM2,Q8COM3,HOME,Q17COUNTRY,Q18AGE,Q19GENDER,Q21FLY,WEIGHT
6503,1,F,3,2,0.838888889,0.78125,83,1,,,2,2,1,506,505,,10,US,5,2,2,2.167946
11,1,A,1,1,0.395833333,0.239583333,225,2,,,1,1,1,202,,,10,US,3,1,3,0.669478
6503,1,F,3,2,0.838888889,0.805555556,48,1,,,2,1,1,,,,10,US,4,1,2,2.167946
6503,1,F,3,2,0.838888889,0.770833333,98,1,,,2,2,2,203,,,99,0,0,0,0,2.167946
11,1,A,1,1,0.395833333,0.291666667,150,3,,,2,1,1,202,,,10,US,5,1,3,0.669478
6503,1,F,3,2,0.838888889,0.708333333,188,1,,,2,2,1,401,,,11,US,6,2,2,2.167946
11,1,A,1,1,0.395833333,0.302083333,135,2,,,1,2,1,701,,,1,US,5,1,1,0.669478
11,1,A,1,1,0.395833333,0.333333333,90,1,,,2,1,1,999,,,10,US,5,1,1,0.669478
11,1,A,1,1,0.395833333,0.333333333,90,3,,,1,2,2,999,,,10,US,5,2,3,0.669478
6503,1,F,3,2,0.838888889,0.75,128,1,,,0,1,0,,,,10,US,6,1,1,2.167946
11,1,A,1,1,0.395833333,0.305555556,130,2,,,1,2,1,501,,,1,US,4,2,3,0.669478
11,1,A,1,1,0.395833333,0.333333333,90,2,,,1,1,2,501,,,10,US,2,2,3,0.669478
756,1,F,1,2,0.238194444,0.166666667,103,2,,,1,2,1,305,,,5,US,2,2,2,2.167946
756,1,F,1,2,0.238194444,0.166666667,103,1,,,2,2,1,6,,,1,US,6,1,1,2.167946
11,1,A,1,1,0.395833333,0.3125,120,2,,,1,2,2,701,,,2,US,2,2,3,0.669478
756,1,F,1,2,0.238194444,0.166666667,103,1,,,2,2,2,,,,16,JAPAN,4,1,1,2.167946
11,1,A,1,1,0.395833333,0.260416667,195,3,,,0,0,0,999,,,10,US,0,2,3,0.669478
756,1,F,1,2,0.238194444,0.125,163,1,,,2,2,1,208,,,4,US,4,1,2,2.167946
11,1,A,1,1,0.395833333,0.25,210,2,,,1,1,1,507,,,10,US,3,2,2,0.669478
756,1,F,1,2,0.238194444,0.1875,73,1,,,2,1,1,,,,10,US,4,1,2,2.167946
11,1,A,1,1,0.395833333,0.322916667,105,2,,,1,1,2,999,,,10,US,2,2,3,0.669478
311,1,A,1,1,0.385416667,0.333333333,75,2,,,2,2,1,607,,,1,US,7,1,2,0.404020
11,1,A,1,1,0.395833333,0.315972222,115,2,,,1,2,1,999,,,2,US,2,1,3,0.669478
311,1,A,1,1,0.385416667,0.3125,105,1,,,1,2,1,,,,10,US,3,1,3,0.404020
11,1,A,1,1,0.395833333,0.34375,75,3,,,1,1,1,999,,,99,0,2,0,3,0.669478
311,1,A,1,1,0.385416667,0.260416667,180,3,,,2,2,1,,,,10,US,6,1,2,0.404020
311,1,A,1,1,0.385416667,0.270833333,165,2,,,2,2,2,16,15,,10,US,0,2,2,0.404020
11,1,A,1,1,0.395833333,0.239583333,225,2,,,1,2,2,999,,,10,US,3,2,2,0.669478
311,1,A,1,1,0.385416667,0.302083333,120,2,,,1,1,2,318,,,10,US,7,2,2,0.404020
11,1,A,1,1,0.395833333,0.291666667,150,10,,,1,1,1,999,,,1,US,3,1,3,0.669478
311,1,A,1,1,0.385416667,0.322916667,90,1,,,1,2,2,701,,,13,CANADA,5,1,1,0.404020
11,1,A,1,1,0.395833333,0.34375,75,2,,,1,2,2,507,,,1,US,3,1,3,0.669478
311,1,A,1,1,0.385416667,0.291666667,135,1,,,0,0,1,,,,91,,2,1,2,0.404020
11,1,A,1,1,0.395833333,0.298611111,140,3,,,2,1,1,,,,1,US,1,1,3,0.669478
311,1,A,1,1,0.385416667,0.333333333,75,1,,,2,2,1,992,,,10,US,5,1,2,0.404020
11,1,A,1,1,0.395833333,0.354166667,60,1,,,2,2,1,999,,,10,US,5,1,1,0.669478
311,1,A,1,1,0.385416667,0.290277778,137,5,,,1,1,1,311,,,99,,2,2,3,0.404020
86,9,G,3,3,0.923611111,0.864583333,85,1,,,2,2,1,34,202,,3,US,3,1,1,0.725279
86,9,G,3,3,0.923611111,0.708333333,310,1,,,2,2,1,309,321,,11,US,5,1,2,0.725279
311,1,A,1,1,0.385416667,0.302083333,120,3,,,2,1,0,8,,,10,US,7,1,3,0.404020
86,9,G,3,3,0.923611111,0.833333333,130,3,,,1,2,2,,,,19,AUSTRALIA,6,2,3,0.725279
86,9,G,3,3,0.923611111,0.833333333,130,1,,,1,1,2,202,706,,19,AUSTRALIA,5,1,1,0.725279
86,9,G,3,3,0.923611111,0.416666667,730,3,,,1,1,1,,,,19,AUSTRALIA,7,2,2,0.725279
311,1,A,1,1,0.385416667,0.291666667,135,2,,,2,0,1,999,,,1,US,6,2,2,0.404020
86,9,G,3,3,0.923611111,0.875,70,1,,,2,2,2,505,205,21,90,,0,1,0,0.725279
311,1,A,1,1,0.385416667,0.34375,60,1,,,2,2,2,993,,,1,US,3,2,2,0.404020
86,9,G,3,3,0.923611111,0.875,70,3,,,1,1,2,202,704,,6,US,2,2,2,0.725279
86,9,G,3,3,0.923611111,0.75,250,5,,,1,2,2,,,,19,AUSTRALIA,3,2,3,0.725279
311,1,A,1,1,0.385416667,0.34375,60,1,,,2,1,2,,,,10,US,5,1,1,0.404020
86,9,G,3,3,0.923611111,0.8125,160,2,,,2,1,1,202,,,19,AUSTRALIA,3,1,2,0.725279
311,1,A,1,1,0.385416667,0.333333333,75,1,,,1,2,2,,,,1,US,4,2,2,0.404020
311,1,A,1,1,0.385416667,0.333333333,75,1,,,2,2,2,,,,2,US,3,1,1,0.404020
86,9,G,3,3,0.923611111,0.6875,340,4,,,1,1,1,102,104,,19,AUSTRALIA,3,2,2,0.725279
311,1,A,1,1,0.385416667,0.333333333,75,1,,,1,2,1,507,,,1,US,4,2,1,0.404020
86,9,G,3,3,0.923611111,0.8125,160,3,,,1,2,2,,,,4,US,3,2,2,0.725279
311,1,A,1,1,0.385416667,0.333333333,75,1,,,2,2,1,999,,,1,US,3,2,2,0.404020
86,9,G,3,3,0.923611111,N,N,3,,,1,1,1,,,,4,US,3,2,1,0.725279
311,1,A,1,1,0.385416667,0.302083333,120,2,,,1,0,0,,,,10,US,2,1,1,0.404020
311,1,A,1,1,0.385416667,0.3125,105,2,,,1,2,2,,,,16,CHINA,3,2,2,0.404020
311,1,A,1,1,0.385416667,0.3125,105,2,,,2,1,2,,,,16,CHINA,3,1,1,0.404020
1279,1,B,1,1,0.430555556,0.381944444,70,3,,,2,2,2,999,,,10,US,3,1,2,0.850000
1279,1,B,1,1,0.430555556,0.333333333,140,2,,,1,2,2,202,5,,2,US,4,2,2,0.850000
1279,1,B,1,1,0.430555556,0.347222222,120,1,,,2,2,2,506,504,,1,US,3,1,3,0.850000
1279,1,B,1,1,0.430555556,0.322916667,155,2,,,1,2,1,210,,,11,US,2,2,2,0.850000
1279,1,B,1,1,0.430555556,N,N,2,,,1,0,1,203,,,7,US,6,2,2,0.850000
1279,1,B,1,1,0.430555556,0.375,80,2,,,1,1,1,,,,1,US,3,2,2,0.850000
1279,1,B,1,1,0.430555556,0.354166667,110,1,,,0,1,0,,,,99,,3,2,2,0.850000
1279,1,B,1,1,0.430555556,0.333333333,140,3,,,0,1,0,999,,,10,US,5,2,3,0.850000
1279,1,B,1,1,0.430555556,0.364583333,95,1,3,,1,2,1,505,,,2,US,4,2,1,0.850000
1279,1,B,1,1,0.430555556,0.322916667,155,1,,,2,2,1,,,,2,US,5,2,2,0.850000
1279,1,B,1,1,0.430555556,0.34375,125,2,,,1,0,0,,,,1,US,3,2,2,0.850000
1279,1,B,1,1,0.430555556,0.34375,125,2,,,1,1,1,,,,1,US,6,2,2,0.850000
945,1,B,1,1,0.447916667,N,N,3,,,1,1,1,,,,2,US,5,2,2,0.850000
945,1,B,1,1,0.447916667,0.354166667,135,3,,,0,0,1,,,,1,US,2,2,2,0.850000
945,1,B,1,1,0.447916667,0.270833333,255,3,,,2,2,2,,,,3,US,6,1,2,0.850000
945,1,B,1,1,0.447916667,0.399305556,70,2,,,2,1,2,202,8,505,1,US,3,2,2,0.850000
945,1,B,1,1,0.447916667,0.333333333,165,2,,,1,1,1,,,,12,US,3,2,2,0.850000
945,1,B,1,1,0.447916667,0.34375,150,3,,,1,2,1,,,,7,US,5,2,2,0.850000
945,1,B,1,1,0.447916667,0.388888889,85,3,,,1,1,0,,,,10,US,6,2,2,0.850000
945,1,B,1,1,0.447916667,0.381944444,95,3,,,1,2,2,999,,,11,US,5,2,2,0.850000
945,1,B,1,1,0.447916667,0.354166667,135,3,,,2,1,1,,,,12,US,5,2,2,0.850000
945,1,B,1,1,0.447916667,0.375,105,3,,,1,2,1,,,,3,US,3,1,2,0.850000
945,1,B,1,1,0.447916667,0.375,105,3,,,1,2,1,,,,3,US,3,2,3,0.850000
945,1,B,1,1,0.447916667,0.333333333,165,2,,,1,1,1,802,803,,4,US,4,2,2,0.850000
945,1,B,1,1,0.447916667,0.399305556,70,3,,,2,2,2,617,605,,10,US,3,2,2,0.850000
434,2,A,1,2,0.326388889,0.260416667,95,4,,,1,1,2,,,,5,US,5,1,1,0.283644
434,2,A,1,2,0.326388889,0.270833333,80,2,,,2,2,1,,,,5,US,6,0,2,0.283644
434,2,A,1,2,0.326388889,0.229166667,140,1,,,2,1,2,,,,12,US,5,1,2,0.283644
434,2,A,1,2,0.326388889,0.263888889,90,1,,,1,2,2,19,,,3,US,5,2,2,0.283644
434,2,A,1,2,0.326388889,0.25,110,2,,,2,2,1,,,,90,US,6,1,2,0.283644
434,2,A,1,2,0.326388889,0.25,110,2,,,1,0,0,,,,12,US,6,1,2,0.283644
434,2,A,1,2,0.326388889,0.277777778,70,1,,,2,2,2,102,,,3,US,5,1,2,0.283644
434,2,A,1,2,0.326388889,0.270833333,80,2,,,1,1,1,210,,,12,US,3,2,3,0.283644
434,2,A,1,2,0.326388889,0.288194444,55,2,,,1,2,2,999,,,5,US,3,2,2,0.283644
888,1,A,1,1,0.349305556,0.270833333,113,2,,,1,2,1,208,,,4,US,4,2,2,0.283644
888,1,A,1,1,0.349305556,N,N,2,,,2,2,2,,,,12,US,2,1,2,0.283644
888,1,A,1,1,0.349305556,0.3125,53,1,,,2,2,2,,,,2,US,7,1,2,0.283644
888,1,A,1,1,0.349305556,N,N,2,,,1,2,2,,,,99,,2,2,0,0.283644
888,1,A,1,1,0.349305556,0.291666667,83,2,,,1,2,1,,,,11,US,3,1,2,0.283644
888,1,A,1,1,0.349305556,0.305555556,63,6,,,2,1,1,202,,,5,US,3,2,2,0.283644
888,1,A,1,1,0.349305556,0.270833333,113,2,,,2,2,2,,,,1,US,3,1,2,0.283644
888,1,A,1,1,0.349305556,0.322916667,38,2,,,2,2,2,,,,3,US,2,2,3,0.283644
888,1,A,1,1,0.349305556,0.28125,98,2,,,1,2,2,,,,16,INDIA,5,1,3,0.283644
888,1,A,1,1,0.349305556,0.3125,53,2,,,1,2,2,,,,2,US,3,1,2,0.283644
888,1,A,1,1,0.349305556,0.25,143,0,,,1,2,2,204,,,2,US,4,1,2,0.283644
888,1,A,1,1,0.349305556,0.298611111,73,2,,,2,2,2,,,,2,US,2,1,2,0.283644
888,1,A,1,1,0.349305556,0.291666667,83,7,,,1,2,2,,,,7,US,5,1,2,0.283644
888,1,A,1,1,0.349305556,0.284722222,93,2,,,1,2,2,,,,10,US,7,0,2,0.283644
311,1,A,1,1,0.385416667,0.302083333,120,2,,,1,2,2,,,,11,US,3,1,2,0.404020
311,1,A,1,1,0.385416667,0.291666667,135,2,,,1,1,2,,,,5,US,2,1,2,0.404020
311,1,A,1,1,0.385416667,0.291666667,135,3,,,2,2,2,,,,11,US,6,2,2,0.404020
311,1,A,1,1,0.385416667,0.305555556,115,3,,,0,0,1,,,,6,US,2,2,2,0.404020
311,1,A,1,1,0.385416667,0.322916667,90,2,,,1,2,2,,,,6,US,4,2,2,0.404020
311,1,A,1,1,0.385416667,0.298611111,125,2,,,2,2,1,311,,,10,US,5,1,2,0.404020
311,1,A,1,1,0.385416667,0.28125,150,2,,,1,0,1,501,,,16,CHINA,2,1,2,0.404020
311,1,A,1,1,0.385416667,0.3125,105,3,,,1,1,2,,,,4,US,6,0,2,0.404020
311,1,A,1,1,0.385416667,0.333333333,75,2,,,1,2,2,,,,16,CHINA,3,2,2,0.404020
311,1,A,1,1,0.385416667,0.333333333,75,2,,,2,2,2,999,,,10,US,3,1,2,0.404020
990,6,G,2,3,0.604166667,0.375,330,2,,,1,2,2,319,,,15,FRANCE,5,1,2,0.725279
990,6,G,2,3,0.604166667,0.479166667,180,3,,,1,2,2,15,,,7,US,7,1,2,0.725279
990,6,G,2,3,0.604166667,0.197916667,585,2,,,2,2,1,999,,,10,US,5,2,2,0.725279
990,6,G,2,3,0.604166667,0.5,150,1,2,,1,1,1,999,,,90,US,0,0,2,0.725279
990,6,G,2,3,0.604166667,N,N,2,,,2,2,2,,,,3,US,6,1,1,0.725279
5367,1,F,2,2,0.661805556,0.583333333,113,6,,,2,1,1,610,202,,1,US,2,1,2,2.167946
5367,1,F,2,2,0.661805556,0.072916667,848,1,,,1,2,2,609,611,,10,US,4,1,2,2.167946
5367,1,F,2,2,0.661805556,0.583333333,113,3,,,1,2,2,20,,,10,US,5,1,2,2.167946
5367,1,F,2,2,0.661805556,0.583333333,113,6,,,2,1,2,,,,5,US,3,2,2,2.167946
5367,1,F,2,2,0.661805556,0.604166667,83,2,,,1,2,2,103,,,10,US,2,1,2,2.167946
86,9,G,3,3,0.923611111,0.833333333,130,2,,,2,2,2,,,,10,US,4,2,2,0.725279
5367,1,F,2,2,0.661805556,0.604166667,83,4,,,2,2,2,,,,4,US,7,1,2,2.167946
86,9,G,3,3,0.923611111,0.53125,565,3,,,2,1,1,306,804,,19,AUSTRALIA,6,2,3,0.725279
5367,1,F,2,2,0.661805556,N,N,3,,,2,2,2,,,,1,US,6,2,2,2.167946
86,9,G,3,3,0.923611111,0.833333333,130,1,,,2,2,2,104,,,1,US,4,1,1,0.725279
5367,1,F,2,2,0.661805556,0.614583333,68,1,,,0,0,0,301,,,10,US,5,1,2,2.167946
86,9,G,3,3,0.923611111,0.770833333,220,1,,,0,0,0,,,,12,US,3,1,1,0.725279
86,9,G,3,3,0.923611111,0.833333333,130,2,,,1,2,2,,,,7,US,7,0,1,0.725279
565,5,A,1,3,0.291666667,0.229166667,90,2,,,1,2,2,,,,1,US,5,1,2,0.669478
86,9,G,3,3,0.923611111,0.784722222,200,3,,,2,2,2,999,,,10,US,7,2,2,0.725279
565,5,A,1,3,0.291666667,0.208333333,120,2,,,2,1,2,,,,90,US,3,2,2,0.669478
86,9,G,3,3,0.923611111,0.833333333,130,2,,,1,2,1,,,,12,US,5,2,2,0.725279
565,5,A,1,3,0.291666667,0.1875,150,1,,,2,2,2,210,,,12,US,3,2,2,0.669478
565,5,A,1,3,0.291666667,0.208333333,120,1,,,1,2,2,705,209,211,14,COLOMBIA,4,1,1,0.669478
86,9,G,3,3,0.923611111,0.8125,160,0,,,2,2,1,,,,19,AUSTRALIA,4,2,2,0.725279
565,5,A,1,3,0.291666667,0.208333333,120,2,,,1,2,2,705,,,14,COSTA RICA,4,1,3,0.669478
565,5,A,1,3,0.291666667,0.208333333,120,2,,,1,2,1,505,,,3,US,6,1,2,0.669478
2614,2,B,1,2,0.229166667,0.166666667,90,1,,,2,2,1,203,,,12,US,5,2,2,0.850000
565,5,A,1,3,0.291666667,0.197916667,135,2,,,2,1,1,34,,,3,US,4,1,1,0.669478
2614,2,B,1,2,0.229166667,0.166666667,90,3,,,1,2,2,,,,10,US,6,2,2,0.850000
565,5,A,1,3,0.291666667,0.208333333,120,3,,,1,2,2,,,,10,US,3,2,2,0.669478
565,5,A,1,3,0.291666667,0.166666667,180,2,,,1,0,1,,,,91,US,5,1,2,0.669478
2614,2,B,1,2,0.229166667,0.145833333,120,2,,,1,2,2,5,,,10,US,7,1,2,0.850000
565,5,A,1,3,0.291666667,0.208333333,120,1,,,1,0,1,,,,99,0,0,0,0,0.669478
565,5,A,1,3,0.291666667,0.239583333,75,5,,,1,0,0,,,,14,EL SALVADOR,3,2,2,0.669478
2614,2,B,1,2,0.229166667,0.166666667,90,2,3,,1,2,1,,,,11,US,6,2,2,0.850000
565,5,A,1,3,0.291666667,0.21875,105,1,,,2,0,1,202,,,4,US,4,1,3,0.669478
2614,2,B,1,2,0.229166667,0.135416667,135,3,,,1,0,0,17,,,16,INDIA,3,2,3,0.850000
565,5,A,1,3,0.291666667,0.208333333,120,2,,,1,1,1,,,,14,COLOMBIA,4,2,1,0.669478
2614,2,B,1,2,0.229166667,0.166666667,90,3,,,1,2,2,,,,3,US,5,2,3,0.850000
565,5,A,1,3,0.291666667,0.208333333,120,3,,,1,1,1,,,,90,US,0,0,0,0.669478
2614,2,B,1,2,0.229166667,0.166666667,90,3,,,1,2,2,,,,12,US,2,2,2,0.850000
565,5,A,1,3,0.291666667,0.208333333,120,0,,,1,0,0,,,,14,EL SALVADOR,6,2,0,0.669478
2614,2,B,1,2,0.229166667,0.166666667,90,3,,,1,2,1,,,,1,US,4,1,2,0.850000
2614,2,B,1,2,0.229166667,0.166666667,90,3,,,1,0,1,,,,3,US,7,1,2,0.850000
2614,2,B,1,2,0.229166667,0.125,150,2,,,1,2,2,,,,12,US,3,2,2,0.850000
565,5,A,1,3,0.291666667,0.1875,150,0,,,1,0,1,,,,14,HONDURAS,3,1,3,0.669478
2614,2,B,1,2,0.229166667,0.159722222,100,3,,,1,1,1,,,,5,US,6,2,2,0.850000
2614,2,B,1,2,0.229166667,0.166666667,90,1,,,1,2,1,103,405,,1,US,5,1,2,0.850000
565,5,A,1,3,0.291666667,0.208333333,120,2,,,1,2,2,325,,,3,US,3,2,2,0.669478
565,5,A,1,3,0.291666667,0.222222222,100,3,,,1,1,2,,,,1,US,2,2,2,0.669478
2614,2,B,1,2,0.229166667,0.166666667,90,2,,,1,2,2,,,,1,US,3,2,2,0.850000
565,5,A,1,3,0.291666667,0.208333333,120,2,,,1,2,2,211,,,4,US,5,0,1,0.669478
2614,2,B,1,2,0.229166667,0.166666667,90,2,,,1,2,2,,,,1,US,3,1,2,0.850000
565,5,A,1,3,0.291666667,0.166666667,180,6,,,1,2,2,15,,,2,US,5,1,1,0.669478
2614,2,B,1,2,0.229166667,0.208333333,30,3,,,1,0,0,999,,,2,US,6,1,2,0.850000
901,6,G,2,3,0.534722222,0.9375,140,2,,,2,2,1,505,,,10,US,6,0,2,0.725279
2614,2,B,1,2,0.229166667,0.166666667,90,3,,,1,2,1,,,,12,US,6,2,3,0.850000
901,6,G,2,3,0.534722222,0.416666667,170,12,,,1,2,1,302,,,18,EGYPT,5,1,2,0.725279
2614,2,B,1,2,0.229166667,0.166666667,90,2,,,1,2,1,,,,5,US,5,1,2,0.850000
2614,2,B,1,2,0.229166667,0.15625,105,2,,,1,0,1,,,,5,US,5,2,2,0.850000
901,6,G,2,3,0.534722222,0.402777778,190,2,,,1,2,1,202,707,,15,UK,7,1,2,0.725279
2614,2,B,1,2,0.229166667,0.166666667,90,3,,,1,1,2,705,4,22,5,US,3,2,2,0.850000
2614,2,B,1,2,0.229166667,0.125,150,3,,,2,2,2,,,,10,US,1,2,0,0.850000
901,6,G,2,3,0.534722222,0.416666667,170,2,,,1,0,1,505,,,15,UK,3,1,2,0.725279
901,6,G,2,3,0.534722222,0.430555556,210,5,,,1,0,0,,,,3,US,6,1,2,0.725279
901,6,G,2,3,0.534722222,0.416666667,170,3,,,1,2,2,999,,,99,US,6,1,2,0.725279
901,6,G,2,3,0.534722222,0.416666667,170,1,,,2,1,1,,,,90,US,4,1,1,0.725279
901,6,G,2,3,0.534722222,0.4375,140,2,,,2,2,1,,,,5,US,2,2,2,0.725279
901,6,G,2,3,0.534722222,0.375,230,2,,,1,1,1,707,,,15,BELGIUM,7,1,2,0.725279
901,6,G,2,3,0.534722222,0.270833333,380,1,,,1,2,1,,,,15,UK,4,1,2,0.725279
901,6,G,2,3,0.534722222,0.375,230,1,,,1,1,2,702,,,15,UK,5,1,2,0.725279
901,6,G,2,3,0.534722222,0.434027778,145,3,,,2,1,2,701,,,15,BELGIUM,3,1,2,0.725279
857,8,G,2,3,0.559027778,0.489583333,100,3,,,2,1,2,15,,,11,US,2,2,3,0.725279
857,8,G,2,3,0.559027778,N,N,1,,,1,1,0,,,,99,,4,1,2,0.725279
857,8,G,2,3,0.559027778,0.333333333,325,3,,,1,0,0,,,,90,,3,1,2,0.725279
857,8,G,2,3,0.559027778,N,N,1,,,1,2,1,202,,,16,CHINA,3,0,1,0.725279
1930,1,D,1,1,0.333333333,0.28125,75,1,,,2,2,1,999,,,10,US,4,1,1,0.952000
1930,1,D,1,1,0.333333333,0.25,120,3,,,2,2,2,504,,,1,US,3,2,2,0.952000
1930,1,D,1,1,0.333333333,0.284722222,70,3,,,2,2,2,,,,2,US,6,1,2,0.952000
1930,1,D,1,1,0.333333333,0.25,120,2,,,1,1,1,,,,9,US,4,2,2,0.952000
1930,1,D,1,1,0.333333333,0.229166667,150,2,,,1,1,1,616,,,9,US,4,2,0,0.952000
1930,1,D,1,1,0.333333333,0.291666667,60,1,,,2,1,2,,,,1,US,5,2,0,0.952000
1930,1,D,1,1,0.333333333,0.229166667,150,2,,,2,1,1,,,,7,US,3,2,2,0.952000
1930,1,D,1,1,0.333333333,0.284722222,70,1,,,2,1,2,,,,3,US,4,1,2,0.952000
1930,1,D,1,1,0.333333333,0.104166667,330,6,,,1,0,0,,,,10,US,3,1,2,0.952000
1930,1,D,1,1,0.333333333,0.270833333,90,3,,,2,2,2,102,112,,4,US,3,2,2,0.952000
1930,1,D,1,1,0.333333333,0.25,120,3,,,1,0,0,103,,,1,US,3,2,2,0.952000
1930,1,D,1,1,0.333333333,0.284722222,70,6,,,0,1,0,,,,99,0,0,0,0,0.952000
1930,1,D,1,1,0.333333333,0.25,120,2,,,1,0,1,,,,3,US,6,2,2,0.952000
1930,1,D,1,1,0.333333333,N,N,2,3,,1,1,2,,,,7,US,2,2,2,0.952000
1930,1,D,1,1,0.333333333,0.291666667,60,1,,,0,1,0,,,,2,US,3,2,2,0.952000
387,1,A,2,2,0.715277778,0.635416667,115,1,,,2,2,2,607,108,,10,US,3,1,2,0.404020
387,1,A,2,2,0.715277778,0.583333333,190,2,,,1,1,1,311,,,10,US,7,1,1,0.404020
387,1,A,2,2,0.715277778,0.416666667,430,2,,,1,1,1,23,,,13,CANADA,7,2,2,0.404020
387,1,A,2,2,0.715277778,0.645833333,100,1,,,2,1,2,,,,99,0,0,0,0,0.404020
387,1,A,2,2,0.715277778,0.65625,85,1,,,2,1,2,,,,4,US,6,1,2,0.404020
387,1,A,2,2,0.715277778,0.645833333,100,3,,,2,2,1,,,,6,US,7,2,2,0.404020
387,1,A,2,2,0.715277778,0.520833333,280,3,,,1,1,2,34,,,10,US,3,1,2,0.404020
387,1,A,2,2,0.715277778,0.645833333,100,1,,,2,1,1,802,202,,10,US,3,1,2,0.404020
387,1,A,2,2,0.715277778,0.645833333,100,1,,,2,1,1,,,,10,US,4,2,2,0.404020
188,1,A,3,2,0.767361111,0.645833333,175,2,,,1,2,2,213,204,,14,BRAZIL,3,1,2,0.283644
188,1,A,3,2,0.767361111,0.638888889,185,2,,,2,2,2,102,,,10,US,5,1,2,0.283644
188,1,A,3,2,0.767361111,0.680555556,125,2,,,1,2,2,,,,3,US,3,1,2,0.283644
188,1,A,3,2,0.767361111,0.666666667,145,3,,,1,0,1,202,,,12,US,5,2,1,0.283644
188,1,A,3,2,0.767361111,0.708333333,85,2,,,2,2,1,,,,1,US,5,1,2,0.283644
188,1,A,3,2,0.767361111,0.715277778,75,2,,,2,2,2,507,,,2,US,5,2,2,0.283644
188,1,A,3,2,0.767361111,0.625,205,2,,,2,1,2,,,,15,DENMARK,5,2,2,0.283644
188,1,A,3,2,0.767361111,N,N,2,,,1,0,0,104,,,15,UK,7,1,1,0.283644
188,1,A,3,2,0.767361111,0.71875,70,2,,,1,0,0,802,,,1,US,4,0,1,0.283644
331,1,A,3,2,0.8125,0.75,90,3,,,2,2,1,105,,,10,US,7,2,2,0.404020
331,1,A,3,2,0.8125,0.708333333,150,6,,,1,1,1,403,,,5,US,5,2,1,0.404020
331,1,A,3,2,0.8125,0.666666667,210,1,,,1,1,2,202,205,8,10,US,4,1,2,0.404020
331,1,A,3,2,0.8125,0.71875,135,1,,,0,0,1,210,,,99,,6,2,1,0.404020
331,1,A,3,2,0.8125,0.729166667,120,3,,,2,2,2,18,12,,1,US,3,2,2,0.404020
744,1,A,3,2,0.868055556,0.71875,215,1,,,2,1,1,612,,,4,US,5,1,1,0.404020
744,1,A,3,2,0.868055556,0.729166667,200,3,,,1,2,2,803,,,10,US,3,1,1,0.404020
744,1,A,3,2,0.868055556,0.791666667,110,2,,,0,0,0,505,,,10,US,2,1,2,0.404020
744,1,A,3,2,0.868055556,0.645833333,320,4,,,1,2,1,505,,,10,US,2,2,2,0.404020
760,4,A,2,3,0.486111111,0.395833333,130,2,,,1,2,1,,,,13,CANADA,5,2,2,1.026245
744,1,A,3,2,0.868055556,0.798611111,100,2,,,2,2,2,701,,,4,US,3,2,2,0.404020
760,4,A,2,3,0.486111111,0.333333333,220,1,,,2,1,1,702,,,13,CANADA,3,1,2,1.026245
744,1,A,3,2,0.868055556,0.736111111,190,2,,,2,1,1,35,,,10,US,2,2,2,0.404020
760,4,A,2,3,0.486111111,0.34375,205,2,,,1,1,1,702,506,505,13,CANADA,6,2,2,1.026245
744,1,A,3,2,0.868055556,0.815972222,75,1,,,2,2,2,,,,10,US,7,1,1,0.404020
760,4,A,2,3,0.486111111,0.395833333,130,2,,,1,0,0,,,,4,US,7,1,2,1.026245
744,1,A,3,2,0.868055556,0.791666667,110,3,,,1,2,2,311,,,4,US,3,0,1,0.404020
760,4,A,2,3,0.486111111,0.375,160,2,,,1,1,1,,,,13,CANADA,7,1,2,1.026245
760,4,A,2,3,0.486111111,0.402777778,120,1,,,2,2,2,,,,13,CANADA,4,2,2,1.026245
744,1,A,3,2,0.868055556,0.736111111,190,1,,,2,2,2,,,,12,US,6,2,1,0.404020
760,4,A,2,3,0.486111111,0.395833333,130,2,,,1,2,2,,,,5,US,7,1,2,1.026245
744,1,A,3,2,0.868055556,0.71875,215,6,,,1,1,1,,,,10,US,6,2,1,0.404020
760,4,A,2,3,0.486111111,0.354166667,190,2,,,1,1,1,,,,6,US,7,0,2,1.026245
744,1,A,3,2,0.868055556,0.729166667,200,2,,,1,1,1,202,802,406,10,US,4,2,2,0.404020
760,4,A,2,3,0.486111111,0.366666667,172,3,,,2,2,2,,,,99,0,0,0,0,1.026245
744,1,A,3,2,0.868055556,0.854166667,20,1,,,2,2,2,304,,,10,US,3,1,2,0.404020
760,4,A,2,3,0.486111111,0.416666667,100,1,,,1,2,2,,,,16,INDIA,3,1,1,1.026245
744,1,A,3,2,0.868055556,0.635416667,335,4,,,2,2,1,,,,16,CHINA,2,1,2,0.404020
760,4,A,2,3,0.486111111,0.395833333,130,1,,,1,2,1,,,,13,CANADA,3,1,1,1.026245
760,4,A,2,3,0.486111111,0.34375,205,2,,,1,2,1,501,,,13,CANADA,2,2,2,1.026245
744,1,A,3,2,0.868055556,0.777777778,130,2,,,2,2,1,211,505,802,5,US,5,1,2,0.404020
760,4,A,2,3,0.486111111,0.375,160,1,,,2,1,1,,,,13,CANADA,3,1,2,1.026245
