GATE,BAREA,TERMINAL,STRATA,PEAK,AIRLINE,AIRLINESTR,FLIGHT,DEST,DESTSTR,DESTGEO,ARRTIME,DEPTIME,PURP1,PURP2,PURP3,GETTO1,GETTO2,GETTO3,BAGS,SHOP,NOSHOP,FOOD,NOFOOD,TSAPRE,HOME,PET,AGE,GENDER,INCOME,HIFLYER,WEIGHT
1,A,,1,3,38,,1777,99,,4,0.23,0.33,2,,,13,,,1,1,,1,,2,6,,7,2,4,2,0.669478
1,A,,1,3,38,,1777,99,,4,0.21,0.33,1,,,6,,,1,2,,1,,2,13,,3,2,2,2,0.669478
58,D,,1,2,8,,242,18,,3,0.23,0.31,1,,,1,,,2,1,,1,,2,4,,5,1,3,2,0.720538
1,A,,1,3,38,,1777,99,,4,0.23,0.33,6,,,1,,,1,1,,0,,1,10,,5,2,4,2,0.669478
1,A,,1,3,38,,1777,99,,4,N,0.26,4,,,2,,,2,2,,2,,0,99,,0,0,0,0,0.669478
58,D,,1,2,8,,242,18,,3,0.25,0.31,3,,,2,,,2,1,,2,,1,10,,7,2,1,2,0.720538
1,A,,1,3,38,,1777,99,,4,0.25,0.33,2,,,2,,,1,0,,1,,2,13,,4,1,2,1,0.669478
1,A,,1,3,38,,1777,99,,4,0.27,0.33,2,3,,2,,,1,1,,1,,1,13,,3,1,2,1,0.669478
58,D,,1,2,8,,242,18,,3,0.26,0.31,2,3,,2,,,2,2,,1,,1,11,,6,2,2,2,0.720538
1,A,,1,3,38,,1777,99,,4,0.28,0.33,6,,,2,,,2,2,,1,,2,4,,4,1,3,2,0.669478
1,A,,1,3,38,,1777,99,,4,0.28,0.33,3,,,6,,,2,1,,2,,2,13,,3,2,2,3,0.669478
58,D,,1,2,8,,242,18,,3,0.29,0.31,3,,,2,,,2,2,,2,,2,1,,6,2,0,2,0.720538
1,A,,1,3,38,,1777,99,,4,0.17,0.33,0,,,2,,,1,2,,1,,2,13,,4,2,0,3,0.669478
58,D,,1,2,8,,242,18,,3,0.24,0.31,6,,,2,,,2,2,,1,,1,12,,4,1,3,2,0.720538
58,D,,1,2,8,,242,18,,3,0.27,0.31,2,,,2,,,2,2,,2,,2,90,,5,2,4,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.42,0.45,1,,,2,,,1,1,,2,,1,10,,7,2,0,2,0.720538
58,D,,1,2,8,,242,18,,3,0.25,0.31,1,,,4,,,2,1,,1,,2,12,,4,1,1,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.35,0.45,4,,,2,,,1,1,,1,,2,10,,3,1,4,1,0.720538
58,D,,1,2,8,,242,18,,3,0.23,0.31,2,,,2,,,1,1,,1,,2,5,,3,2,1,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.38,0.45,3,,,6,,,2,2,,1,,2,3,,3,2,1,2,0.720538
58,D,,1,2,8,,242,18,,3,0.27,0.31,1,,,1,,,2,0,,0,,0,6,,4,2,4,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.4,0.45,1,,,5,,,2,2,,2,,1,3,,5,2,4,1,0.720538
58,D,,1,1,8,,5988,50,,1,0.39,0.45,1,,,12,,,2,2,,1,,2,10,,4,2,4,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.38,0.45,4,,,13,,,2,1,,2,,2,10,,2,2,2,2,0.720538
58,D,,1,2,8,,242,18,,3,0.28,0.31,1,,,4,,,0,1,,0,,1,1,,5,2,5,1,0.720538
58,D,,1,1,8,,5988,50,,1,0.38,0.45,1,,,5,,,1,2,,2,,4,1,,4,2,3,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.4,0.45,1,,,5,,,2,2,,1,,2,99,,0,0,0,0,0.720538
58,D,,1,2,8,,242,18,,3,0.25,0.31,2,,,6,,,0,0,,1,,1,12,,7,2,2,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.4,0.45,3,,,2,,,2,2,,2,,1,1,,7,2,0,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.38,0.45,2,,,2,,,1,0,,0,,1,10,,7,2,2,2,0.720538
58,D,,1,2,8,,242,18,,3,0.27,0.31,3,,,2,,,1,2,,2,,2,1,,5,2,2,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.4,0.45,1,,,2,,,2,1,,2,,2,5,,5,2,0,2,0.720538
58,D,,1,2,8,,242,18,,3,0.27,0.31,3,,,2,,,2,2,,2,,2,1,,6,2,4,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.38,0.45,1,,,9,,,1,1,,2,,2,10,,5,1,2,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.4,0.45,6,,,6,,,2,2,,1,,1,1,,6,2,2,2,0.720538
58,D,,1,2,8,,242,18,,3,0.26,0.31,5,,,2,,,1,2,,2,,1,2,,4,1,1,3,0.720538
58,D,,1,1,8,,5988,50,,1,0.35,0.45,2,,,3,,,2,2,,1,,2,10,,6,1,3,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.36,0.45,2,,,6,,,1,2,,2,,1,14,,6,1,2,1,0.720538
58,D,,1,1,8,,5988,50,,1,0.36,0.45,2,,,6,,,1,0,,0,,1,14,,6,2,2,1,0.720538
58,D,,1,2,8,,242,18,,3,0.26,0.31,5,,,2,,,1,2,,2,,3,2,,3,2,1,3,0.720538
58,D,,1,1,8,,5988,50,,1,0.38,0.45,3,,,2,,,2,2,,1,,2,2,,4,2,2,2,0.720538
58,D,,1,1,8,,5988,50,,1,0.4,0.45,1,,,9,,,1,2,,1,,3,10,,3,1,0,0,0.720538
11,A,,1,2,21,,16,61,,2,0.19,0.28,2,,,5,,,1,2,,1,,1,10,,5,2,2,2,0.283644
58,D,,1,1,8,,5988,50,,1,0.37,0.45,2,,,1,,,2,1,,2,,2,10,,3,2,3,3,0.720538
11,A,,1,2,21,,16,61,,2,0.23,0.28,3,,,2,,,1,2,,2,,1,12,,7,2,1,2,0.283644
58,D,,1,1,8,,5988,50,,1,0.37,0.45,2,,,9,,,2,2,,2,,2,10,,3,1,4,2,0.720538
11,A,,1,2,21,,16,61,,2,0.21,0.28,1,3,,4,,,1,1,,0,,2,1,,5,2,0,2,0.283644
11,A,,1,2,21,,16,61,,2,N,0.28,2,,,8,,,1,2,,1,,1,10,,7,2,2,2,0.283644
11,A,,1,2,21,,16,61,,2,0.22,0.28,1,,,2,,,2,2,,1,,2,3,,3,1,4,2,0.283644
42,C,,3,2,15,,6447,50,,1,0.71,0.79,3,,,5,,,1,1,,2,,2,1,,4,1,4,1,0.977951
11,A,,1,2,21,,16,61,,2,0.22,0.28,2,,,2,,,2,2,,2,,1,12,,6,2,0,2,0.283644
42,C,,3,2,15,,6447,50,,1,0.73,0.79,1,,,2,,,2,2,,2,,2,10,,4,2,2,2,0.977951
11,A,,1,2,21,,16,61,,2,0.23,0.28,2,,,2,,,1,2,,2,,1,4,,6,1,3,2,0.283644
42,C,,3,2,15,,6447,50,,1,0.71,0.79,1,,,6,,,3,1,,2,,2,12,,5,2,3,1,0.977951
42,C,,3,2,15,,6447,50,,1,0.69,0.79,1,,,9,,,1,1,,1,,2,12,,5,1,4,2,0.977951
11,A,,1,2,21,,16,61,,2,0.22,0.28,1,,,2,,,2,2,,2,,1,99,,0,0,0,0,0.283644
42,C,,3,2,15,,6447,50,,1,0.75,0.79,3,,,6,,,2,1,,2,,2,1,,3,2,2,2,0.977951
11,A,,1,2,21,,16,61,,2,0.23,0.28,2,,,5,,,1,1,,2,,2,1,,3,2,4,1,0.283644
42,C,,3,2,15,,6447,50,,1,0.71,0.79,2,,,6,,,1,2,,2,,2,12,,2,2,1,2,0.977951
42,C,,3,2,15,,6447,50,,1,0.67,0.79,1,,,3,,,1,1,,1,,2,15,,5,2,4,1,0.977951
11,A,,1,2,21,,16,61,,2,0.22,0.28,1,,,2,,,1,2,,1,,2,12,,3,2,2,2,0.283644
42,C,,3,2,15,,6447,50,,1,0.69,0.79,3,,,1,,,1,1,,2,,3,3,,3,2,4,3,0.977951
42,C,,3,2,15,,6447,50,,1,0.73,0.79,1,,,9,,,1,1,,1,,2,12,,4,1,2,2,0.977951
42,C,,3,2,15,,6447,50,,1,0.75,0.79,5,,,3,,,2,2,,2,,1,12,,7,1,4,1,0.977951
52,D,,1,1,36,,751,83,,1,0.33,0.41,1,,,5,,,2,1,,1,,2,1,,3,2,2,2,0.952
52,D,,1,1,36,,751,83,,1,0.33,0.41,1,2,,4,,,2,2,,1,,1,2,,5,1,4,1,0.952
52,D,,1,1,36,,751,83,,1,0.35,0.41,1,,,4,,,1,1,,2,,1,1,,4,2,4,1,0.952
52,D,,1,1,36,,751,83,,1,0.29,0.41,1,,,2,,,1,2,,2,,1,5,,2,1,2,2,0.952
52,D,,1,1,36,,751,83,,1,0.29,0.41,3,,,2,,,2,2,,1,,2,12,,3,2,2,2,0.952
52,D,,1,1,36,,751,83,,1,0.32,0.41,2,,,7,,,1,1,,1,,2,4,,7,1,4,2,0.952
52,D,,1,1,36,,751,83,,1,0.35,0.41,1,,,2,,,2,2,,1,,1,2,,3,2,4,2,0.952
52,D,,1,1,36,,751,83,,1,0.31,0.41,1,,,2,,,1,2,,2,,1,5,,2,1,2,2,0.952
52,D,,1,1,36,,751,83,,1,0.36,0.41,2,,,2,,,2,2,,2,,2,1,,7,2,4,2,0.952
52,D,,1,1,36,,751,83,,1,0.35,0.41,3,,,2,,,2,2,,2,,2,1,,7,1,0,2,0.952
52,D,,1,1,36,,751,83,,1,0.32,0.41,3,,,6,,,1,2,,1,,2,12,,4,0,2,2,0.952
52,D,,1,1,36,,751,83,,1,0.32,0.41,3,,,6,,,1,0,,0,,0,12,,4,1,1,2,0.952
52,D,,1,1,36,,751,83,,1,0.33,0.41,3,,,6,,,0,0,,1,,1,3,,6,2,3,2,0.952
52,D,,1,1,36,,751,83,,1,0.35,0.41,1,,,1,,,2,2,,1,,0,1,,4,1,4,2,0.952
58,D,,1,1,8,,164,61,,2,0.31,0.36,1,,,9,,,0,0,,1,,0,12,,4,1,4,1,0.720538
58,D,,1,1,8,,164,61,,2,0.31,0.36,2,,,12,,,1,1,,2,,2,4,,6,2,0,2,0.720538
11,A,,2,1,21,,316,61,,2,0.42,0.48,2,,,5,,,1,1,,0,,2,12,,3,1,1,2,0.283644
58,D,,1,1,8,,164,61,,2,0.31,0.36,1,,,2,,,1,2,,1,,2,90,,3,1,3,2,0.720538
11,A,,2,1,21,,316,61,,2,0.44,0.48,1,,,5,,,0,1,,0,,1,2,,5,1,4,2,0.283644
58,D,,1,1,8,,164,61,,2,0.31,0.36,1,,,2,,,2,2,,1,,1,2,,6,2,4,2,0.720538
11,A,,2,1,21,,316,61,,2,0.39,0.48,3,,,8,,,1,1,,1,,2,12,,5,1,4,2,0.283644
58,D,,1,1,8,,164,61,,2,0.26,0.36,2,,,13,,,1,2,,1,,2,10,,4,1,3,2,0.720538
58,D,,1,1,8,,164,61,,2,0.31,0.36,3,,,5,,,2,2,,1,,1,12,,7,1,4,2,0.720538
11,A,,2,1,21,,316,61,,2,0.37,0.48,1,2,,2,,,0,1,,1,,0,4,,0,2,0,2,0.283644
58,D,,1,1,8,,164,61,,2,0.3,0.36,3,,,2,,,2,2,,2,,2,2,,5,2,3,2,0.720538
11,A,,2,1,21,,316,61,,2,0.4,0.48,2,,,8,,,1,2,,1,,1,12,,7,1,4,2,0.283644
58,D,,1,1,8,,164,61,,2,0.29,0.36,2,,,12,,,1,1,,2,,1,4,,5,2,0,2,0.720538
11,A,,2,1,21,,316,61,,2,0.42,0.48,3,,,9,,,1,1,,1,,1,12,,6,2,4,3,0.283644
11,A,,2,1,21,,316,61,,2,0.4,0.48,6,,,9,,,1,0,,0,,2,12,,3,1,3,2,0.283644
58,D,,1,1,8,,164,61,,2,0.29,0.36,2,,,2,,,2,2,,1,,2,6,,2,1,3,2,0.720538
11,A,,2,1,21,,316,61,,2,0.42,0.48,2,3,,13,,,2,2,,2,,2,6,,2,2,0,2,0.283644
58,D,,1,1,8,,164,61,,2,0.29,0.36,2,,,2,,,1,2,,2,,2,6,,3,2,1,2,0.720538
11,A,,2,1,21,,316,61,,2,0.41,0.48,2,,,5,,,2,1,,1,,2,12,,2,2,1,2,0.283644
11,A,,2,1,21,,316,61,,2,0.39,0.48,2,3,,7,,,2,1,,1,,2,5,,4,2,4,2,0.283644
58,D,,1,1,8,,164,61,,2,0.25,0.36,2,,,1,,,2,1,,1,,1,8,,7,2,1,2,0.720538
11,A,,2,1,21,,316,61,,2,0.41,0.48,3,,,2,,,1,2,,2,,3,3,,7,0,2,0,0.283644
58,D,,1,1,8,,164,61,,2,0.31,0.36,1,,,5,,,1,2,,2,,2,1,,3,2,3,2,0.720538
11,A,,2,1,21,,316,61,,2,0.4,0.48,1,,,2,,,2,1,,1,,2,3,,2,2,2,3,0.283644
58,D,,1,1,8,,164,61,,2,0.3,0.36,1,,,3,,,0,0,,1,,2,10,,6,1,4,1,0.720538
11,A,,2,1,21,,316,61,,2,N,0.48,3,,,2,,,1,0,,1,,1,7,,7,2,1,2,0.283644
58,D,,1,1,8,,164,61,,2,0.29,0.36,1,,,5,,,1,1,,2,,1,5,,4,2,2,2,0.720538
11,A,,2,1,21,,316,61,,2,0.41,0.48,2,3,,5,,,1,1,,2,,2,3,,2,1,1,1,0.283644
11,A,,2,1,21,,316,61,,2,0.42,0.48,1,,,1,,,2,2,,1,,1,3,,4,1,4,2,0.283644
58,D,,1,1,8,,164,61,,2,0.28,0.36,3,,,8,,,2,2,,1,,2,10,,4,2,2,2,0.720538
11,A,,2,1,21,,316,61,,2,0.42,0.48,2,,,5,,,1,1,,2,,1,99,,0,0,2,2,0.283644
58,D,,1,1,8,,164,61,,2,0.29,0.36,2,,,4,,,1,1,,1,,1,19,,4,1,0,2,0.720538
11,A,,2,1,21,,316,61,,2,0.38,0.48,1,,,9,,,1,1,,2,,2,17,,5,1,4,1,0.283644
58,D,,1,1,8,,164,61,,2,0.29,0.36,5,,,6,,,0,0,,1,,2,1,,3,1,1,2,0.720538
11,A,,2,1,21,,316,61,,2,0.4,0.48,1,,,1,,,1,1,,2,,1,10,,6,1,0,1,0.283644
10,A,,1,2,21,,735,49,,1,0.19,0.25,1,,,9,,,2,2,,1,,1,10,,5,1,4,1,0.283644
11,A,,2,1,21,,316,61,,2,0.36,0.48,2,,,8,,,2,1,,2,,1,12,,6,1,0,2,0.283644
11,A,,2,1,21,,316,61,,2,0.4,0.48,1,,,8,,,1,0,,1,,1,12,,7,2,3,2,0.283644
10,A,,1,2,21,,735,49,,1,0.2,0.25,1,,,1,,,2,2,,2,,2,2,,6,1,4,2,0.283644
11,A,,2,1,21,,316,61,,2,0.42,0.48,3,,,5,,,1,2,,2,,1,2,,3,1,0,2,0.283644
11,A,,2,1,21,,316,61,,2,0.38,0.48,2,,,2,,,1,1,,1,,0,12,,6,2,0,2,0.283644
11,A,,2,1,21,,316,61,,2,0.39,0.48,2,,,9,,,1,2,,1,,1,12,,7,2,2,2,0.283644
11,A,,2,1,21,,316,61,,2,0.35,0.48,0,,,2,,,2,1,,1,,0,12,,6,2,0,1,0.283644
10,A,,1,2,21,,735,49,,1,0.21,0.25,2,,,8,,,1,2,,0,,2,14,,3,2,4,2,0.283644
11,A,,1,1,21,,534,11,,2,0.35,0.44,3,,,2,,,1,2,,2,,1,99,,2,2,0,2,0.283644
10,A,,1,2,21,,735,49,,1,0.22,0.25,3,,,1,,,2,2,,2,,2,8,,6,1,2,2,0.283644
10,A,,1,2,21,,735,49,,1,0.22,0.25,3,,,1,,,2,2,,2,,2,10,,7,2,0,3,0.283644
10,A,,1,2,21,,735,49,,1,0.19,0.25,1,,,9,,,0,0,,1,,1,12,,3,1,2,2,0.283644
11,A,,1,1,21,,534,11,,2,0.32,0.44,2,,,5,,,1,1,,1,,1,12,,7,0,0,2,0.283644
10,A,,1,2,21,,735,49,,1,0.21,0.25,1,,,9,,,1,1,,2,,1,3,,6,1,3,2,0.283644
11,A,,1,1,21,,534,11,,2,0.31,0.44,3,,,5,,,1,1,,1,,1,12,,4,1,4,1,0.283644
10,A,,1,2,21,,735,49,,1,0.21,0.25,1,,,5,,,0,0,,1,,2,1,,3,1,2,2,0.283644
11,A,,1,1,21,,534,11,,2,0.34,0.44,3,,,9,,,1,0,,1,,1,12,,6,1,3,2,0.283644
11,A,,1,1,21,,534,11,,2,0.34,0.44,3,,,9,,,1,1,,2,,1,12,,6,2,0,2,0.283644
10,A,,1,2,21,,735,49,,1,0.22,0.25,3,,,5,,,1,2,,1,,2,10,,3,2,2,2,0.283644
11,A,,1,1,21,,534,11,,2,0.3,0.44,3,6,,2,,,2,2,,1,,2,12,,3,2,1,2,0.283644
10,A,,1,2,21,,735,49,,1,0.22,0.25,3,,,2,,,2,2,,2,,0,10,,3,2,1,3,0.283644
11,A,,1,1,21,,534,11,,2,0.35,0.44,3,,,5,,,2,1,,1,,2,1,,3,2,3,2,0.283644
11,A,,1,1,21,,534,11,,2,0.35,0.44,2,,,9,,,1,0,,1,,1,12,,7,2,3,2,0.283644
11,A,,1,1,21,,534,11,,2,0.36,0.44,2,3,,2,,,1,2,,2,,2,12,,2,2,1,2,0.283644
11,A,,1,1,21,,534,11,,2,N,0.44,3,,,5,,,2,2,,2,,2,12,,6,1,4,2,0.283644
10,A,,1,2,21,,735,49,,1,0.21,0.25,1,,,1,,,1,1,,1,,2,6,,6,1,4,2,0.283644
11,A,,1,1,21,,534,11,,2,0.38,0.44,2,,,9,,,1,2,,1,,1,12,,6,2,3,2,0.283644
11,A,,1,1,21,,534,11,,2,0.38,0.44,6,,,2,,,1,2,,1,,1,12,,6,2,0,2,0.283644
10,A,,1,2,21,,735,49,,1,0.22,0.25,1,,,13,,,2,2,,2,,3,6,,3,1,2,2,0.283644
11,A,,1,1,21,,534,11,,2,0.4,0.44,3,,,2,,,1,0,,1,,2,12,,7,2,0,2,0.283644
11,A,,1,1,21,,534,11,,2,0.38,0.44,1,,,2,,,2,1,,2,,2,1,,5,2,4,2,0.283644
3,A,,1,3,7,,264,110,,4,0.35,0.45,2,,,1,,,1,2,,2,,1,1,,4,2,2,2,0.40402
11,A,,1,1,21,,534,11,,2,0.35,0.44,2,,,8,,,1,2,,1,,1,12,,7,2,4,2,0.283644
3,A,,1,3,7,,264,110,,4,0.34,0.45,2,,,4,,,1,1,,2,,2,13,,4,2,4,1,0.40402
11,A,,1,1,21,,534,11,,2,0.38,0.44,2,,,1,,,1,2,,2,,1,10,,6,2,3,2,0.283644
11,A,,1,1,21,,534,11,,2,N,0.44,6,,,7,,,1,2,,1,,2,5,,6,2,4,2,0.283644
3,A,,1,3,7,,264,110,,4,0.33,0.45,2,,,2,,,1,2,,2,,1,2,,4,1,2,2,0.40402
11,A,,1,1,21,,534,11,,2,N,0.44,3,,,2,,,1,1,,0,,3,7,,3,2,1,1,0.283644
3,A,,1,3,7,,264,110,,4,0.34,0.45,3,,,5,,,1,0,,1,,2,10,,6,2,4,3,0.40402
11,A,,1,1,21,,534,11,,2,0.35,0.44,2,3,,4,,,1,2,,1,,1,10,,7,2,0,2,0.283644
11,A,,1,1,21,,534,11,,2,0.38,0.44,2,,,5,,,1,0,,0,,2,12,,4,1,3,2,0.283644
3,A,,1,3,7,,264,110,,4,0.42,0.45,2,,,2,,,2,2,,2,,2,2,,5,2,4,3,0.40402
11,A,,1,1,21,,534,11,,2,0.38,0.44,2,,,8,,,1,2,,2,,2,12,,0,2,0,2,0.283644
11,A,,1,1,21,,534,11,,2,0.38,0.44,3,,,9,,,1,2,,2,,2,12,,6,2,0,2,0.283644
3,A,,1,3,7,,264,110,,4,0.33,0.45,3,,,2,,,1,2,,2,,2,1,,3,2,2,2,0.40402
11,A,,1,1,21,,534,11,,2,0.38,0.44,2,,,2,,,2,2,,2,,1,10,,7,1,1,2,0.283644
11,A,,1,1,21,,534,11,,2,0.36,0.44,2,,,6,,,1,2,,1,,3,12,,6,1,0,2,0.283644
3,A,,1,3,7,,264,110,,4,0.33,0.45,2,,,4,,,1,2,,1,,2,13,,5,0,4,3,0.40402
11,A,,1,1,21,,534,11,,2,0.4,0.44,3,,,2,,,1,2,,2,,1,2,,7,2,1,1,0.283644
3,A,,1,3,7,,264,110,,4,0.41,0.45,3,,,2,,,1,2,,2,,1,13,,4,1,0,2,0.40402
54,D,,1,2,36,,350,11,,2,0.23,0.26,1,,,5,,,1,2,,1,,1,1,,3,1,2,2,0.952
3,A,,1,3,7,,264,110,,4,0.31,0.45,3,,,2,,,1,2,,2,,2,1,,3,0,1,2,0.40402
54,D,,1,2,36,,350,11,,2,0.21,0.26,3,,,4,,,1,1,,2,,1,1,,7,1,4,2,0.952
3,A,,1,3,7,,264,110,,4,0.4,0.45,2,,,2,,,1,2,,1,,2,5,,6,1,4,3,0.40402
54,D,,1,2,36,,350,11,,2,0.23,0.26,3,,,2,,,1,2,,1,,1,5,,6,0,2,2,0.952
3,A,,1,3,7,,264,110,,4,0.33,0.45,1,,,5,,,0,0,,1,,2,4,,4,1,0,3,0.40402
54,D,,1,2,36,,350,11,,2,0.23,0.26,2,3,,12,,,2,1,,1,,1,1,,5,2,4,2,0.952
3,A,,1,3,7,,264,110,,4,0.31,0.45,6,,,2,,,2,2,,2,,3,4,,3,1,2,1,0.40402
58,D,,1,2,8,,1049,24,,3,0.19,0.23,6,,,2,,,1,2,,2,,2,5,,5,2,3,2,0.720538
58,D,,1,2,8,,1049,24,,3,0.21,0.23,2,,,7,,,1,2,,1,,1,12,,7,0,2,2,0.720538
58,D,,1,2,8,,1049,24,,3,0.19,0.23,1,,,4,,,1,2,,2,,1,10,,7,1,4,1,0.720538
58,D,,1,2,8,,1049,24,,3,0.19,0.23,2,,,2,,,1,2,,2,,1,13,,7,2,2,1,0.720538
58,D,,1,2,8,,1049,24,,3,0.19,0.23,3,,,2,,,1,1,,1,,1,10,,5,2,4,3,0.720538
54,D,,1,2,36,,350,11,,2,0.22,0.26,1,,,2,,,2,2,,1,,2,4,,5,1,4,2,0.952
54,D,,1,2,36,,350,11,,2,0.24,0.26,2,6,,2,,,1,2,,1,,1,2,,6,2,0,2,0.952
58,D,,1,2,8,,1049,24,,3,0.21,0.23,1,,,5,,,2,2,,1,,1,1,,2,2,4,1,0.720538
54,D,,1,2,36,,350,11,,2,0.21,0.26,1,,,7,,,2,2,,1,,2,1,,4,2,2,2,0.952
58,D,,1,2,8,,1049,24,,3,0.21,0.23,5,,,9,,,1,2,,2,,1,99,,0,0,0,0,0.720538
54,D,,1,2,36,,350,11,,2,0.24,0.26,2,,,5,,,0,0,,1,,2,99,,0,0,0,0,0.952
58,D,,1,2,8,,1049,24,,3,0.22,0.23,3,,,2,,,0,0,,1,,2,2,,6,2,2,3,0.720538
54,D,,1,2,36,,350,11,,2,0.25,0.26,1,,,2,,,2,2,,2,,2,2,,3,1,2,2,0.952
54,D,,1,2,36,,350,11,,2,0.21,0.26,3,,,13,,,1,1,,2,,1,6,,6,2,2,2,0.952
58,D,,1,2,8,,1049,24,,3,0.21,0.23,3,,,2,,,1,0,,0,,1,5,,6,2,0,0,0.720538
54,D,,1,2,36,,350,11,,2,0.25,0.26,1,,,5,,,1,0,,1,,2,1,,4,2,4,1,0.952
58,D,,1,2,8,,1049,24,,3,0.19,0.23,0,,,8,,,1,2,,1,,2,12,,4,2,1,2,0.720538
54,D,,1,2,36,,350,11,,2,0.24,0.26,1,,,1,,,2,1,,2,,1,1,,3,2,2,2,0.952
54,D,,1,2,36,,350,11,,2,0.21,0.26,3,,,7,,,0,0,,1,,2,16,,2,2,5,3,0.952
58,D,,1,2,8,,1049,24,,3,0.19,0.23,2,,,7,,,1,1,,1,,2,12,,4,1,2,2,0.720538
54,D,,1,2,36,,350,11,,2,0.94,0.26,2,,,3,,,1,2,,1,,2,12,,5,2,4,2,0.952
58,D,,1,2,8,,1049,24,,3,0.17,0.23,3,,,2,,,1,1,,1,,1,10,,2,2,1,2,0.720538
54,D,,1,2,36,,350,11,,2,0.44,0.26,2,,,3,,,1,2,,1,,1,12,,2,2,1,2,0.952
54,D,,1,2,36,,350,11,,2,0.22,0.26,1,,,5,,,1,2,,1,,2,4,,3,1,2,2,0.952
58,D,,1,2,8,,1049,24,,3,0.2,0.23,1,,,2,,,1,1,,1,,1,7,,4,2,3,1,0.720538
54,D,,1,2,36,,350,11,,2,N,0.26,1,,,1,,,2,2,,2,,1,1,,5,1,4,1,0.952
