GATE,BAREA,TERMINAL,STRATA,PEAK,AIRLINE,AIRLINESTR,FLIGHT,DEST,DESTSTR,DESTGEO,ARRTIME,DEPTIME,PURP1,PURP2,PURP3,GETTO1,GETTO2,GETTO3,BAGS,SHOP,NOSHOP,FOOD,NOFOOD,TSAPRE,HOME,PET,AGE,GENDER,INCOME,HIFLYER,WEIGHT
10,A,,3,2,7,,223,88,,1,0.75,0.85,5,,,11,,,2,1,,1,,2,10,,4,1,4,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.73,0.85,3,,,3,,,1,2,,2,,3,16,,2,2,2,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.3,0.85,3,,,5,,,2,1,,1,,2,1,,3,1,3,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.79,0.85,3,,,3,,,2,2,,1,,4,12,,6,1,3,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.8,0.85,3,,,2,,,2,2,,2,,2,10,,2,2,1,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.79,0.85,1,,,2,,,1,2,,2,,2,10,,4,1,4,2,0.778087449
10,A,,3,2,7,,223,88,,1,N,0.85,1,,,4,,,2,1,,1,,2,10,,3,2,4,1,0.778087449
10,A,,3,2,7,,223,88,,1,0.78,0.85,4,,,5,,,1,2,,2,,2,3,,3,0,1,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.69,0.85,2,3,,2,,,2,2,,1,,3,10,,4,2,2,1,0.778087449
10,A,,3,2,7,,223,88,,1,0.79,0.85,2,,,2,,,0,0,,0,,0,10,,6,1,2,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.83,0.85,1,,,4,,,2,2,,1,,1,0,,0,0,0,0,0.778087449
10,A,,3,2,7,,223,88,,1,0.75,0.85,1,,,14,,,2,2,,1,,2,10,,3,2,3,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.74,0.85,5,,,4,,,2,1,,1,,2,10,,4,1,3,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.77,0.85,3,,,2,,,2,2,,2,,2,2,,3,1,2,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.67,0.85,1,,,8,,,2,1,,1,,2,10,,4,1,2,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.75,0.85,2,,,4,,,2,2,,2,,0,16,,2,1,1,2,0.778087449
10,A,,3,2,7,,223,88,,1,0.78,0.85,1,,,8,,,2,0,,1,,2,10,,3,1,3,2,0.778087449
58,D,,2,2,8,,1213,24,,3,0.63,0.7,1,,,4,,,2,2,,2,,2,11,,6,1,2,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.54,0.7,3,,,2,,,1,1,,1,,2,7,,4,2,1,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.6,0.7,2,,,2,,,1,2,,2,,1,10,,6,2,3,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.58,0.7,1,,,4,,,1,1,,2,,1,11,,5,1,4,1,0.869434115
58,D,,2,2,8,,1213,24,,3,0.63,0.7,1,,,8,,,2,1,,1,,2,0,,3,1,4,1,0.869434115
58,D,,2,2,8,,1213,24,,3,0.63,0.7,4,,,1,,,1,1,,1,,2,5,,5,1,4,1,0.869434115
58,D,,2,2,8,,1213,24,,3,0.6,0.7,1,,,14,,,2,1,,1,,2,11,,5,2,4,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.6,0.7,1,,,6,,,2,1,,1,,2,11,,5,2,4,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.65,0.7,1,,,8,,,1,1,,1,,2,11,,5,2,3,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.63,0.7,1,,,4,,,2,1,,2,,1,11,,6,2,4,1,0.869434115
58,D,,2,2,8,,1213,24,,3,0.64,0.7,2,,,2,,,1,0,,0,,1,11,,3,2,3,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.61,0.7,2,,,6,,,2,2,,1,,1,11,,4,1,3,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.61,0.7,3,,,5,,,2,1,,1,,2,1,,5,1,3,3,0.869434115
58,D,,2,2,8,,1213,24,,3,0.63,0.7,2,,,14,,,2,2,,2,,3,11,,3,2,1,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.63,0.7,2,,,14,,,2,2,,1,,2,11,,5,2,3,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.58,0.7,1,,,8,,,2,2,,1,,2,11,,4,1,2,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.63,0.7,2,,,12,,,1,2,,1,,2,15,,3,1,2,1,0.869434115
58,D,,2,2,8,,1213,24,,3,0.52,0.7,1,,,3,,,2,1,,1,,1,11,,6,1,4,1,0.869434115
58,D,,2,2,8,,1213,24,,3,0.61,0.7,1,,,4,,,2,2,,1,,1,11,,3,1,4,1,0.869434115
58,D,,2,2,8,,1213,24,,3,0.59,0.7,1,,,4,,,2,1,,1,,2,3,,3,1,4,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.59,0.7,2,,,7,,,1,2,,2,,2,11,,4,0,4,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.59,0.7,2,,,7,,,2,2,,2,,2,11,,4,1,4,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.57,0.7,1,2,,15,,,1,2,,1,,2,11,,3,1,3,2,0.869434115
58,D,,2,2,8,,1213,24,,3,0.57,0.7,3,,,1,2,,1,0,,0,,1,11,,7,2,0,2,0.869434115
40,C,,1,1,15,,1580,81,,1,0.33,0.43,3,,,2,,,1,2,,2,,2,14,,5,2,1,2,0.988958491
40,C,,1,1,15,,1580,81,,1,0.35,0.43,6,,,2,,,1,2,,2,,1,10,,5,1,2,2,0.988958491
40,C,,1,1,15,,1580,81,,1,0.36,0.43,2,,,7,,,1,0,,0,,1,12,,5,1,4,2,0.988958491
40,C,,1,1,15,,1580,81,,1,0.35,0.43,2,,,2,,,2,2,,2,,2,11,,7,1,1,1,0.988958491
40,C,,1,1,15,,1580,81,,1,0.36,0.43,4,,,3,,,2,2,,2,,1,10,,4,1,2,2,0.988958491
40,C,,1,1,15,,1580,81,,1,0.31,0.43,3,,,1,,,1,1,,2,,1,10,,6,2,2,2,0.988958491
40,C,,1,1,15,,1580,81,,1,0.35,0.43,3,,,2,,,1,1,,0,,1,0,,7,2,0,2,0.988958491
89,F,,2,2,33,,318,25,,1,0.6,0.68,1,,,8,,,1,2,,2,,2,10,,3,1,3,2,2.543219929
89,F,,2,2,33,,318,25,,1,0.56,0.68,1,,,5,,,2,1,,1,,1,10,,5,1,0,2,2.543219929
89,F,,2,2,33,,318,25,,1,0.61,0.68,1,,,8,,,1,2,,2,,1,10,,6,1,4,1,2.543219929
89,F,,2,2,33,,318,25,,1,0.51,0.68,4,,,1,,,1,1,,2,,0,10,,2,1,1,2,2.543219929
89,F,,2,2,33,,318,25,,1,0.51,0.68,6,,,8,,,1,1,,1,,1,0,,7,1,0,2,2.543219929
89,F,,2,2,33,,318,25,,1,0.6,0.68,6,,,3,,,2,2,,1,,4,10,,2,1,1,2,2.543219929
89,F,,2,2,33,,318,25,,1,0.6,0.68,1,,,8,,,2,2,,2,,1,10,,6,1,4,1,2.543219929
89,F,,2,2,33,,318,25,,1,0.58,0.68,2,,,1,,,1,1,,1,,2,4,,3,1,2,2,2.543219929
89,F,,2,2,33,,318,25,,1,0.56,0.68,2,,,8,,,0,1,,1,,4,0,,0,0,0,0,2.543219929
89,F,,2,2,33,,318,25,,1,0.59,0.68,1,,,8,,,1,1,,1,,1,10,,5,2,0,2,2.543219929
89,F,,2,2,33,,318,25,,1,0.59,0.68,1,,,8,,,2,2,,1,,1,10,,5,1,0,2,2.543219929
89,F,,2,2,33,,318,25,,1,0.6,0.68,1,,,5,,,2,2,,1,,1,10,,4,1,4,2,2.543219929
7,A,,2,3,22,,606,2,,6,0.51,0.58,3,,,7,,,2,2,,2,,1,15,,3,2,2,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.46,0.58,3,,,2,,,1,1,,1,,2,15,,3,1,0,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.45,0.58,2,,,7,,,1,2,,2,,2,10,,7,1,4,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.39,0.58,2,,,8,,,1,2,,1,,2,15,,5,1,3,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.46,0.58,3,,,8,,,1,2,,1,,2,15,,7,1,2,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.47,0.58,2,,,8,,,1,2,,2,,2,15,,7,1,4,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.42,0.58,2,,,8,,,1,2,,1,,3,15,,3,2,0,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.49,0.58,2,,,4,,,1,1,,1,,1,4,,3,2,0,3,0.778087449
7,A,,2,3,22,,606,2,,6,0.42,0.58,12,,,8,,,1,1,,2,,3,15,,4,1,0,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.47,0.58,1,,,2,,,1,0,,1,,2,4,,4,1,4,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.48,0.58,2,,,2,,,2,2,,1,,2,10,,3,1,4,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.44,0.58,6,,,2,,,1,1,,1,,2,15,,4,2,2,3,0.778087449
7,A,,2,3,22,,606,2,,6,0.45,0.58,3,,,2,,,1,2,,2,,2,4,,7,2,0,1,0.778087449
7,A,,2,3,22,,606,2,,6,0.46,0.58,2,,,4,,,1,2,,2,,0,5,,6,1,4,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.42,0.58,6,,,1,2,,1,1,,1,,0,10,,6,2,0,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.46,0.58,2,,,4,,,1,1,,1,,2,15,,4,1,0,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.5,0.58,3,,,2,,,1,1,,2,,2,4,,7,1,1,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.46,0.58,1,2,,5,,,1,1,,2,,2,15,,2,1,0,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.42,0.58,3,,,8,,,1,1,,1,,2,15,,7,3,2,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.5,0.58,1,,,2,,,1,2,,2,,2,3,,5,1,4,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.48,0.58,1,,,2,,,1,2,,2,,1,2,,6,1,0,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.47,0.58,1,,,8,,,1,1,,2,,2,15,,5,1,1,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.47,0.58,6,,,5,,,2,2,,1,,0,15,,3,1,1,2,0.778087449
7,A,,2,3,22,,606,2,,6,0,0.58,2,,,7,,,1,2,,2,,2,15,,3,2,3,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.43,0.58,2,,,6,,,1,1,,2,,2,3,,7,2,2,3,0.778087449
7,A,,2,3,22,,606,2,,6,N,0.58,7,,,4,,,0,0,,0,,1,15,,5,2,5,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.48,0.58,1,,,14,,,1,2,,2,,2,8,,6,1,4,1,0.778087449
7,A,,2,3,22,,606,2,,6,0.42,0.58,3,,,3,,,0,1,,0,,1,15,,2,2,1,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.44,0.58,2,,,5,,,1,2,,1,,2,15,,3,1,0,2,0.778087449
7,A,,2,3,22,,606,2,,6,0.49,0.58,1,,,2,,,1,1,,1,,0,10,,6,2,3,2,0.778087449
28,B,,3,2,29,,457,72,,1,0.77,0.82,1,,,8,,,1,2,,1,,1,10,,6,1,3,1,0.522116751
28,B,,3,2,29,,457,72,,1,0.77,0.82,1,,,2,,,2,2,,2,,2,10,,4,1,3,2,0.522116751
28,B,,3,2,29,,457,72,,1,0.77,0.82,1,,,12,,,1,1,,2,,1,4,,3,1,2,2,0.522116751
28,B,,3,2,29,,457,72,,1,0.75,0.82,2,,,8,,,1,2,,2,,2,10,,3,1,2,2,0.522116751
28,B,,3,2,29,,457,72,,1,0.78,0.82,1,,,5,,,0,1,,0,,2,5,,3,1,4,3,0.522116751
28,B,,3,2,29,,457,72,,1,0.77,0.82,1,,,2,,,1,2,,2,,2,5,,3,1,2,3,0.522116751
28,B,,3,2,29,,457,72,,1,0.76,0.82,2,,,2,,,2,2,,2,,1,10,,7,2,3,2,0.522116751
28,B,,3,2,29,,457,72,,1,0.77,0.82,3,,,12,,,1,2,,2,,2,1,,3,1,1,2,0.522116751
28,B,,3,2,29,,457,72,,1,0.77,0.82,2,,,2,,,2,1,,2,,1,10,,7,1,4,1,0.522116751
28,B,,3,2,29,,457,72,,1,0.75,0.82,3,,,2,,,2,2,,2,,2,4,,3,1,2,2,0.522116751
28,B,,3,2,29,,457,72,,1,0.76,0.82,1,,,1,,,2,2,,1,,2,7,,5,2,4,2,0.522116751
28,B,,3,2,29,,457,72,,1,0.73,0.82,1,3,,2,,,2,3,,3,,2,1,,3,3,4,3,0.522116751
56,D,,2,1,8,,2293,24,,3,0.42,0.48,3,,,2,,,1,0,,0,,2,3,,6,2,2,3,0.869434115
56,D,,2,1,8,,2293,24,,3,0.38,0.48,1,2,3,2,,,0,0,,0,,2,0,,2,1,0,2,0.869434115
56,D,,2,1,8,,2293,24,,3,0.42,0.48,6,,,2,,,1,1,,1,,1,0,,3,2,0,2,0.869434115
56,D,,2,1,8,,2293,24,,3,0.38,0.48,4,,,1,,,1,2,,2,,2,0,,0,0,0,0,0.869434115
56,D,,2,1,8,,2293,24,,3,0.4,0.48,2,,,6,,,1,1,,1,,0,19,,3,1,0,2,0.869434115
56,D,,2,1,8,,2293,24,,3,0.38,0.48,3,,,5,,,1,1,,2,,2,1,,2,2,1,2,0.869434115
56,D,,2,1,8,,2293,24,,3,0.42,0.48,1,,,2,,,1,0,,1,,2,3,,4,2,4,2,0.869434115
56,D,,2,1,8,,2293,24,,3,N,0.48,2,,,8,,,1,1,,1,,0,12,,7,2,3,2,0.869434115
56,D,,2,1,8,,2293,24,,3,0.4,0.48,1,,,4,,,1,1,,1,,0,0,,4,1,2,2,0.869434115
56,D,,2,1,8,,2293,24,,3,0.35,0.48,2,,,6,,,1,2,,1,,2,11,,9,2,0,2,0.869434115
56,D,,2,1,8,,2293,24,,3,0.42,0.48,2,,,1,,,2,2,,1,,2,4,,4,1,0,2,0.869434115
56,D,,2,1,8,,2293,24,,3,0.33,0.48,3,,,2,,,1,1,,1,,0,15,,5,2,1,2,0.869434115
56,D,,2,1,8,,2293,24,,3,0.41,0.48,3,,,2,,,1,2,,2,,2,3,,5,2,0,2,0.869434115
56,D,,2,1,8,,2293,24,,3,0.29,0.48,3,,,1,,,1,0,,0,,1,4,,5,2,4,1,0.869434115
40,C,,1,2,15,,418,61,,2,0.2,0.28,3,,,4,,,1,1,,2,,2,1,,4,1,3,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.2,0.28,2,,,11,,,1,2,,2,,2,1,,3,2,0,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.2,0.28,2,,,7,,,2,1,,0,,2,10,,3,2,1,3,0.988958491
40,C,,1,2,15,,418,61,,2,0.21,0.28,2,,,14,,,1,1,,1,,2,1,,4,2,4,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.19,0.28,2,,,7,,,1,1,,0,,0,10,,4,1,4,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.21,0.28,1,,,2,,,2,2,,1,,1,12,,4,1,4,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.19,0.28,2,,,2,,,1,1,,1,,2,3,,5,2,1,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.21,0.28,2,,,1,,,1,2,,1,,1,10,,6,2,4,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.22,0.28,2,,,4,,,2,2,,2,,2,5,,7,2,1,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.2,0.28,1,,,8,,,2,1,,2,,1,12,,4,1,4,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.19,0.28,2,,,7,,,1,1,,1,,3,10,,7,2,2,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.21,0.28,1,,,4,,,2,2,,1,,1,12,,3,2,4,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.17,0.28,2,,,8,,,1,2,,2,,0,15,,2,1,2,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.21,0.28,2,,,4,,,2,2,,2,,1,12,,5,2,4,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.15,0.28,2,,,4,,,1,0,,1,,3,15,,6,1,0,3,0.988958491
40,C,,1,2,15,,418,61,,2,0.19,0.28,2,,,2,,,1,1,,1,,2,6,,6,1,4,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.19,0.28,2,,,2,,,1,1,,1,,1,6,,6,2,4,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.19,0.28,2,,,7,,,1,2,,1,,3,15,,6,2,4,1,0.988958491
40,C,,1,2,15,,418,61,,2,0.21,0.28,1,,,1,,,1,1,,2,,1,0,,5,2,4,1,0.988958491
40,C,,1,2,15,,418,61,,2,0.22,0.28,1,,,4,,,2,1,,1,,1,12,,5,1,4,1,0.988958491
40,C,,1,2,15,,418,61,,2,0.23,0.28,1,,,8,,,2,1,,1,,0,12,,4,1,4,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.21,0.28,1,,,4,,,2,2,,2,,2,1,,2,2,2,2,0.988958491
40,C,,1,2,15,,418,61,,2,0.23,0.28,1,,,12,,,2,1,,2,,2,12,,4,2,4,1,0.988958491
40,C,,1,2,15,,418,61,,2,0.16,0.28,2,,,7,,,3,1,,1,,3,15,,4,1,2,0,0.988958491
40,C,,1,2,15,,418,61,,2,N,0.28,2,,,5,,,1,0,,1,,1,15,,7,0,0,0,0.988958491
40,C,,1,2,15,,418,61,,2,N,0.28,3,,,2,,,0,1,,0,,0,0,,5,2,0,2,0.988958491
61,E,,3,2,33,,525,50,,1,0.65,0.73,1,,,8,,,2,2,,2,,2,10,,3,1,4,1,1.925876684
61,E,,3,2,33,,525,50,,1,0.63,0.73,1,,,4,,,1,2,,1,,1,4,,5,1,3,1,1.925876684
61,E,,3,2,33,,525,50,,1,0.66,0.73,2,,,2,,,2,2,,2,,2,2,,6,2,2,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.69,0.73,1,,,12,,,2,2,,2,,1,2,,6,1,0,1,1.925876684
61,E,,3,2,33,,525,50,,1,0.6,0.73,2,,,8,,,1,0,,1,,1,19,,5,1,4,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.6,0.73,0,,,8,,,1,0,,1,,1,19,,5,2,3,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.6,0.73,2,3,,4,,,1,1,,2,,2,12,,2,2,2,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.55,0.73,2,,,3,,,2,2,,2,,2,11,,5,2,0,1,1.925876684
61,E,,3,2,33,,525,50,,1,0.63,0.73,2,,,3,,,2,2,,2,,2,10,,4,2,0,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.63,0.73,1,,,2,,,2,2,,2,,2,12,,3,1,4,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.88,0.73,1,,,5,18,19,1,2,,1,,2,19,,4,2,0,3,1.925876684
61,E,,3,2,33,,525,50,,1,0.68,0.73,3,,,5,,,2,2,,2,,2,1,,2,2,2,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.68,0.73,1,,,8,,,2,2,,2,,1,10,,5,1,3,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.69,0.73,3,,,2,,,2,2,,2,,1,2,,3,2,2,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.65,0.73,3,,,12,,,2,1,,2,,1,0,,0,0,0,0,1.925876684
61,E,,3,2,33,,525,50,,1,0.67,0.73,2,,,1,,,1,2,,2,,1,10,,5,2,4,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.7,0.73,3,,,12,,,2,2,,2,,1,1,,3,1,3,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.7,0.73,1,2,,11,,,2,2,,1,,2,1,,4,2,3,1,1.925876684
61,E,,3,2,33,,525,50,,1,0.63,0.73,1,,,8,,,2,2,,2,,1,10,,6,1,4,1,1.925876684
61,E,,3,2,33,,525,50,,1,0.67,0.73,2,,,2,,,2,2,,1,,2,3,,5,2,0,2,1.925876684
61,E,,3,2,33,,525,50,,1,0.65,0.73,1,,,4,,,2,1,,1,,0,19,,5,1,4,3,1.925876684
61,E,,3,2,33,,525,50,,1,0.65,0.73,3,,,1,,,2,2,,1,,1,10,,6,1,4,1,1.925876684
61,E,,3,2,33,,525,50,,1,0.67,0.73,3,,,5,,,2,2,,2,,2,2,,2,2,1,2,1.925876684
61,E,,3,2,33,,525,50,,1,N,0.73,2,,,2,,,1,0,,0,,3,15,,3,1,2,2,1.925876684
95,G,,3,3,33,,460,99,,4,0.58,0.85,2,,,3,,,2,2,,1,,2,13,,2,1,1,2,0.702621333
95,G,,3,3,33,,460,99,,4,0.68,0.85,2,,,3,,,2,2,,1,,2,13,,6,1,2,2,0.702621333
95,G,,3,3,33,,460,99,,4,0.78,0.85,2,,,3,,,2,1,,2,,2,13,,4,2,0,3,0.702621333
95,G,,3,3,33,,460,99,,4,0.75,0.85,4,,,3,,,0,0,,0,,1,14,,4,2,0,2,0.702621333
95,G,,3,3,33,,460,99,,4,0.75,0.85,2,,,3,,,0,1,,1,,4,10,,6,1,4,1,0.702621333
95,G,,3,3,33,,460,99,,4,0.67,0.85,1,,,8,,,1,0,,1,,2,13,,3,1,0,3,0.702621333
95,G,,3,3,33,,460,99,,4,0.76,0.85,2,,,3,,,0,1,,1,,4,10,,6,0,4,1,0.702621333
95,G,,3,3,33,,460,99,,4,0.77,0.85,1,,,8,,,2,2,,1,,2,13,,4,1,0,2,0.702621333
95,G,,3,3,33,,460,99,,4,0.79,0.85,2,,,3,,,2,2,,1,,5,13,,3,1,2,1,0.702621333
95,G,,3,3,33,,460,99,,4,0.7,0.85,2,,,3,,,2,2,,1,,2,13,,3,1,2,1,0.702621333
95,G,,3,3,33,,460,99,,4,0.78,0.85,3,,,3,,,2,2,,1,,0,13,,6,2,4,2,0.702621333
95,G,,3,3,33,,460,99,,4,0.69,0.85,2,,,5,,,0,1,,1,,2,13,,3,2,2,2,0.702621333
95,G,,3,3,33,,460,99,,4,0.33,0.85,2,,,4,,,1,1,,1,,4,13,,4,1,2,1,0.702621333
95,G,,3,3,33,,460,99,,4,0.7,0.85,2,,,3,,,2,2,,1,,2,13,,6,1,2,2,0.702621333
95,G,,3,3,33,,460,99,,4,0.69,0.85,2,,,3,,,0,0,,1,,0,11,,6,1,0,2,0.702621333
95,G,,3,3,33,,460,99,,4,0.77,0.85,1,,,1,,,2,2,,2,,1,9,,4,1,4,1,0.702621333
95,G,,3,3,33,,460,99,,4,0.76,0.85,3,,,2,,,1,2,,2,,2,5,,6,1,3,1,0.702621333
95,G,,3,3,33,,460,99,,4,0.75,0.85,1,,,5,,,1,2,,2,,2,16,,3,1,3,2,0.702621333
95,G,,3,3,33,,460,99,,4,0.73,0.85,2,,,3,,,1,1,,0,,4,13,,3,2,2,3,0.702621333
95,G,,3,3,33,,460,99,,4,0.75,0.85,3,,,5,,,2,2,,1,,4,0,,3,1,2,2,0.702621333
95,G,,3,3,33,,460,99,,4,0.75,0.85,1,,,7,,,2,2,,2,,2,13,,3,1,4,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.33,0.63,4,,,3,,,2,2,,1,,4,17,,5,1,1,3,0.702621333
101,G,,3,3,25,,455,32,,6,0.52,0.63,2,3,,2,,,1,2,,2,,1,3,,7,2,0,1,0.702621333
101,G,,3,3,25,,455,32,,6,0.54,0.63,2,,,2,,,1,2,,2,,2,5,,3,2,3,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.53,0.63,2,3,,2,,,1,1,,1,,3,3,,7,2,4,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.49,0.63,2,,,5,,,1,1,,1,,4,5,,4,2,4,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.01,0.63,1,,,2,,,1,2,,2,,2,15,,6,1,4,1,0.702621333
101,G,,3,3,25,,455,32,,6,0.42,0.63,2,,,8,,,0,0,,1,,0,15,,6,1,4,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.03,0.63,3,,,2,,,2,2,,2,,3,15,,3,1,1,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.48,0.63,2,,,5,,,1,2,,1,,2,15,,2,1,0,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.54,0.63,2,,,5,,,1,1,,1,,2,3,,3,1,2,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.46,0.63,2,,,8,,,1,1,,1,,2,15,,3,1,0,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.46,0.63,2,,,8,,,1,1,,1,,3,15,,3,1,0,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.54,0.63,0,,,1,,,2,1,,2,,3,0,,1,2,0,0,0.702621333
101,G,,3,3,25,,455,32,,6,0.44,0.63,2,,,8,,,1,1,,0,,1,15,,4,1,4,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.53,0.63,2,,,2,,,1,2,,0,,1,10,,7,2,0,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.5,0.63,2,,,2,,,1,1,,1,,2,2,,7,2,4,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.44,0.63,2,,,1,,,1,2,,1,,2,10,,6,2,2,3,0.702621333
101,G,,3,3,25,,455,32,,6,0.5,0.63,2,,,8,,,1,2,,1,,2,15,,4,1,0,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.42,0.63,2,,,7,,,1,1,,1,,2,10,,7,2,2,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.46,0.63,3,,,8,,,1,2,,2,,2,15,,2,1,1,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.47,0.63,2,,,4,,,1,2,,1,,3,2,,7,2,2,2,0.702621333
101,G,,3,3,25,,455,32,,6,0,0.63,2,,,8,,,1,2,,2,,1,15,,5,1,0,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.46,0.63,3,,,5,,,1,1,,2,,2,15,,5,2,0,2,0.702621333
101,G,,3,3,25,,455,32,,6,0.48,0.63,2,,,8,,,0,1,,2,,2,0,,3,2,2,2,0.702621333
101,G,,3,3,25,,455,32,,6,0,0.63,2,,,4,,,1,1,,2,,3,0,,0,0,0,0,0.702621333
101,G,,3,3,25,,455,32,,6,0,0.63,2,,,4,,,1,2,,1,,3,15,,3,2,0,2,0.702621333
43,C,,1,2,18,,668,25,,1,0.17,0.25,2,,,2,,,2,2,,2,,2,2,,3,2,2,2,0.988958491
43,C,,1,2,18,,668,25,,1,0.16,0.25,1,,,8,,,2,2,,1,,2,11,,4,1,2,2,0.988958491
43,C,,1,2,18,,668,25,,1,0.17,0.25,3,,,1,,,2,2,,2,,2,10,,4,2,2,2,0.988958491
43,C,,1,2,18,,668,25,,1,0.17,0.25,1,2,,2,,,2,2,,1,,2,4,,3,2,3,2,0.988958491
43,C,,1,2,18,,668,25,,1,0.15,0.25,3,,,1,,,1,0,,0,,2,10,,2,2,2,2,0.988958491
43,C,,1,2,18,,668,25,,1,0.17,0.25,2,,,4,,,1,1,,1,,2,12,,7,2,1,2,0.988958491
43,C,,1,2,18,,668,25,,1,0.18,0.25,2,,,2,,,1,2,,2,,1,4,,6,2,1,2,0.988958491
43,C,,1,2,18,,668,25,,1,0.15,0.25,3,,,6,,,2,2,,2,,2,2,,3,2,3,2,0.988958491
43,C,,1,2,18,,668,25,,1,0.18,0.25,13,,,2,,,2,2,,2,,2,12,,2,2,1,1,0.988958491
