GATE,BAREA,TERMINAL,STRATA,PEAK,AIRLINE,AIRLINESTR,FLIGHT,DEST,DESTSTR,DESTGEO,ARRTIME,DEPTIME,PURP1,PURP2,PURP3,GETTO1,GETTO2,GETTO3,BAGS,SHOP,NOSHOP,FOOD,NOFOOD,TSAPRE,HOME,PET,AGE,GENDER,INCOME,HIFLYER,WEIGHT
31,B,,2,1,29,,4447,83,,1,0.35,0.49,6,,,6,,,1,0,,1,,1,11,,7,2,1,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.39,0.49,3,,,2,,,1,2,,2,,0,0,,7,1,1,1,0.522116751
31,B,,2,1,29,,4447,83,,1,0.38,0.49,3,,,6,,,2,1,,1,,2,4,,3,2,2,1,0.522116751
31,B,,2,1,29,,4447,83,,1,0.4,0.49,2,,,9,,,2,2,,1,,1,10,,7,2,0,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.4,0.49,3,,,2,,,2,1,,2,,1,11,,6,2,1,3,0.522116751
31,B,,2,1,29,,4447,83,,1,0.46,0.49,3,,,8,,,2,2,,1,,0,1,,2,2,1,0,0.522116751
31,B,,2,1,29,,4447,83,,1,0.35,0.49,10,,,2,,,1,2,,1,,2,1,,6,1,1,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.38,0.49,2,,,2,,,1,2,,2,,1,11,,6,1,1,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.37,0.49,2,,,5,,,1,2,,2,,1,3,,5,1,1,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.39,0.49,1,,,2,,,0,1,,0,,2,0,,4,2,0,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.38,0.49,13,,,2,,,1,1,,1,,3,6,,3,2,1,3,0.522116751
31,B,,2,1,29,,4447,83,,1,0.35,0.49,2,,,5,,,2,2,,1,,2,10,,3,2,0,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.39,0.49,2,,,4,,,1,2,,1,,2,10,,6,2,3,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.42,0.49,6,,,12,,,2,1,,2,,1,1,,3,0,4,1,0.522116751
31,B,,2,1,29,,4447,83,,1,0.41,0.49,3,,,5,,,2,2,,1,,2,10,,3,2,1,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.4,0.49,2,,,8,,,1,2,,2,,1,10,,7,2,2,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.38,0.49,2,,,7,,,1,2,,1,,2,12,,6,2,2,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.4,0.49,2,,,1,,,1,2,,2,,1,2,,6,2,4,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.96,0.49,1,,,5,,,1,2,,1,,1,5,,6,1,1,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.38,0.49,1,,,3,,,1,1,,1,,2,10,,6,1,4,1,0.522116751
31,B,,2,1,29,,4447,83,,1,0.39,0.49,2,,,4,,,1,0,,0,,1,10,,6,2,4,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.42,0.49,2,,,8,,,1,1,,1,,2,9,,6,1,4,1,0.522116751
31,B,,2,1,29,,4447,83,,1,0.36,0.49,1,,,4,,,1,2,,1,,1,6,,5,2,3,2,0.522116751
31,B,,2,1,29,,4447,83,,1,0.36,0.49,2,,,8,,,1,2,,2,,1,10,,6,2,3,2,0.522116751
10,A,,1,1,7,,222,75,,4,0.36,0.45,2,,,2,,,2,2,,2,,2,2,,2,1,1,1,0.778087449
10,A,,1,1,7,,222,75,,4,0.35,0.45,2,,,2,,,2,2,,2,,2,1,,5,1,5,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.33,0.45,2,,,6,,,1,2,,2,,2,14,,7,1,0,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.38,0.45,3,,,2,,,2,2,,1,,1,4,,5,2,5,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.34,0.45,2,,,1,,,1,2,,1,,2,10,,6,2,3,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.36,0.45,2,,,1,,,2,1,,1,,1,4,,7,2,0,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.42,0.45,2,,,3,,,2,2,,2,,4,10,,7,0,2,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.4,0.45,2,,,5,,,2,2,,2,,1,5,,7,0,2,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.35,0.45,2,,,1,,,1,1,,1,,0,8,,4,2,3,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.34,0.45,2,,,1,,,1,1,,1,,0,8,,5,2,4,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.39,0.45,2,,,14,,,2,1,,2,,1,1,,5,1,4,1,0.778087449
10,A,,1,1,7,,222,75,,4,0.39,0.45,2,,,5,,,0,1,,0,,1,0,,3,2,1,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.38,0.45,2,,,1,,,2,1,,1,,2,10,,3,0,3,3,0.778087449
10,A,,1,1,7,,222,75,,4,0.29,0.45,2,,,1,,,1,1,,1,,2,3,,5,1,4,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.33,0.45,2,,,5,,,1,2,,2,,1,1,,3,1,1,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.38,0.45,2,,,5,,,1,1,,1,,2,3,,4,1,4,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.32,0.45,1,2,,5,,,2,2,,1,,4,5,,3,1,2,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.39,0.45,2,,,5,,,2,2,,2,,2,5,,7,2,2,3,0.778087449
10,A,,1,1,7,,222,75,,4,0.26,0.45,2,,,2,,,0,0,,1,,1,4,,6,1,3,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.33,0.45,1,3,,14,,,1,0,,1,,1,14,,7,2,4,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.36,0.45,2,,,6,,,1,2,,2,,0,4,,5,2,0,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.4,0.45,2,,,1,,,1,1,,2,,2,1,,4,0,0,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.38,0.45,2,,,1,,,2,1,,2,,2,1,,5,2,4,3,0.778087449
10,A,,1,1,7,,222,75,,4,0.35,0.45,2,,,5,,,1,0,,1,,1,0,,6,1,2,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.35,0.45,2,,,5,,,1,2,,1,,1,5,,5,2,2,2,0.778087449
10,A,,1,1,7,,222,75,,4,N,0.45,2,,,1,,,2,2,,2,,1,7,,5,1,0,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.38,0.45,2,,,5,,,1,2,,1,,1,8,,5,2,3,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.38,0.45,2,,,1,,,0,1,,0,,1,0,,3,1,0,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.39,0.45,3,,,12,,,2,1,,1,,1,1,,3,1,4,1,0.778087449
10,A,,1,1,7,,222,75,,4,0.42,0.45,1,,,3,,,2,2,,2,,2,10,,5,1,1,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.29,0.45,2,,,2,,,1,0,,1,,3,5,,2,2,1,2,0.778087449
10,A,,1,1,7,,222,75,,4,0.33,0.45,3,,,2,,,1,1,,1,,1,3,,9,2,2,2,0.778087449
45,C,,1,2,15,,240,4,,2,0.18,0.26,2,,,7,,,1,0,,1,,2,10,,7,2,2,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.22,0.26,6,,,2,,,2,1,,2,,1,11,,6,2,0,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.17,0.26,3,,,2,,,2,1,,2,,2,5,,3,1,3,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.19,0.26,3,,,4,,,2,1,,2,,2,1,,6,1,1,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.21,0.26,3,,,4,,,2,2,,2,,1,12,,6,1,2,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.17,0.26,2,,,4,,,1,2,,2,,2,12,,4,1,3,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.17,0.26,2,3,,7,,,1,1,,1,,1,10,,6,2,4,1,0.988958491
45,C,,1,2,15,,240,4,,2,0.17,0.26,2,,,4,,,2,2,,1,,1,6,,5,1,3,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.18,0.26,1,,,7,,,1,1,,1,,2,6,,6,2,2,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.86,0.26,1,,,0,,,1,2,,2,,1,16,,2,1,1,3,0.988958491
45,C,,1,2,15,,240,4,,2,0.15,0.26,2,,,4,,,1,2,,2,,3,15,,3,2,0,3,0.988958491
45,C,,1,2,15,,240,4,,2,0.17,0.26,2,,,8,,,2,2,,2,,2,12,,5,0,0,1,0.988958491
45,C,,1,2,15,,240,4,,2,0.2,0.26,1,,,12,,,2,2,,2,,1,1,,3,2,4,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.17,0.26,1,,,4,,,1,2,,1,,2,10,,6,1,4,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.16,0.26,2,,,8,,,1,2,,1,,2,12,,7,2,2,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.2,0.26,2,,,7,,,1,2,,1,,1,11,,6,2,4,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.17,0.26,2,,,2,,,1,0,,1,,0,10,,0,0,0,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.94,0.26,2,,,5,,,1,2,,1,,2,12,,3,1,1,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.21,0.26,3,,,4,,,1,1,,2,,2,0,,5,1,0,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.17,0.26,2,3,,2,8,,1,1,,1,,1,11,,6,2,3,1,0.988958491
45,C,,1,2,15,,240,4,,2,0.17,0.26,2,,,7,,,1,1,,1,,2,5,,7,3,0,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.17,0.26,6,,,2,,,1,2,,1,,1,3,,4,2,2,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.2,0.26,3,,,2,,,1,2,,2,,5,12,,7,2,1,2,0.988958491
45,C,,1,2,15,,240,4,,2,0.19,0.26,3,,,2,,,1,0,,1,,2,1,,6,2,0,2,0.988958491
27,B,,2,2,29,,3171,86,,1,0.6,0.65,2,,,5,,,1,2,,2,,2,10,,2,1,1,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.62,0.65,2,,,5,,,1,2,,2,,2,10,,3,0,0,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.58,0.65,1,,,5,,,1,2,,2,,2,1,,5,1,3,1,0.522116751
27,B,,2,2,29,,3171,86,,1,0.56,0.65,1,,,14,,,1,1,,2,,1,10,,5,2,3,0,0.522116751
27,B,,2,2,29,,3171,86,,1,0.54,0.65,6,,,4,,,1,2,,1,,1,10,,6,2,2,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.76,0.65,3,,,5,,,1,2,,2,,1,10,,6,2,3,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.42,0.65,1,,,8,,,2,2,,2,,2,10,,5,1,3,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.53,0.65,5,,,6,,,1,1,,1,,1,10,,6,2,2,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.58,0.65,1,,,1,,,1,1,,2,,2,6,,2,1,2,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.57,0.65,3,,,1,,,0,1,,1,,2,1,,2,1,1,3,0.522116751
27,B,,2,2,29,,3171,86,,1,0.58,0.65,1,,,8,,,1,2,,2,,2,16,,3,1,4,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.58,0.65,2,,,2,,,2,2,,2,,2,0,,3,2,0,3,0.522116751
27,B,,2,2,29,,3171,86,,1,0.56,0.65,1,,,15,,,1,1,,1,,1,6,,6,1,1,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.42,0.65,1,,,8,,,2,2,,2,,2,0,,0,0,0,0,0.522116751
27,B,,2,2,29,,3171,86,,1,0.6,0.65,1,,,1,,,2,2,,2,,2,1,,4,1,4,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.61,0.65,1,,,1,,,2,2,,2,,2,1,,3,1,4,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.6,0.65,1,,,2,,,0,0,,1,,1,1,,4,2,4,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.61,0.65,1,,,12,,,2,2,,2,,2,1,,5,2,4,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.58,0.65,2,,,11,,,2,1,,2,,2,12,,2,2,1,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.54,0.65,2,,,0,,,1,1,,1,,2,10,,4,2,4,1,0.522116751
27,B,,2,2,29,,3171,86,,1,0.48,0.65,2,,,5,,,1,2,,1,,2,10,,3,2,2,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.57,0.65,1,,,8,,,2,1,,1,,1,10,,5,1,3,2,0.522116751
27,B,,2,2,29,,3171,86,,1,0.57,0.65,1,,,1,,,1,2,,2,,2,6,,6,0,4,2,0.522116751
68,E,,1,1,33,,414,62,,2,0.32,0.42,2,,,7,,,1,2,,2,,2,15,,2,1,1,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.3,0.42,2,,,2,,,1,2,,2,,2,7,,7,1,1,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.3,0.42,2,,,7,,,1,1,,1,,2,15,,5,2,2,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.33,0.42,1,,,2,,,1,2,,2,,2,10,,5,2,4,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.36,0.42,1,,,14,,,2,2,,2,,1,5,,5,1,4,1,1.925876684
68,E,,1,1,33,,414,62,,2,0.33,0.42,2,,,2,,,2,2,,1,,2,12,,5,0,2,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.33,0.42,6,,,8,,,0,1,,1,,1,12,,4,1,4,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.29,0.42,2,,,2,,,1,0,,1,,3,15,,6,1,0,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.34,0.42,1,,,4,,,1,2,,2,,2,3,,5,1,4,1,1.925876684
68,E,,1,1,33,,414,62,,2,0.37,0.42,1,,,4,,,1,1,,1,,2,1,,3,2,3,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.29,0.42,1,,,6,,,1,1,,0,,1,5,,6,2,3,1,1.925876684
68,E,,1,1,33,,414,62,,2,0.29,0.42,4,,,2,,,1,1,,1,,0,0,,2,1,0,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.35,0.42,2,3,,2,,,1,2,,2,,1,3,,7,2,2,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.38,0.42,1,,,4,,,2,2,,2,,2,4,,6,1,4,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.33,0.42,2,,,7,,,1,2,,1,,2,15,,4,2,3,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.34,0.42,2,,,3,,,1,2,,2,,0,12,,3,2,3,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.35,0.42,1,,,3,,,1,2,,1,,2,12,,4,2,4,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.35,0.42,3,,,3,,,2,1,,1,,4,10,,7,0,2,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.35,0.42,3,,,8,,,2,1,,1,,2,12,,4,1,4,1,1.925876684
68,E,,1,1,33,,414,62,,2,0.35,0.42,1,,,8,,,2,2,,1,,1,12,,6,1,4,1,1.925876684
68,E,,1,1,33,,414,62,,2,0.35,0.42,2,,,7,,,1,2,,1,,1,10,,5,2,4,1,1.925876684
68,E,,1,1,33,,414,62,,2,0.35,0.42,0,,,3,,,1,1,,1,,1,12,,7,2,0,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.38,0.42,1,2,,3,,,2,1,,2,,4,12,,5,1,4,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.34,0.42,1,,,3,,,2,1,,2,,3,12,,3,1,3,2,1.925876684
68,E,,1,1,33,,414,62,,2,0.33,0.42,2,,,2,,,2,2,,1,,2,0,,5,1,0,2,1.925876684
23,B,,3,2,35,,454,72,,1,0.17,0.71,1,,,4,,,2,2,,1,,2,3,,5,2,3,1,0.522116751
23,B,,3,2,35,,454,72,,1,0.54,0.71,12,,,8,,,1,2,,1,,2,7,,6,2,2,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.63,0.71,1,,,1,,,2,2,,1,,2,0,,5,1,0,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.65,0.71,1,,,1,,,2,2,,1,,2,4,,4,1,4,1,0.522116751
23,B,,3,2,35,,454,72,,1,0.64,0.71,1,,,2,,,2,2,,2,,1,1,,3,1,2,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.61,0.71,2,,,6,,,2,1,,2,,1,10,,7,2,2,3,0.522116751
23,B,,3,2,35,,454,72,,1,0.65,0.71,2,,,6,,,1,2,,2,,2,1,,4,2,4,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.6,0.71,3,,,3,,,2,1,,2,,1,10,,3,2,1,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.63,0.71,2,,,5,,,2,3,,1,,1,10,,4,1,2,1,0.522116751
23,B,,3,2,35,,454,72,,1,0.6,0.71,1,,,4,,,0,0,,1,,2,12,,4,1,3,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.64,0.71,3,,,2,,,1,2,,2,,2,10,,3,1,0,1,0.522116751
23,B,,3,2,35,,454,72,,1,N,0.71,0,,,5,,,2,2,,2,,1,10,,4,1,2,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.64,0.71,2,,,12,,,2,0,,1,,2,10,,6,1,3,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.65,0.71,1,,,14,,,1,2,,2,,1,2,,6,1,4,1,0.522116751
23,B,,3,2,35,,454,72,,1,0.63,0.71,1,,,2,,,2,1,,2,,1,6,,4,1,0,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.66,0.71,6,,,5,,,0,0,,0,,2,0,,2,1,1,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.64,0.71,2,,,12,,,2,1,,1,,2,10,,2,2,4,3,0.522116751
23,B,,3,2,35,,454,72,,1,0.64,0.71,3,,,5,,,1,1,,1,,2,13,,3,1,1,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.65,0.71,1,,,2,4,,1,2,,2,,1,0,,0,0,0,0,0.522116751
23,B,,3,2,35,,454,72,,1,0.65,0.71,3,,,2,,,2,2,,2,,2,8,,2,1,1,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.66,0.71,6,,,2,,,2,1,,1,,2,10,,2,1,1,2,0.522116751
23,B,,3,2,35,,454,72,,1,0.67,0.71,1,,,2,,,2,1,,1,,1,11,,4,1,4,1,0.522116751
72,F,,1,1,33,,549,24,,3,0.26,0.35,2,,,2,,,2,2,,2,,1,4,,2,0,2,1,2.543219929
72,F,,1,1,33,,549,24,,3,0.26,0.35,3,,,15,,,2,1,,2,,2,7,,7,0,0,2,2.543219929
72,F,,1,1,33,,549,24,,3,0.27,0.35,1,,,12,,,1,2,,2,,1,1,,5,0,4,1,2.543219929
72,F,,1,1,33,,549,24,,3,0.25,0.35,1,,,1,,,1,2,,1,,1,5,,6,2,4,2,2.543219929
72,F,,1,1,33,,549,24,,3,0.29,0.35,2,,,13,,,2,1,,2,,2,1,,4,1,0,2,2.543219929
72,F,,1,1,33,,549,24,,3,0.27,0.35,2,,,3,,,0,1,,1,,0,15,,6,2,1,1,2.543219929
72,F,,1,1,33,,549,24,,3,0.29,0.35,1,,,1,,,2,0,,1,,1,4,,6,2,4,1,2.543219929
72,F,,1,1,33,,549,24,,3,0.26,0.35,2,,,3,,,0,0,,1,,1,11,,6,1,2,2,2.543219929
72,F,,1,1,33,,549,24,,3,0.92,0.35,1,,,2,,,1,2,,1,,1,4,,4,2,2,3,2.543219929
72,F,,1,1,33,,549,24,,3,0.29,0.35,1,,,3,,,2,2,,1,,4,10,,6,1,3,1,2.543219929
