GATE,BAREA,TERMINAL,STRATA,PEAK,AIRLINE,AIRLINESTR,FLIGHT,DEST,DESTSTR,DESTGEO,ARRTIME,DEPTIME,PURP1,PURP2,PURP3,GETTO1,GETTO2,GETTO3,BAGS,SHOP,NOSHOP,FOOD,NOFOOD,TSAPRE,HOME,PET,AGE,GENDER,INCOME,HIFLYER,WEIGHT
80,F,,1,1,28,UNITED,233,44,NEWARK,2,0.2,0.33,2,,,3,,,0,0,,1,,2,15,1,35-44,Male,2,2,1.757875
1,A,,2,3,10,ASIANA,211,61,SEOUL-INCHEON,8,0.42,0.53,1,,,5,,,1,1,,2,,3,16,1,35-44,Male,2,2,0.975517672
1,A,,2,3,10,ASIANA,211,61,SEOUL-INCHEON,8,0.51,0.53,1,,,9,,,0,1,,0,,3,16,1,35-44,Male,2,1,0.975517672
84,F,,1,1,28,UNITED,5133,45,ONTARIO (CALIF),1,0.33,0.41,1,,,9,,,2,1,,2,,1,10,1,35-44,Male,2,2,1.757875
2,A,,2,3,31,WESTJET,1509,9,CALGARY,4,0.44,0.58,1,,,9,,,1,2,,1,,2,13,1,35-44,Male,2,2,0.975517672
97,G,,2,3,29,UNITED INTL,869,25,HONG KONG,8,0.44,0.55,1,,,3,,,2,2,,1,,2,10,1,35-44,Male,2,2,0.917421687
9,A,,2,3,16,EMIRATES,226,18,DUBAI,7,0.52,0.7,1,,,5,,,1,2,,1,,2,16,1,35-44,Male,2,2,0.975517672
9,A,,2,3,16,EMIRATES,226,18,DUBAI,7,0.54,0.7,1,,,5,,,1,0,,0,,3,16,1,35-44,Male,2,2,0.975517672
11,A,,1,1,20,JETBLUE,735,33,LONG BEACH,1,0.33,0.4,1,2,,9,,,1,2,,1,,2,10,1,35-44,Male,2,2,0.355703704
2,A,,1,3,11,AVIANCA,565,56,SAN SALVADOR,5,0,0.29,2,,,8,,,2,2,,2,,2,14,1,35-44,Male,2,1,0.975517672
9,A,,2,3,13,CHINA EASTERN,590,62,SHANGHAI,8,0.39,0.5,4,,,8,,,1,1,,2,,2,99,1,35-44,Male,2,2,0.975517672
4,A,,2,3,2,AEROMEXICO,663,23,GUADALAJARA,4,0.4,0.49,3,,,2,,,0,1,,0,,2,13,1,35-44,Male,2,2,0.975517672
58,D,,1,2,8,AMERICAN,1454,15,DALLAS-FT. WORTH,3,0.13,0.25,2,,,9,,,1,2,,1,,2,11,1,35-44,Male,2,2,1.122545455
95,G,,3,3,5,AIR NEW ZEALAND,7,2,AUCKLAND,9,0.77,0.91,3,,,2,,,1,2,,1,,0,10,1,35-44,Male,2,2,0.975517672
52,D,,3,2,30,VIRGIN AMERICA,942,34,LOS ANGELES,1,0.75,0.82,3,,,1,,,2,1,,2,,2,10,1,35-44,Male,3,2,1.000529644
52,D,,3,2,30,VIRGIN AMERICA,942,34,LOS ANGELES,1,0.73,0.82,1,,,9,,,2,2,,1,,2,10,1,35-44,Male,3,2,1.000529644
56,D,,3,2,8,AMERICAN,209,34,LOS ANGELES,1,0.78,0.85,1,,,1,,,1,1,,1,,1,12,1,35-44,Male,3,2,1.122545455
80,F,,2,1,28,UNITED,300,26,HONOLULU,1,0.4,0.48,1,,,3,,,2,1,,1,,4,11,1,35-44,Male,3,2,1.757875
4,A,,1,1,28,UNITED,728,13,CHICAGO-O'HARE,3,0.36,0.44,1,,,2,,,1,1,,2,,1,1,1,35-44,Male,3,2,1.757875
94,G,,3,2,28,UNITED,525,34,LOS ANGELES,1,0.69,0.75,2,,,2,,,2,2,,2,,2,10,1,35-44,Male,3,2,1.757875
9,A,,3,3,12,BRITISH AIRWAYS,286,32,LONDON-HEATHROW,6,0.7,0.8,1,,,5,,,1,1,,2,,2,15,1,35-44,Male,3,1,0.975517672
10,A,,3,2,7,ALASKA,387,51,PORTLAND,1,0.64,0.75,2,,,6,,,1,1,,1,,2,10,1,35-44,Male,3,2,0.35525
84,F,,3,2,28,UNITED,5338,46,PALM SPRINGS,2,0.84,0.87,3,,,3,,,2,2,,2,,4,10,1,35-44,Male,3,2,1.757875
96,G,,2,3,3,AIR CANADA,784,67,TORONTO,4,0.54,0.67,2,,,9,,,2,2,,1,,2,13,1,35-44,Male,3,2,0.251095694
73,F,,3,2,28,UNITED,905,15,DALLAS-FT. WORTH,3,0.72,0.79,1,,,12,,,2,2,,1,,1,4,1,35-44,Male,3,1,1.757875
76,F,,1,1,28,UNITED,5351,36,MEDFORD,1,0.29,0.37,2,,,3,,,2,1,,2,,4,10,1,35-44,Male,3,2,1.757875
72,F,,1,1,28,UNITED,1546,51,PORTLAND,1,0.21,0.34,1,,,5,,,2,2,,1,,2,2,1,35-44,Male,3,2,1.757875
72,F,,1,1,28,UNITED,1546,51,PORTLAND,1,0.28,0.34,2,,,5,,,2,2,,1,,1,10,1,35-44,Male,3,2,1.757875
96,G,,3,3,3,AIR CANADA,569,68,VANCOUVER,4,0.63,0.72,2,,,2,,,2,1,,2,,1,13,1,35-44,Male,3,1,0.251095694
7,A,,2,3,10,ASIANA,211,61,SEOUL-INCHEON,8,0.4,0.53,1,,,1,,,0,0,,1,,2,4,1,35-44,Male,3,1,0.975517672
2,A,,2,3,2,AEROMEXICO,669,37,MEXICO CITY,4,0.42,0.57,0,,,9,,,1,2,,2,,2,13,1,35-44,Male,3,1,0.975517672
65,E,,3,2,28,UNITED,1681,4,BALTIMORE,2,0.83,0.89,1,,,9,,,2,1,,1,,0,11,1,35-44,Male,3,2,1.757875
82,F,,3,2,28,UNITED,766,51,PORTLAND,1,0.67,0.79,1,,,3,,,2,2,,1,,2,11,1,35-44,Male,3,2,1.757875
42,C,,3,2,15,DELTA,2800,54,SALT LAKE CITY,1,0.7,0.75,1,,,9,,,2,2,,2,,2,10,1,35-44,Male,3,1,1.045596774
62,E,,3,2,28,UNITED,390,13,CHICAGO-O'HARE,3,0.65,0.73,1,,,5,,,1,2,,2,,2,11,1,35-44,Male,3,2,1.757875
44,C,,3,2,15,DELTA,2777,34,LOS ANGELES,1,0.74,0.79,1,,,6,,,2,2,,2,,2,10,1,35-44,Male,3,2,1.045596774
2,A,,1,3,31,WESTJET,1777,68,VANCOUVER,4,0.24,0.33,2,,,7,,,1,1,,1,,1,19,1,35-44,Male,3,2,0.975517672
2,A,,2,1,20,JETBLUE,416,43,NEW YORK-JFK,2,0.42,0.48,1,,,12,,,2,1,,1,,1,12,1,35-44,Male,3,1,0.355703704
2,A,,2,1,20,JETBLUE,416,43,NEW YORK-JFK,2,0.4,0.48,3,,,13,,,1,2,,1,,2,7,1,35-44,Male,3,2,0.355703704
31,B,,1,1,25,SOUTHWEST,2023,55,SAN DIEGO,1,0.31,0.39,1,,,4,,,1,2,,2,,2,10,1,35-44,Male,3,2,0.8875125
10,A,,3,2,7,ALASKA,331,60,SEATTLE,1,0.34,0.75,1,,,5,,,2,2,,1,,2,10,1,35-44,Male,3,2,0.35525
11,A,,3,2,20,JETBLUE,188,30,LAS VEGAS,1,0.73,0.83,4,,,2,,,2,2,,2,,1,10,1,35-44,Male,3,2,0.355703704
11,A,,3,2,20,JETBLUE,188,30,LAS VEGAS,1,0.78,0.83,1,,,5,,,2,1,,2,,1,10,1,35-44,Male,3,2,0.355703704
10,A,,3,2,7,ALASKA,744,54,SALT LAKE CITY,1,0.79,0.87,1,,,9,,,2,2,,2,,0,10,1,35-44,Male,3,2,0.35525
11,A,,3,2,20,JETBLUE,1516,43,NEW YORK-JFK,2,0.88,0.96,1,,,9,,,1,1,,1,,3,12,1,35-44,Male,3,2,0.355703704
12,A,,3,2,20,JETBLUE,278,22,FT. LAUDERDALE,2,0.85,0.96,2,,,5,,,1,1,,2,,2,12,1,35-44,Male,3,2,0.355703704
2,A,,3,2,7,ALASKA,337,60,SEATTLE,1,0.74,0.81,2,,,5,,,1,2,,2,,2,10,1,35-44,Male,3,2,0.35525
12,A,,3,2,20,JETBLUE,1635,33,LONG BEACH,1,0.67,0.77,2,,,5,,,2,2,,1,,2,10,1,35-44,Male,3,2,0.355703704
93,G,,3,3,3,AIR CANADA,571,68,VANCOUVER,4,0.76,0.83,5,,,9,,,2,2,,2,,2,13,1,35-44,Male,3,2,0.251095694
94,G,,2,3,3,AIR CANADA,784,67,TORONTO,4,0.52,0.66,2,,,4,,,1,1,,1,,2,13,1,35-44,Male,3,2,0.251095694
27,B,,3,2,25,SOUTHWEST,187,30,LAS VEGAS,1,0.71,0.85,2,,,6,,,2,1,,1,,2,15,1,35-44,Male,3,2,0.8875125
30,B,,3,2,25,SOUTHWEST,2285,58,SANTA ANA,1,0.29,0.81,2,,,2,,,1,0,,0,,3,16,1,35-44,Male,3,2,0.8875125
45,C,,2,1,8,AMERICAN,662,11,CHARLOTTE,2,0.39,0.46,1,,,9,,,2,1,,1,,1,4,1,35-44,Male,3,2,1.122545455
71,F,,1,1,28,UNITED,5328,6,BOISE,1,0.4,0.45,1,,,3,,,0,0,,1,,2,10,1,35-44,Male,3,2,1.757875
4,A,,1,1,15,DELTA,2754,34,LOS ANGELES,1,0.31,0.42,2,,,6,,,1,1,,2,,2,15,1,35-44,Male,3,2,1.045596774
74,F,,2,1,28,UNITED,1146,27,HOUSTON-BUSH,3,0.41,0.49,1,,,5,,,2,1,,1,,1,6,1,35-44,Male,3,2,1.757875
74,F,,2,1,28,UNITED,1146,27,HOUSTON-BUSH,3,0.4,0.49,1,,,6,,,2,1,,1,,1,1,1,35-44,Male,3,1,1.757875
11,A,,3,2,20,JETBLUE,1635,33,LONG BEACH,1,0.65,0.77,5,,,5,,,1,1,,1,,1,10,1,35-44,Male,3,1,0.355703704
4,A,,1,2,7,ALASKA,377,60,SEATTLE,1,0.17,0.25,1,,,4,,,1,2,,2,,2,10,1,35-44,Male,3,2,0.35525
12,A,,1,2,7,ALASKA,389,51,PORTLAND,1,0.2,0.28,2,,,5,,,1,2,,2,,2,15,1,35-44,Male,3,2,0.35525
7,A,,1,2,20,JETBLUE,16,43,NEW YORK-JFK,2,0.25,0.32,2,,,5,,,2,2,,2,,2,1,1,35-44,Male,3,1,0.355703704
93,G,,3,3,1,AER LINGUS,146,19,DUBLIN,6,0.58,0.73,5,,,6,,,1,2,,2,,2,15,1,35-44,Male,3,2,0.975517672
93,G,,3,3,1,AER LINGUS,146,19,DUBLIN,6,0.56,0.73,2,,,5,,,1,1,,1,,2,90,1,35-44,Male,3,2,0.975517672
98,G,,3,3,29,UNITED INTL,926,21,FRANKFURT,6,0.63,0.79,2,,,7,,,1,1,,1,,2,4,1,35-44,Male,3,2,0.917421687
91,G,,2,3,3,AIR CANADA,784,67,TORONTO,4,0.54,0.67,1,,,5,,,2,2,,1,,2,13,1,35-44,Male,3,2,0.251095694
91,G,,2,3,3,AIR CANADA,784,67,TORONTO,4,0.6,0.67,1,,,8,,,2,1,,2,,2,13,1,35-44,Male,3,2,0.251095694
4,A,,1,2,7,ALASKA,377,60,SEATTLE,1,0.21,0.25,1,,,5,,,2,2,,2,,2,10,1,35-44,Male,3,1,0.35525
99,G,,2,3,4,AIR CHINA,986,5,BEIJING,8,0.46,0.62,1,,,3,,,1,1,,1,,3,16,1,35-44,Male,3,1,0.975517672
77,F,,1,2,28,UNITED,5579,59,SANTA BARBARA,1,0.21,0.29,3,,,5,,,1,2,,2,,2,10,1,35-44,Male,3,2,1.757875
92,G,,1,3,3,AIR CANADA,760,40,MONTREAL,4,0.28,0.4,1,,,4,,,2,1,,1,,3,13,1,35-44,Male,3,2,0.251095694
97,G,,2,3,29,UNITED INTL,869,25,HONG KONG,8,N,0.55,1,,,3,,,1,1,,1,,0,99,5,35-44,Male,3,1,0.917421687
97,G,,2,3,29,UNITED INTL,869,25,HONG KONG,8,0.4,0.55,1,,,2,,,1,0,,0,,3,90,1,35-44,Male,3,2,0.917421687
94,G,,2,3,24,SINGAPORE AIRLINES,15,61,SEOUL-INCHEON,8,0.49,0.59,3,,,1,,,1,1,,1,,1,16,1,35-44,Male,3,2,0.975517672
94,G,,2,3,9,ANA ALL NIPPON,7,66,TOKYO-NARITA,8,0.4,0.51,1,,,10,,,1,1,,2,,3,99,1,35-44,Male,3,2,0.975517672
9,A,,2,3,13,CHINA EASTERN,590,62,SHANGHAI,8,0.38,0.5,3,,,5,,,2,2,,2,,3,4,1,35-44,Male,3,1,0.975517672
41,C,,1,1,19,HAWAIIAN,41,29,KAHULUI,1,0.36,0.42,1,,,7,,,1,2,,2,,2,10,1,35-44,Male,3,2,0.975517672
50,D,,3,2,30,VIRGIN AMERICA,870,16,DENVER,1,N,0.79,1,,,2,,,1,2,,1,,2,10,1,35-44,Male,4,1,1.000529644
75,F,,1,1,28,UNITED,1830,42,NASHVILLE,3,0.31,0.4,3,,,5,,,2,2,,1,,2,2,1,35-44,Male,4,3,1.757875
11,A,,3,2,30,VIRGIN AMERICA,942,34,LOS ANGELES,1,0.71,0.82,5,,,4,,,2,2,,1,,2,10,1,35-44,Male,4,1,1.000529644
90,F,,2,2,28,UNITED,242,7,BOSTON,2,0.5,0.6,1,,,5,,,2,2,,1,,2,12,1,35-44,Male,4,2,1.757875
57,D,,3,2,8,AMERICAN,1540,38,MIAMI,2,0.7,0.9,1,,,4,,,2,2,,1,,1,12,1,35-44,Male,4,1,1.122545455
90,F,,2,2,28,UNITED,242,7,BOSTON,2,0.54,0.6,1,,,9,,,2,2,,1,,1,12,1,35-44,Male,4,2,1.757875
90,F,,2,2,28,UNITED,242,7,BOSTON,2,0.51,0.6,1,,,9,,,2,1,,1,,1,12,1,35-44,Male,4,1,1.757875
94,G,,3,2,28,UNITED,525,34,LOS ANGELES,1,0.67,0.75,2,,,1,,,1,2,,2,,2,9,1,35-44,Male,4,2,1.757875
8,A,,2,2,7,ALASKA,307,60,SEATTLE,1,0.58,0.63,1,2,,5,,,1,1,,1,,1,10,1,35-44,Male,4,2,0.35525
96,G,,3,2,28,UNITED,810,60,SEATTLE,1,0.67,0.75,1,,,1,,,2,2,,1,,1,1,1,35-44,Male,4,2,1.757875
89,F,,3,2,28,UNITED,1592,69,WASHINGTON-DULLES,2,0.79,0.92,4,,,9,,,1,1,,1,,2,12,1,35-44,Male,4,1,1.757875
95,G,,3,3,3,AIR CANADA,569,68,VANCOUVER,4,0.63,0.72,1,,,8,,,1,2,,1,,2,13,1,35-44,Male,4,2,0.251095694
95,G,,3,3,3,AIR CANADA,569,68,VANCOUVER,4,0.64,0.72,2,,,9,,,1,2,,1,,2,13,1,35-44,Male,4,2,0.251095694
92,G,,2,3,29,UNITED INTL,990,47,PARIS-DE GAULLE,6,0.51,0.61,1,2,,1,,,1,1,,1,,2,99,1,35-44,Male,4,1,0.917421687
99,G,,3,3,27,TURKISH AIRLINES,80,28,ISTANBUL,8,0.67,0.76,1,,,2,,,2,1,,2,,1,10,1,35-44,Male,4,2,0.975517672
30,B,,3,2,25,SOUTHWEST,1744,16,DENVER,1,0.78,0.85,10,,,6,,,2,2,,1,,0,99,1,35-44,Male,4,1,0.8875125
30,B,,3,2,25,SOUTHWEST,1744,16,DENVER,1,0.81,0.85,1,,,1,,,2,2,,2,,2,1,1,35-44,Male,4,2,0.8875125
72,F,,1,1,28,UNITED,1546,51,PORTLAND,1,0.24,0.34,1,,,4,,,0,0,,1,,2,1,1,35-44,Male,4,2,1.757875
31,B,,3,2,25,SOUTHWEST,1860,58,SANTA ANA,1,0.69,0.75,1,,,6,,,2,2,,2,,2,10,1,35-44,Male,4,2,0.8875125
31,B,,3,2,25,SOUTHWEST,1860,58,SANTA ANA,1,0.69,0.75,1,,,8,,,0,1,,0,,1,10,1,35-44,Male,4,1,0.8875125
74,F,,2,3,29,UNITED INTL,538,68,VANCOUVER,4,0.52,0.67,2,,,9,,,1,1,,1,,1,13,1,35-44,Male,4,2,0.917421687
7,A,,2,3,10,ASIANA,211,61,SEOUL-INCHEON,8,0.42,0.53,1,,,2,,,1,1,,1,,2,4,1,35-44,Male,4,2,0.975517672
66,E,,3,2,28,UNITED,810,60,SEATTLE,1,0.67,0.75,1,,,4,,,2,1,,1,,1,11,1,35-44,Male,4,2,1.757875
44,C,,2,2,15,DELTA,2773,34,LOS ANGELES,1,0.5,0.71,1,,,5,,,2,2,,1,,1,10,1,35-44,Male,4,2,1.045596774
44,C,,2,2,15,DELTA,2773,34,LOS ANGELES,1,0.67,0.71,1,,,4,,,2,2,,2,,1,10,1,35-44,Male,4,1,1.045596774
44,C,,3,2,15,DELTA,2777,34,LOS ANGELES,1,0.67,0.79,5,,,12,,,1,2,,1,,2,11,1,35-44,Male,4,2,1.045596774
41,C,,2,2,15,DELTA,2040,43,NEW YORK-JFK,2,0.6,0.67,1,,,5,,,2,1,,1,,1,12,1,35-44,Male,4,2,1.045596774
41,C,,2,2,15,DELTA,2040,43,NEW YORK-JFK,2,0.61,0.67,1,,,9,,,2,2,,2,,2,12,1,35-44,Male,4,1,1.045596774
2,A,,1,3,31,WESTJET,1777,68,VANCOUVER,4,0.23,0.33,2,,,9,,,1,1,,1,,0,13,1,35-44,Male,4,2,0.975517672
2,A,,1,3,31,WESTJET,1777,68,VANCOUVER,4,0.23,0.33,2,,,4,,,1,2,,1,,2,13,1,35-44,Male,4,2,0.975517672
52,D,,1,2,30,VIRGIN AMERICA,174,44,NEWARK,2,0.25,0.33,1,,,5,,,2,2,,1,,1,12,1,35-44,Male,4,2,1.000529644
77,F,,2,2,28,UNITED,5336,51,PORTLAND,1,0.47,0.6,1,,,1,,,2,1,,1,,1,1,1,35-44,Male,4,2,1.757875
79,F,,2,2,28,UNITED,6051,46,PALM SPRINGS,2,0.55,0.65,3,,,1,,,2,1,,1,,1,4,1,35-44,Male,4,1,1.757875
30,B,,1,2,25,SOUTHWEST,1457,16,DENVER,1,0.17,0.25,1,,,4,,,2,2,,1,,2,10,1,35-44,Male,4,2,0.8875125
28,B,,1,1,25,SOUTHWEST,41,63,ST. LOUIS,3,0.25,0.33,1,,,5,,,1,1,,0,,1,99,1,35-44,Male,4,1,0.8875125
10,A,,3,2,7,ALASKA,331,60,SEATTLE,1,0.66,0.75,5,,,9,,,2,2,,2,,2,10,1,35-44,Male,4,2,0.35525
10,A,,3,2,7,ALASKA,331,60,SEATTLE,1,0.71,0.75,2,,,1,,,2,2,,2,,1,3,1,35-44,Male,4,1,0.35525
10,A,,3,2,7,ALASKA,331,60,SEATTLE,1,0.67,0.75,1,,,5,,,2,2,,1,,2,10,1,35-44,Male,4,2,0.35525
11,A,,3,2,20,JETBLUE,188,30,LAS VEGAS,1,0.69,0.83,2,,,2,,,0,0,,1,,1,12,1,35-44,Male,4,2,0.355703704
10,A,,3,2,7,ALASKA,744,54,SALT LAKE CITY,1,0.8,0.87,2,,,7,,,2,2,,2,,2,1,1,35-44,Male,4,2,0.35525
11,A,,3,2,7,ALASKA,304,46,PALM SPRINGS,2,0.56,0.91,1,,,8,,,2,2,,1,,2,10,1,35-44,Male,4,2,0.35525
87,F,,3,2,28,UNITED,1670,26,HONOLULU,1,0.71,0.79,5,,,3,,,2,1,,1,,4,12,1,35-44,Male,4,1,1.757875
77,F,,3,2,28,UNITED,5086,45,ONTARIO (CALIF),1,0.67,0.75,2,,,3,,,2,2,,1,,4,10,1,35-44,Male,4,2,1.757875
58,D,,2,1,8,AMERICAN,5920,34,LOS ANGELES,1,0.48,0.54,1,,,5,,,2,1,,1,,2,10,1,35-44,Male,4,1,1.122545455
51,D,,1,1,30,VIRGIN AMERICA,956,55,SAN DIEGO,1,0.37,0.42,2,,,1,,,2,2,,1,,2,4,1,35-44,Male,4,2,1.000529644
50,D,,1,3,30,VIRGIN AMERICA,284,10,CANCUN,4,0.29,0.37,2,,,1,,,1,2,,2,,2,90,1,35-44,Male,4,2,1.000529644
58,D,,2,1,8,AMERICAN,2441,15,DALLAS-FT. WORTH,3,0.38,0.49,1,,,5,,,2,2,,1,,1,1,1,35-44,Male,4,2,1.122545455
58,D,,2,1,8,AMERICAN,2441,15,DALLAS-FT. WORTH,3,0.38,0.49,2,,,9,,,2,1,,1,,1,12,1,35-44,Male,4,2,1.122545455
12,A,,3,2,20,JETBLUE,278,22,FT. LAUDERDALE,2,0.86,0.96,2,,,1,,,1,0,,0,,2,4,1,35-44,Male,4,2,0.355703704
12,A,,3,2,20,JETBLUE,834,7,BOSTON,2,0.75,0.9,6,,,9,,,1,1,,1,,2,12,1,35-44,Male,4,2,0.355703704
55,D,,2,2,30,VIRGIN AMERICA,24,43,NEW YORK-JFK,2,0.5,0.57,3,,,9,,,2,2,,2,,1,12,1,35-44,Male,4,2,1.000529644
55,D,,2,2,30,VIRGIN AMERICA,24,43,NEW YORK-JFK,2,0.46,0.57,1,,,5,,,1,1,,2,,1,4,1,35-44,Male,4,2,1.000529644
56,D,,1,1,8,AMERICAN,1145,13,CHICAGO-O'HARE,3,0.33,0.45,2,,,9,,,1,2,,2,,2,11,1,35-44,Male,4,2,1.122545455
43,C,,1,1,15,DELTA,2520,17,DETROIT,3,0.31,0.38,3,,,2,,,2,2,,2,,1,11,1,35-44,Male,4,2,1.045596774
43,C,,1,1,15,DELTA,2520,17,DETROIT,3,0.31,0.38,1,,,5,,,0,1,,0,,2,1,1,35-44,Male,4,1,1.045596774
40,C,,1,2,15,DELTA,1781,1,ATLANTA,2,0.25,0.32,2,,,7,,,1,1,,1,,1,12,1,35-44,Male,4,2,1.045596774
40,C,,1,2,15,DELTA,1781,1,ATLANTA,2,0.28,0.32,1,,,5,,,2,2,,2,,2,3,1,35-44,Male,4,2,1.045596774
43,C,,2,1,15,DELTA,1583,43,NEW YORK-JFK,2,0.35,0.48,1,2,,5,,,1,1,,2,,1,1,1,35-44,Male,4,2,1.045596774
93,G,,3,3,3,AIR CANADA,571,68,VANCOUVER,4,0.76,0.83,2,,,2,,,1,2,,1,,1,13,1,35-44,Male,4,2,0.251095694
94,G,,2,3,3,AIR CANADA,784,67,TORONTO,4,0.62,0.66,1,,,1,,,2,1,,1,,2,3,1,35-44,Male,4,1,0.251095694
91,G,,3,3,29,UNITED INTL,875,65,TOKYO-HANEDA,8,0.71,0.81,1,,,5,,,1,1,,1,,1,1,1,35-44,Male,4,1,0.917421687
48,C,,1,1,15,DELTA,4521,54,SALT LAKE CITY,1,0.35,0.43,1,,,4,,,2,2,,2,,2,10,1,35-44,Male,4,2,1.045596774
46,C,,2,1,15,DELTA,2305,39,MINNEAPOLIS,3,0.45,0.53,1,,,1,,,2,1,,2,,2,3,1,35-44,Male,4,2,1.045596774
57,D,,1,1,8,AMERICAN,1164,15,DALLAS-FT. WORTH,3,0.37,0.43,1,,,5,,,2,1,,2,,1,2,1,35-44,Male,4,2,1.122545455
27,B,,3,2,25,SOUTHWEST,187,30,LAS VEGAS,1,0.8,0.85,3,,,2,,,2,2,,2,,2,2,1,35-44,Male,4,1,0.8875125
27,B,,3,2,25,SOUTHWEST,187,30,LAS VEGAS,1,0.8,0.85,1,,,1,,,2,1,,2,,2,6,1,35-44,Male,4,2,0.8875125
21,B,,3,2,18,FRONTIER,1194,14,CINCINNATI,3,0.83,0.94,1,,,2,,,2,2,,1,,2,10,1,35-44,Male,4,2,0.975517672
45,C,,2,1,8,AMERICAN,662,11,CHARLOTTE,2,N,0.46,1,,,5,,,2,0,,1,,1,4,1,35-44,Male,4,1,1.122545455
45,C,,2,1,8,AMERICAN,662,11,CHARLOTTE,2,0.4,0.46,1,,,2,,,2,1,,1,,2,5,1,35-44,Male,4,2,1.122545455
26,B,,3,2,25,SOUTHWEST,2644,55,SAN DIEGO,1,0.38,0.73,1,,,4,,,2,1,,1,,2,10,1,35-44,Male,4,2,0.8875125
58,D,,2,1,8,AMERICAN,5991,34,LOS ANGELES,1,0.39,0.5,2,,,5,,,1,1,,1,,3,14,1,35-44,Male,4,2,1.122545455
10,A,,3,2,7,ALASKA,333,60,SEATTLE,1,0.79,0.86,2,,,2,,,2,2,,2,,1,4,1,35-44,Male,4,2,0.35525
10,A,,3,2,7,ALASKA,333,60,SEATTLE,1,0.81,0.86,1,,,5,,,1,2,,2,,1,10,1,35-44,Male,4,2,0.35525
10,A,,3,2,7,ALASKA,333,60,SEATTLE,1,0.78,0.86,1,,,9,,,2,1,,2,,2,10,1,35-44,Male,4,1,0.35525
10,A,,3,2,7,ALASKA,304,46,PALM SPRINGS,2,0.83,0.91,1,,,5,,,2,2,,1,,0,10,1,35-44,Male,4,2,0.35525
43,C,,1,1,15,DELTA,2520,17,DETROIT,3,0.32,0.38,1,,,5,,,2,2,,2,,2,4,1,35-44,Male,4,2,1.045596774
4,A,,1,1,15,DELTA,2754,34,LOS ANGELES,1,N,0.42,1,2,,1,,,2,2,,2,,0,90,1,35-44,Male,4,2,1.045596774
92,G,,1,3,3,AIR CANADA,760,40,MONTREAL,4,0.24,0.4,1,,,1,,,2,2,,1,,2,6,1,35-44,Male,4,2,0.251095694
92,G,,1,3,3,AIR CANADA,760,40,MONTREAL,4,0.32,0.4,1,,,5,,,2,2,,1,,2,3,1,35-44,Male,4,2,0.251095694
74,F,,2,1,28,UNITED,1146,27,HOUSTON-BUSH,3,0.42,0.49,1,,,5,,,2,2,,1,,1,10,1,35-44,Male,4,1,1.757875
12,A,,3,2,7,ALASKA,337,60,SEATTLE,1,0.71,0.81,1,,,9,,,2,1,,2,,2,10,1,35-44,Male,4,1,0.35525
4,A,,1,2,7,ALASKA,377,60,SEATTLE,1,0.2,0.25,1,,,5,,,2,2,,2,,1,10,1,35-44,Male,4,2,0.35525
12,A,,1,2,7,ALASKA,389,51,PORTLAND,1,0.21,0.28,1,,,1,,,2,2,,1,,2,4,1,35-44,Male,4,3,0.35525
4,A,,1,3,7,ALASKA,222,52,PUERTO VALLARTA,4,0.35,0.44,6,,,4,,,2,2,,1,,2,2,1,35-44,Male,4,2,0.35525
91,G,,2,3,3,AIR CANADA,784,67,TORONTO,4,0.5,0.67,1,,,9,,,2,2,,1,,2,13,1,35-44,Male,4,1,0.251095694
45,C,,2,2,8,AMERICAN,1857,11,CHARLOTTE,2,0.47,0.55,1,,,9,,,2,2,,1,,2,12,1,35-44,Male,4,1,1.122545455
45,C,,2,2,8,AMERICAN,1857,11,CHARLOTTE,2,0.46,0.55,2,,,2,,,2,2,,2,,2,4,1,35-44,Male,4,2,1.122545455
92,G,,2,3,3,AIR CANADA,738,67,TORONTO,4,0.42,0.48,1,,,8,,,2,1,,2,,2,13,1,35-44,Male,4,2,0.251095694
1,A,,2,3,10,ASIANA,211,61,SEOUL-INCHEON,8,0.47,0.53,1,,,1,,,1,2,,2,,2,5,1,35-44,Male,4,2,0.975517672
84,F,,1,1,28,UNITED,5133,45,ONTARIO (CALIF),1,0.33,0.41,2,,,3,,,2,2,,1,,0,13,1,35-44,Male,4,1,1.757875
94,G,,2,3,24,SINGAPORE AIRLINES,15,61,SEOUL-INCHEON,8,0.5,0.59,1,,,7,,,2,2,,1,,2,3,1,35-44,Male,4,2,0.975517672
94,G,,2,3,24,SINGAPORE AIRLINES,15,61,SEOUL-INCHEON,8,0.5,0.59,1,,,4,,,1,2,,1,,2,4,1,35-44,Male,4,2,0.975517672
94,G,,2,3,9,ANA ALL NIPPON,7,66,TOKYO-NARITA,8,0.36,0.51,2,,,2,,,1,1,,1,,2,3,1,35-44,Male,4,2,0.975517672
9,A,,2,3,16,EMIRATES,226,18,DUBAI,7,0.53,0.7,5,,,8,,,1,1,,2,,0,17,1,35-44,Male,4,3,0.975517672
10,A,,2,2,7,ALASKA,315,60,SEATTLE,1,0.53,0.66,2,,,6,,,2,1,,2,,2,10,1,35-44,Male,4,2,0.35525
1,A,,1,3,31,WESTJET,1777,68,VANCOUVER,4,0.25,0.33,2,,,9,,,1,1,,0,,2,13,1,35-44,Male,4,2,0.975517672
