GATE,BAREA,TERMINAL,STRATA,AIRLINE,AIRLINESTR,FLIGHT,DEST,DESTSTR,DESTGEO,ARRTIME,DEPTIME,PURP1,GETTO1,BAGS,SHOP,NOSHOP,FOOD,NOFOOD,TSAPRE,HOME,PET,AGE,GENDER,INCOME,HIFLYER,WEIGHT
96,,4,2,35,,,,BEIJING,8,10:30,14:50,2,1,1,1,1,1,1,,10,,7,1,1,,
96,,4,2,35,,,,BEIJING,8,12:50,14:50,3,2,1,1,2,2,2,,16,,2,1,3,,
96,,4,2,35,,,,BEIJING,8,9:30,14:50,3,3,0,2,2,2,2,,12,,5,2,2,,
96,,4,2,35,,,,BEIJING,8,9:35,14:50,3,3,0,0,1,1,2,,11,,5,2,1,,
96,,4,2,35,,,,BEIJING,8,N,14:50,1,3,2,1,2,1,2,,16,,4,1,0,,
96,,4,2,35,,,,BEIJING,8,N,14:50,3,3,1,0,1,1,2,,99,,4,2,0,,
96,,4,2,35,,,,BEIJING,8,N,14:50,3,2,1,2,2,2,2,,3,,4,2,4,,
96,,4,2,35,,,,BEIJING,8,N,14:50,3,2,1,0,2,0,1,,16,,5,1,0,,
96,,4,2,35,,,,BEIJING,8,N,14:50,5,3,2,1,2,2,2,,16,,5,1,0,,
96,,4,2,35,,,,BEIJING,8,N,14:50,1,4,1,0,1,1,0,,99,,4,1,2,,
95,,4,2,13,,,,DUBAI,7,13:15,16:45,1,2,1,1,2,2,2,,8,,3,1,3,,
95,,4,2,13,,,,DUBAI,7,14:00,16:45,3,6,1,2,2,2,2,,4,,6,2,0,,
95,,4,2,13,,,,DUBAI,7,13:00,16:45,1,4,1,1,1,1,2,,16,,4,2,2,,
95,,4,2,13,,,,DUBAI,7,12:00,16:45,2,8,1,2,1,1,2,,16,,6,1,2,,
95,,4,2,13,,,,DUBAI,7,14:15,16:45,2,2,1,2,1,2,2,,5,,4,2,3,,
95,,4,2,13,,,,DUBAI,7,14:30,16:45,2,5,1,2,1,2,2,,5,,6,1,4,,
95,,4,2,13,,,,DUBAI,7,12:20,16:45,6,2,1,1,2,1,2,,4,,3,1,0,,
95,,4,2,13,,,,DUBAI,7,14:30,16:45,1,4,2,2,2,2,2,,16,,2,2,1,,
95,,4,2,13,,,,DUBAI,7,14:00,16:45,1,4,1,2,2,1,2,,10,,2,1,2,,
95,,4,2,13,,,,DUBAI,7,12:35,16:45,2,2,1,1,1,1,2,,90,,3,2,2,,
95,,4,2,13,,,,DUBAI,7,14:00,16:45,1,2,1,0,1,0,2,,6,,6,2,3,,
95,,4,2,13,,,,DUBAI,7,14:00,16:45,3,2,1,0,2,0,2,,5,,3,2,2,,
95,,4,2,13,,,,DUBAI,7,12:45,16:45,3,2,1,0,2,0,2,,4,,4,2,1,,
95,,4,2,13,,,,DUBAI,7,13:20,16:45,3,6,1,1,1,1,2,,2,,3,2,0,,
95,,4,2,13,,,,DUBAI,7,11:30,16:45,2,2,1,1,2,1,2,,16,,6,0,2,,
95,,4,2,13,,,,DUBAI,7,14:45,16:45,1,4,1,2,2,2,2,,16,,2,1,3,,
95,,4,2,13,,,,DUBAI,7,13:45,16:45,3,1,1,2,2,2,2,,3,,3,2,2,,
95,,4,2,13,,,,DUBAI,7,15:00,16:45,3,2,1,2,2,2,2,,10,,2,1,1,,
95,,4,2,13,,,,DUBAI,7,14:00,16:45,1,4,1,2,2,1,2,,99,,4,1,3,,
95,,4,2,13,,,,DUBAI,7,10:30,16:45,6,3,2,1,2,1,2,,10,,3,1,1,,
95,,4,2,13,,,,DUBAI,7,14:30,16:45,1,3,2,2,2,2,1,,99,,3,1,1,,
95,,4,2,13,,,,DUBAI,7,14:00,16:45,3,2,1,2,2,2,2,,4,,4,1,3,,
45,,1,2,12,,,,DETROIT,3,10:11,13:00,3,1,2,1,1,2,2,,7,,7,1,2,,
45,,1,2,12,,,,DETROIT,3,11:55,13:00,2,2,1,2,2,2,2,,11,,7,2,1,,
45,,1,2,12,,,,DETROIT,3,10:45,13:00,1,8,2,2,2,2,2,,12,,5,1,4,,
45,,1,2,12,,,,DETROIT,3,11:30,13:00,3,6,2,2,2,2,2,,4,,6,1,2,,
45,,1,2,12,,,,DETROIT,3,9:20,13:00,3,2,1,2,2,2,2,,2,,5,1,4,,
42,,1,2,12,,,,ATLANTA,2,13:00,14:20,3,5,1,3,2,1,2,,5,,4,2,4,,
42,,1,2,12,,,,ATLANTA,2,11:45,14:20,1,2,2,1,2,1,2,,12,,5,2,4,,
42,,1,2,12,,,,ATLANTA,2,12:30,14:20,1,6,2,1,2,2,2,,12,,6,2,2,,
42,,1,2,12,,,,ATLANTA,2,12:00,14:20,2,6,2,1,2,2,2,,12,,2,1,3,,
42,,1,2,12,,,,ATLANTA,2,12:30,14:20,3,6,1,2,2,1,2,,12,,7,1,3,,
42,,1,2,12,,,,ATLANTA,2,11:30,14:20,3,2,2,2,2,1,2,,10,,7,2,3,,
42,,1,2,12,,,,ATLANTA,2,12:00,14:20,3,2,1,2,2,2,2,,3,,6,2,2,,
42,,1,2,12,,,,ATLANTA,2,13:00,14:20,1,4,1,2,2,2,2,,12,,5,0,4,,
42,,1,2,12,,,,ATLANTA,2,13:00,14:20,1,9,2,1,2,1,2,,12,,4,1,4,,
42,,1,2,12,,,,ATLANTA,2,12:30,14:20,1,9,2,1,2,1,2,,12,,6,1,3,,
42,,1,2,12,,,,ATLANTA,2,12:30,14:20,2,9,1,1,2,1,2,,12,,3,2,4,,
42,,1,2,12,,,,ATLANTA,2,11:45,14:20,3,2,1,1,2,0,2,,12,,3,2,0,,
42,,1,2,12,,,,ATLANTA,2,13:10,14:20,1,1,2,1,2,1,1,,3,,6,1,4,,
42,,1,2,12,,,,ATLANTA,2,13:10,14:20,1,8,2,0,2,0,2,,4,,4,1,4,,
45,,1,2,12,,,,NEW YORK-JFK,2,14:15,15:30,1,4,1,2,2,1,2,,11,,5,2,4,,
45,,1,2,12,,,,NEW YORK-JFK,2,N,15:30,2,11,1,1,1,2,1,,15,,6,1,2,,
45,,1,2,12,,,,NEW YORK-JFK,2,14:30,15:30,1,4,0,0,2,1,0,,12,,5,1,4,,
45,,1,2,12,,,,NEW YORK-JFK,2,13:45,15:30,1,4,2,1,2,1,1,,12,,3,2,4,,
45,,1,2,12,,,,NEW YORK-JFK,2,13:45,15:30,1,5,1,2,2,2,2,,12,,2,1,0,,
45,,1,2,12,,,,NEW YORK-JFK,2,13:00,15:30,3,5,2,2,2,2,2,,3,,3,2,1,,
45,,1,2,12,,,,NEW YORK-JFK,2,14:10,15:30,2,2,1,1,1,2,2,,12,,2,2,1,,
45,,1,2,12,,,,NEW YORK-JFK,2,14:00,15:30,1,8,2,2,2,2,2,,12,,6,1,4,,
45,,1,2,12,,,,NEW YORK-JFK,2,13:00,15:30,1,9,2,2,2,1,2,,12,,3,1,3,,
48,,1,2,12,,,,LOS ANGELES,1,15:30,16:30,1,2,2,2,2,1,2,,10,,4,1,2,,
48,,1,2,12,,,,LOS ANGELES,1,16:15,16:30,2,2,1,0,1,0,1,,99,,0,1,2,,
48,,1,2,12,,,,LOS ANGELES,1,15:30,16:30,2,5,2,2,2,2,2,,10,,2,2,2,,
48,,1,2,12,,,,LOS ANGELES,1,15:45,16:30,1,8,1,2,1,2,2,,99,,0,0,0,,
48,,1,2,12,,,,LOS ANGELES,1,15:45,16:30,1,8,1,2,2,2,2,,99,,0,0,0,,
48,,1,2,12,,,,LOS ANGELES,1,11:30,16:30,1,2,2,2,2,2,2,,1,,4,2,2,,
48,,1,2,12,,,,LOS ANGELES,1,14:00,16:30,2,4,1,2,2,2,2,,19,,3,2,3,,
48,,1,2,12,,,,LOS ANGELES,1,14:00,16:30,2,4,1,2,2,2,2,,19,,3,2,3,,
48,,1,2,12,,,,LOS ANGELES,1,14:30,16:30,1,5,2,1,2,2,2,,10,,3,2,3,,
48,,1,2,12,,,,LOS ANGELES,1,14:30,16:30,1,4,2,2,2,1,2,,10,,3,1,0,,
48,,1,2,12,,,,LOS ANGELES,1,15:15,16:30,2,5,2,2,2,2,2,,12,,2,1,2,,
48,,1,2,12,,,,LOS ANGELES,1,15:00,16:30,2,2,1,2,1,1,2,,16,,3,2,1,,
48,,1,2,12,,,,LOS ANGELES,1,15:45,16:30,2,3,2,2,2,2,2,,16,,5,2,0,,
48,,1,2,12,,,,LOS ANGELES,1,14:00,16:30,3,1,1,2,2,2,2,,10,,6,1,2,,
48,,1,2,12,,,,LOS ANGELES,1,14:00,16:30,3,11,1,2,2,1,0,,10,,6,2,1,,
50,,2,3,30,,,,DALLAS-FT. W,3,15:15,17:45,3,9,2,2,1,2,2,,11,,5,2,3,,
50,,2,3,30,,,,DALLAS-FT. W,3,15:00,17:45,1,4,2,2,2,1,2,,11,,2,1,1,,
50,,2,3,30,,,,DALLAS-FT. W,3,15:45,17:45,1,1,2,1,2,2,2,,5,,5,1,4,,
50,,2,3,30,,,,DALLAS-FT. W,3,16:00,17:45,3,9,1,2,2,2,2,,11,,4,2,3,,
50,,2,3,30,,,,DALLAS-FT. W,3,16:00,17:45,3,1,2,1,2,2,2,,90,,3,2,0,,
50,,2,3,30,,,,DALLAS-FT. W,3,14:30,17:45,3,9,2,1,2,1,2,,11,,6,1,2,,
50,,2,3,30,,,,DALLAS-FT. W,3,16:00,17:45,2,8,2,1,2,1,1,,11,,7,2,2,,
50,,2,3,30,,,,DALLAS-FT. W,3,15:30,17:45,1,4,2,1,2,2,2,,11,,3,1,3,,
50,,2,3,30,,,,DALLAS-FT. W,3,16:00,17:45,2,1,2,1,2,2,2,,6,,5,1,4,,
50,,2,3,30,,,,DALLAS-FT. W,3,16:15,17:45,1,4,1,2,2,2,2,,11,,4,2,0,,
50,,2,3,30,,,,DALLAS-FT. W,3,16:15,17:45,1,8,2,1,2,2,2,,11,,3,1,4,,
31,,1,3,25,,,,PHOENIX,1,16:45,18:00,3,6,2,1,2,2,2,,10,,2,2,3,,
31,,1,3,25,,,,PHOENIX,1,16:15,18:00,3,2,2,2,2,2,2,,10,,7,1,1,,
31,,1,3,25,,,,PHOENIX,1,16:30,18:00,1,4,1,2,2,1,2,,10,,5,2,4,,
31,,1,3,25,,,,PHOENIX,1,16:45,18:00,2,2,1,2,2,2,2,,1,,3,1,2,,
31,,1,3,25,,,,PHOENIX,1,16:30,18:00,5,8,1,2,2,2,2,,10,,4,2,1,,
31,,1,3,25,,,,PHOENIX,1,16:30,18:00,2,1,1,2,2,2,2,,2,,4,1,2,,
31,,1,3,25,,,,PHOENIX,1,N,18:00,2,1,1,2,2,2,2,,2,,4,2,2,,
31,,1,3,25,,,,PHOENIX,1,16:00,18:00,1,8,1,2,2,1,2,,10,,3,1,2,,
31,,1,3,25,,,,PHOENIX,1,16:10,18:00,3,5,2,2,2,1,2,,3,,2,1,3,,
31,,1,3,25,,,,PHOENIX,1,16:30,18:00,1,2,2,2,2,2,1,,10,,4,1,4,,
31,,1,3,25,,,,PHOENIX,1,17:00,18:00,2,6,1,2,2,2,2,,1,,3,2,2,,
31,,1,3,25,,,,PHOENIX,1,16:00,18:00,1,5,1,2,2,2,2,,10,,6,1,4,,
31,,1,3,25,,,,PHOENIX,1,16:00,18:00,5,5,1,1,2,1,2,,10,,6,2,4,,
31,,1,3,25,,,,PHOENIX,1,16:00,18:00,1,9,1,2,2,1,2,,99,,0,0,0,,
31,,1,3,25,,,,PHOENIX,1,17:00,18:00,1,5,2,1,2,1,2,,10,,5,1,4,,
31,,1,3,25,,,,PHOENIX,1,16:15,18:00,3,5,2,1,2,2,2,,1,,2,2,2,,
31,,1,3,25,,,,PHOENIX,1,16:20,18:00,2,4,1,2,1,1,2,,90,,4,2,4,,
31,,1,3,25,,,,PHOENIX,1,16:20,18:00,2,4,1,0,1,0,2,,1,,3,1,4,,
31,,1,3,25,,,,PHOENIX,1,17:00,18:00,2,5,2,1,2,2,2,,1,,5,0,3,,
31,,1,3,25,,,,PHOENIX,1,16:00,18:00,1,4,0,0,2,1,2,,10,,4,1,3,,
31,,1,3,25,,,,PHOENIX,1,16:45,18:00,3,2,2,2,2,1,2,,7,,5,1,2,,
23,,1,3,25,,,,LAS VEGAS,1,18:00,19:35,5,5,2,2,2,2,2,,10,,2,1,1,,
23,,1,3,25,,,,LAS VEGAS,1,17:30,19:35,3,5,2,2,2,2,2,,1,,3,2,1,,
23,,1,3,25,,,,LAS VEGAS,1,17:00,19:35,2,9,1,2,2,2,2,,11,,4,1,0,,
23,,1,3,25,,,,LAS VEGAS,1,17:40,19:35,2,1,1,2,1,2,2,,7,,3,1,2,,
23,,1,3,25,,,,LAS VEGAS,1,18:30,19:35,1,2,2,2,2,2,1,,10,,5,2,4,,
