GATE,BAREA,TERMINAL,STRATA,AIRLINE,AIRLINESTR,FLIGHT,DEST,DESTSTR,DESTGEO,ARRTIME,DEPTIME,PURP1,GETTO1,BAGS,SHOP,NOSHOP,FOOD,NOFOOD,TSAPRE,HOME,PET,AGE,GENDER,INCOME,HIFLYER,WEIGHT
22,B,,3,8,,2614,73,,1,13:00,18:00,2,3,1,2,1,1,1,,10,,3,2,2,,
22,B,,3,8,,2614,73,,1,16:30,18:00,1,2,2,2,2,1,2,,10,,5,1,4,,
22,B,,3,8,,2614,73,,1,15:00,18:00,1,4,0,1,2,0,2,,10,,3,1,2,,
40,C,,2,15,,1680,4,,2,12:40,14:05,2,12,1,1,1,1,2,,12,,5,1,3,,
40,C,,2,15,,1680,4,,2,11:20,14:05,2,2,1,2,2,2,2,,2,,3,1,1,,
40,C,,2,15,,1680,4,,2,11:40,14:05,2,9,0,1,2,1,2,,12,,5,1,4,,
40,C,,2,15,,1680,4,,2,11:30,14:05,2,9,1,1,2,2,2,,12,,4,1,3,,
40,C,,2,15,,1680,4,,2,12:35,14:05,1,1,2,2,1,2,1,,4,,6,1,4,,
40,C,,2,15,,1680,4,,2,12:00,14:05,1,7,1,0,2,0,2,,12,,3,2,3,,
40,C,,2,15,,1680,4,,2,12:40,14:05,2,2,2,1,1,3,2,,12,,3,1,2,,
40,C,,2,15,,1680,4,,2,0:00,14:05,2,9,2,2,2,1,2,,12,,7,2,4,,
40,C,,2,15,,1680,4,,2,11:30,14:05,1,3,1,1,2,1,2,,10,,3,1,2,,
40,C,,2,15,,1680,4,,2,13:00,14:05,1,2,1,0,2,0,2,,3,,3,1,2,,
40,C,,2,15,,1680,4,,2,12:30,14:05,1,7,1,1,2,2,2,,12,,5,2,4,,
40,C,,2,15,,1680,4,,2,13:00,14:05,3,2,2,2,1,2,2,,12,,3,2,4,,
40,C,,2,15,,1680,4,,2,12:00,14:05,2,2,1,1,1,1,2,,12,,6,1,3,,
40,C,,2,15,,1680,4,,2,12:45,14:05,3,2,1,1,2,2,2,,12,,7,2,2,,
40,C,,2,15,,1680,4,,2,12:45,14:05,1,4,1,2,2,2,2,,12,,5,0,3,,
40,C,,2,15,,1680,4,,2,11:00,14:05,1,9,0,0,0,0,0,,12,,0,2,0,,
40,C,,2,15,,1680,4,,2,12:30,14:05,2,9,2,2,2,1,2,,12,,5,1,4,,
24,B,,3,8,,302,67,,1,20:15,21:15,2,4,2,2,2,2,2,,1,,5,1,3,,
24,B,,3,8,,302,67,,1,20:00,21:15,2,2,2,1,2,2,2,,1,,3,1,3,,
24,B,,3,8,,302,67,,1,19:50,21:15,2,2,2,2,2,1,2,,1,,3,1,4,,
24,B,,3,8,,302,67,,1,20:15,21:15,1,4,2,2,2,2,2,,10,,5,1,3,,
24,B,,3,8,,302,67,,1,19:15,21:15,2,1,2,2,2,2,2,,1,,5,1,4,,
24,B,,3,8,,302,67,,1,19:30,21:15,2,4,2,2,2,2,2,,2,,5,2,3,,
24,B,,3,8,,302,67,,1,19:00,21:15,2,5,0,0,2,1,2,,1,,4,1,4,,
24,B,,3,8,,302,67,,1,17:07,21:15,1,5,2,1,1,1,2,,10,,5,1,4,,
24,B,,3,8,,302,67,,1,18:30,21:15,1,9,1,1,2,1,1,,10,,3,2,4,,
24,B,,3,8,,302,67,,1,18:30,21:15,2,1,2,1,2,1,2,,1,,5,2,4,,
24,B,,3,8,,302,67,,1,19:30,21:15,2,1,2,2,1,2,2,,3,,5,2,2,,
24,B,,3,8,,302,67,,1,18:30,21:15,2,1,2,1,1,2,2,,3,,5,0,4,,
24,B,,3,8,,302,67,,1,19:30,21:15,2,5,1,1,2,1,2,,5,,1,1,0,,
24,B,,3,8,,302,67,,1,20:15,21:15,1,2,2,2,2,2,2,,2,,6,2,0,,
24,B,,3,8,,302,67,,1,19:50,21:15,2,1,2,2,2,2,2,,1,,7,1,0,,
24,B,,3,8,,302,67,,1,20:00,21:15,2,3,1,1,2,2,2,,10,,6,2,4,,
24,B,,3,8,,302,67,,1,20:00,21:15,3,1,2,2,2,2,2,,4,,3,2,0,,
12,A,,3,21,,636,11,,2,20:40,22:17,1,11,2,1,2,1,2,,11,,4,2,2,,
12,A,,3,21,,636,11,,2,20:45,22:17,4,6,1,2,1,1,2,,1,,3,2,2,,
12,A,,3,21,,636,11,,2,20:04,22:17,3,4,1,2,1,1,1,,12,,7,2,3,,
12,A,,3,21,,636,11,,2,20:31,22:17,4,4,1,1,2,1,2,,11,,6,1,3,,
12,A,,3,21,,636,11,,2,20:45,22:17,6,2,1,1,2,2,1,,3,,5,1,2,,
12,A,,3,21,,636,11,,2,21:10,22:17,2,11,2,2,2,1,1,,11,,3,1,2,,
12,A,,3,21,,636,11,,2,20:51,22:17,4,5,2,2,2,2,2,,1,,6,2,0,,
12,A,,3,21,,636,11,,2,21:00,22:17,5,5,1,1,2,1,2,,12,,6,2,0,,
12,A,,3,21,,636,11,,2,20:00,22:17,3,1,1,2,2,2,2,,11,,7,2,0,,
12,A,,3,21,,636,11,,2,19:40,22:17,1,5,2,2,2,2,2,,12,,6,2,2,,
12,A,,3,21,,636,11,,2,21:00,22:17,4,4,1,2,1,2,1,,12,,4,2,3,,
12,A,,3,21,,636,11,,2,21:00,22:17,1,4,1,1,2,1,2,,10,,3,1,2,,
12,A,,3,21,,636,11,,2,20:40,22:17,1,5,1,1,2,1,2,,1,,3,1,0,,
86,F,,2,32,,712,41,,1,9:30,14:10,2,3,2,2,2,1,2,,12,,3,2,3,,
86,F,,2,32,,712,41,,1,11:30,14:10,2,3,2,2,2,1,2,,11,,7,2,0,,
86,F,,2,32,,712,41,,1,11:45,14:10,5,3,2,1,2,1,2,,11,,4,2,4,,
86,F,,2,32,,712,41,,1,12:30,14:10,2,3,2,2,2,2,2,,11,,5,2,2,,
86,F,,2,32,,712,41,,1,11:00,14:10,2,3,2,1,1,1,2,,10,,5,2,3,,
86,F,,2,32,,712,41,,1,0:15,14:10,2,3,0,1,1,1,2,,11,,4,1,0,,
86,F,,2,32,,712,41,,1,0:00,14:10,5,3,0,1,2,1,1,,12,,5,1,4,,
86,F,,2,32,,712,41,,1,12:30,14:10,1,4,2,2,1,1,1,,10,,0,0,0,,
86,F,,2,32,,712,41,,1,11:30,14:10,2,3,0,0,2,1,2,,12,,6,2,2,,
86,F,,2,32,,712,41,,1,12:15,14:10,3,3,2,2,1,2,1,,10,,7,2,3,,
86,F,,2,32,,712,41,,1,10:45,14:10,2,2,1,1,2,1,2,,3,,3,2,3,,
86,F,,2,32,,712,41,,1,12:50,14:10,2,3,2,0,2,0,2,,10,,3,2,2,,
86,F,,2,32,,712,41,,1,10:30,14:10,2,3,2,2,2,1,2,,10,,5,2,1,,
86,F,,2,32,,712,41,,1,11:45,14:10,2,3,0,1,2,1,2,,12,,6,2,4,,
86,F,,2,32,,712,41,,1,11:00,14:10,2,3,2,2,2,1,2,,12,,6,2,2,,
86,F,,2,32,,712,41,,1,12:30,14:10,2,4,1,1,1,2,2,,11,,5,0,4,,
31,B,,1,28,,1727,50,,1,7:45,9:05,3,2,1,1,2,2,2,,10,,7,2,0,,
31,B,,1,28,,1727,50,,1,6:45,9:05,3,2,1,1,2,2,2,,10,,6,0,0,,
31,B,,1,28,,1727,50,,1,7:00,9:05,1,6,1,1,2,1,2,,1,,2,2,2,,
31,B,,1,28,,1727,50,,1,8:00,9:05,3,2,2,2,2,2,1,,2,,5,1,0,,
31,B,,1,28,,1727,50,,1,7:50,9:05,1,10,1,1,2,2,2,,6,,6,0,3,,
31,B,,1,28,,1727,50,,1,10:25,9:05,3,13,2,2,2,2,2,,3,,2,2,1,,
31,B,,1,28,,1727,50,,1,8:00,9:05,2,2,1,0,1,1,1,,5,,5,2,0,,
31,B,,1,28,,1727,50,,1,7:55,9:05,3,4,1,0,2,1,0,,3,,3,2,2,,
31,B,,1,28,,1727,50,,1,7:45,9:05,2,2,1,2,2,1,2,,12,,7,2,2,,
31,B,,1,28,,1727,50,,1,7:40,9:05,1,9,1,2,2,2,2,,12,,4,1,2,,
31,B,,1,28,,1727,50,,1,7:45,9:05,2,2,1,1,2,1,2,,12,,7,1,4,,
31,B,,1,28,,1727,50,,1,7:15,9:05,3,2,1,2,2,2,2,,12,,7,2,2,,
31,B,,1,28,,1727,50,,1,7:28,9:05,3,6,2,1,1,2,2,,10,,7,1,4,,
31,B,,1,28,,1727,50,,1,7:00,9:05,2,2,1,1,2,1,2,,12,,3,2,0,,
31,B,,1,28,,1727,50,,1,7:15,9:05,2,4,1,1,2,2,2,,12,,3,1,4,,
31,B,,1,28,,1727,50,,1,7:30,9:05,2,1,2,2,2,2,2,,3,,6,1,3,,
31,B,,1,28,,1727,50,,1,6:58,9:05,3,9,1,2,2,2,2,,10,,5,2,3,,
31,B,,1,28,,1727,50,,1,7:30,9:05,3,2,2,2,2,1,2,,10,,3,1,3,,
31,B,,1,28,,1727,50,,1,7:30,9:05,5,2,1,2,2,1,2,,10,,3,1,1,,
31,B,,1,28,,1727,50,,1,7:30,9:05,3,1,1,1,2,2,1,,1,,3,2,1,,
31,B,,1,28,,1727,50,,1,8:00,9:05,3,7,2,2,2,2,2,,10,,3,2,3,,
31,B,,1,28,,1727,50,,1,7:00,9:05,1,6,2,2,2,1,1,,11,,3,1,2,,
31,B,,1,28,,1727,50,,1,5:00,9:05,2,5,1,2,2,2,2,,90,,4,1,0,,
31,B,,1,28,,1727,50,,1,7:30,9:05,5,4,1,1,2,1,2,,12,,4,2,4,,
20,B,,2,8,,234,13,,4,10:15,11:04,3,2,1,0,2,1,2,,10,,6,1,2,,
20,B,,2,8,,234,13,,4,10:40,11:04,2,3,2,2,1,2,1,,10,,5,2,2,,
20,B,,2,8,,234,13,,4,9:00,11:04,2,2,1,2,2,1,2,,5,,4,1,0,,
20,B,,2,8,,234,13,,4,8:30,11:04,2,7,1,1,2,2,2,,8,,7,0,0,,
20,B,,2,8,,234,13,,4,8:48,11:04,2,1,1,2,2,1,2,,10,,6,2,0,,
20,B,,2,8,,234,13,,4,9:00,11:04,2,6,1,2,2,2,2,,4,,4,1,4,,
20,B,,2,8,,234,13,,4,9:00,11:04,2,1,2,1,2,2,2,,10,,6,1,0,,
20,B,,2,8,,234,13,,4,8:00,11:04,2,1,1,1,2,1,2,,10,,6,1,3,,
20,B,,2,8,,234,13,,4,9:00,11:04,2,1,2,2,1,1,2,,3,,3,1,4,,
20,B,,2,8,,234,13,,4,9:00,11:04,2,1,0,0,2,0,2,,4,,5,1,2,,
20,B,,2,8,,234,13,,4,8:50,11:04,2,1,1,1,2,1,2,,4,,4,1,0,,
20,B,,2,8,,234,13,,4,9:00,11:04,2,7,1,0,2,1,2,,10,,7,2,1,,
20,B,,2,8,,234,13,,4,9:00,11:04,2,12,1,1,2,1,2,,4,,5,2,2,,
20,B,,2,8,,234,13,,4,9:00,11:04,2,1,1,1,2,1,2,,4,,4,2,2,,
20,B,,2,8,,234,13,,4,8:45,11:04,2,4,1,1,1,1,1,,3,,5,2,2,,
20,B,,2,8,,234,13,,4,8:45,11:04,2,1,1,1,1,1,2,,10,,6,2,2,,
20,B,,2,8,,234,13,,4,9:00,11:04,2,2,1,1,2,1,2,,5,,7,2,3,,
20,B,,2,8,,234,13,,4,8:00,11:04,2,1,1,0,2,1,2,,7,,6,2,0,,
20,B,,2,8,,234,13,,4,9:05,11:04,2,5,1,2,2,2,2,,3,,6,2,1,,
20,B,,2,8,,234,13,,4,9:15,11:04,2,5,0,0,2,1,2,,3,,6,2,1,,
20,B,,2,8,,234,13,,4,10:40,11:04,1,2,2,1,1,1,2,,10,,5,1,0,,
20,B,,2,8,,234,13,,4,9:00,11:04,3,1,1,1,0,1,0,,6,,7,2,0,,
11,A,,2,36,,20,48,,6,14:30,16:30,1,2,1,2,2,2,2,,1,,4,1,4,,
11,A,,2,36,,20,48,,6,13:30,16:30,1,2,1,2,1,2,2,,10,,7,1,2,,
11,A,,2,36,,20,48,,6,13:30,16:30,2,2,1,1,1,1,2,,10,,5,1,2,,
11,A,,2,36,,20,48,,6,12:00,16:30,3,2,1,0,1,1,2,,4,,6,2,0,,
11,A,,2,36,,20,48,,6,12:00,16:30,2,7,1,1,1,1,2,,10,,2,2,4,,
11,A,,2,36,,20,48,,6,12:45,16:30,2,2,1,1,2,2,2,,10,,3,1,3,,
11,A,,2,36,,20,48,,6,13:30,16:30,1,2,1,1,2,2,2,,6,,4,2,4,,
11,A,,2,36,,20,48,,6,13:00,16:30,3,5,1,1,2,2,1,,3,,4,2,2,,
11,A,,2,36,,20,48,,6,13:45,16:30,2,4,1,1,2,2,1,,5,,5,2,4,,
11,A,,2,36,,20,48,,6,14:00,16:30,2,8,1,2,2,2,2,,1,,4,2,0,,
11,A,,2,36,,20,48,,6,13:45,16:30,2,5,1,2,1,2,2,,5,,2,2,2,,
11,A,,2,36,,20,48,,6,13:30,16:30,2,1,1,1,1,1,2,,10,,6,2,2,,
11,A,,2,36,,20,48,,6,13:30,16:30,2,2,1,2,2,2,2,,10,,6,1,0,,
29,B,,1,34,,1466,70,,2,19:00,6:15,2,2,2,1,2,2,1,,11,,2,1,0,,
29,B,,1,34,,1466,70,,2,4:50,6:15,2,4,1,2,2,1,2,,1,,3,1,1,,
29,B,,1,34,,1466,70,,2,5:00,6:15,2,4,1,1,0,1,0,,12,,4,2,2,,
29,B,,1,34,,1466,70,,2,4:30,6:15,1,2,1,1,0,1,0,,3,,4,2,3,,
29,B,,1,34,,1466,70,,2,5:00,6:15,1,1,1,2,2,2,1,,5,,4,2,2,,
29,B,,1,34,,1466,70,,2,3:30,6:15,2,1,1,1,2,1,2,,10,,4,2,3,,
29,B,,1,34,,1466,70,,2,4:50,6:15,1,1,2,2,1,2,2,,1,,6,1,4,,
29,B,,1,34,,1466,70,,2,5:00,6:15,3,2,1,0,2,1,2,,11,,7,1,4,,
29,B,,1,34,,1466,70,,2,4:35,6:15,6,1,2,2,2,1,1,,3,,5,1,4,,
29,B,,1,34,,1466,70,,2,4:30,6:15,3,7,2,2,1,1,2,,12,,6,2,1,,
29,B,,1,34,,1466,70,,2,4:50,6:15,8,2,1,1,2,2,2,,12,,5,2,4,,
29,B,,1,34,,1466,70,,2,4:45,6:15,3,13,1,1,2,0,2,,7,,5,2,4,,
29,B,,1,34,,1466,70,,2,4:30,6:15,1,7,1,1,2,2,2,,5,,4,1,4,,
29,B,,1,34,,1466,70,,2,4:30,6:15,1,1,2,2,2,1,2,,1,,3,2,0,,
29,B,,1,34,,1466,70,,2,4:00,6:15,2,2,2,2,2,2,2,,11,,5,1,0,,
29,B,,1,34,,1466,70,,2,4:00,6:15,2,2,1,0,2,0,2,,3,,3,2,1,,
29,B,,1,34,,1466,70,,2,4:10,6:15,2,4,1,2,2,1,2,,12,,3,1,4,,
29,B,,1,34,,1466,70,,2,4:00,6:15,1,9,1,2,2,2,2,,4,,3,1,2,,
12,A,,2,21,,634,11,,2,12:30,14:05,3,8,2,2,2,2,2,,12,,7,1,0,,
12,A,,2,21,,634,11,,2,6:00,14:05,12,1,1,0,2,0,2,,3,,6,2,1,,
12,A,,2,21,,634,11,,2,12:00,14:05,2,4,1,1,2,1,2,,12,,7,2,4,,
12,A,,2,21,,634,11,,2,12:00,14:05,6,9,0,1,2,1,2,,12,,5,1,4,,
12,A,,2,21,,634,11,,2,12:00,14:05,3,2,2,1,2,2,2,,12,,3,2,1,,
12,A,,2,21,,634,11,,2,11:00,14:05,2,7,1,2,2,1,2,,12,,7,1,2,,
12,A,,2,21,,634,11,,2,12:00,14:05,2,4,2,2,2,1,2,,12,,6,1,4,,
12,A,,2,21,,634,11,,2,N,14:05,1,9,1,1,2,0,2,,12,,5,1,3,,
12,A,,2,21,,634,11,,2,12:00,14:05,1,9,1,0,2,0,2,,12,,5,1,3,,
12,A,,2,21,,634,11,,2,11:00,14:05,2,9,1,1,2,1,2,,12,,6,1,4,,
12,A,,2,21,,634,11,,2,11:45,14:05,1,5,1,0,2,0,2,,12,,4,1,2,,
12,A,,2,21,,634,11,,2,11:00,14:05,2,7,1,2,2,1,2,,12,,7,1,3,,
12,A,,2,21,,634,11,,2,11:00,14:05,2,2,1,2,2,1,1,,12,,7,1,0,,
12,A,,2,21,,634,11,,2,12:30,14:05,2,5,2,2,2,1,2,,12,,3,1,2,,
12,A,,2,21,,634,11,,2,10:00,14:05,2,9,1,2,1,1,2,,12,,3,1,3,,
12,A,,2,21,,634,11,,2,11:00,14:05,2,9,2,1,2,2,2,,3,,2,1,4,,
12,A,,2,21,,634,11,,2,11:45,14:05,6,2,1,2,2,2,2,,12,,4,1,2,,
12,A,,2,21,,634,11,,2,12:15,14:05,3,2,1,2,2,1,2,,12,,7,1,4,,
12,A,,2,21,,634,11,,2,12:00,14:05,2,2,0,1,2,0,2,,12,,6,1,3,,
12,A,,2,21,,634,11,,2,11:25,14:05,2,2,1,2,2,1,2,,12,,7,2,2,,
12,A,,2,21,,634,11,,2,11:15,14:05,2,12,1,2,1,1,2,,12,,6,2,0,,
12,A,,2,21,,634,11,,2,12:05,14:05,2,12,2,1,1,1,2,,12,,2,1,4,,
82,F,,1,32,,575,41,,1,7:20,8:59,2,3,2,1,2,2,2,,10,,4,2,2,,
82,F,,1,32,,575,41,,1,6:30,8:59,2,6,2,2,2,1,1,,1,,4,2,4,,
82,F,,1,32,,575,41,,1,7:00,8:59,2,1,2,2,2,1,2,,2,,4,1,4,,
82,F,,1,32,,575,41,,1,7:30,8:59,2,3,2,2,2,1,2,,11,,2,2,1,,
6,A,,2,23,,24,87,,8,9:30,13:20,2,5,1,1,2,1,2,,3,,2,2,2,,
6,A,,2,23,,24,87,,8,8:30,13:20,2,3,2,1,2,1,2,,10,,5,1,1,,
6,A,,2,23,,24,87,,8,11:15,13:20,3,5,1,2,2,2,1,,10,,3,1,1,,
6,A,,2,23,,24,87,,8,12:00,13:20,3,2,1,1,2,0,2,,1,,2,2,2,,
6,A,,2,23,,24,87,,8,9:30,13:20,2,3,2,1,2,1,2,,11,,2,2,1,,
25,B,,2,28,,2829,25,,1,12:50,14:20,2,2,1,1,2,2,2,,10,,4,2,1,,
25,B,,2,28,,2829,25,,1,12:00,14:20,3,1,1,2,2,2,2,,12,,6,0,2,,
25,B,,2,28,,2829,25,,1,11:50,14:20,3,9,1,0,2,0,2,,12,,6,2,2,,
25,B,,2,28,,2829,25,,1,12:30,14:20,1,5,1,1,2,1,2,,11,,5,1,3,,
25,B,,2,28,,2829,25,,1,12:30,14:20,3,9,1,2,2,2,2,,11,,5,2,2,,
25,B,,2,28,,2829,25,,1,12:30,14:20,1,8,2,2,2,2,2,,11,,5,2,2,,
25,B,,2,28,,2829,25,,1,12:15,14:20,2,2,2,2,2,2,2,,3,,3,1,2,,
25,B,,2,28,,2829,25,,1,11:30,14:20,2,9,1,2,2,1,2,,11,,7,1,1,,
90,F,,1,32,,1428,50,,1,8:30,10:05,1,13,0,0,2,1,2,,7,,6,0,1,,
90,F,,1,32,,1428,50,,1,8:04,10:05,2,3,1,2,2,2,2,,10,,3,2,3,,
90,F,,1,32,,1428,50,,1,8:20,10:05,2,3,2,2,1,1,2,,10,,6,2,1,,
90,F,,1,32,,1428,50,,1,5:15,10:05,6,3,0,0,1,1,2,,10,,6,2,3,,
90,F,,1,32,,1428,50,,1,9:00,10:05,1,1,2,2,2,2,2,,5,,5,1,4,,
90,F,,1,32,,1428,50,,1,8:30,10:05,1,2,0,1,2,0,2,,10,,4,1,4,,
90,F,,1,32,,1428,50,,1,8:25,10:05,1,4,2,2,2,2,2,,10,,6,1,4,,
90,F,,1,32,,1428,50,,1,7:50,10:05,3,2,1,2,2,1,2,,2,,4,1,2,,
90,F,,1,32,,1428,50,,1,8:30,10:05,1,1,2,2,2,1,2,,5,,4,1,4,,
90,F,,1,32,,1428,50,,1,7:50,10:05,1,6,2,2,2,1,2,,10,,4,2,1,,
90,F,,1,32,,1428,50,,1,8:00,10:05,1,3,2,2,2,2,2,,10,,4,1,1,,
94,G,,2,33,,857,88,,8,10:00,13:16,8,3,2,2,2,2,2,,12,,2,1,0,,
94,G,,2,33,,857,88,,8,11:00,13:16,1,9,2,1,1,2,2,,10,,1,1,4,,
94,G,,2,33,,857,88,,8,11:00,13:16,1,3,1,1,2,2,2,,12,,4,1,0,,
94,G,,2,33,,857,88,,8,10:00,13:16,1,1,2,1,2,2,2,,10,,5,1,0,,
94,G,,2,33,,857,88,,8,9:00,13:16,2,3,2,1,2,2,2,,11,,2,1,0,,
94,G,,2,33,,857,88,,8,11:45,13:16,1,3,2,2,2,1,2,,10,,5,1,0,,
94,G,,2,33,,857,88,,8,9:00,13:16,1,3,2,1,2,1,2,,12,,5,1,0,,
94,G,,2,33,,857,88,,8,10:30,13:16,1,3,2,1,1,1,2,,10,,5,2,0,,
94,G,,2,33,,857,88,,8,9:00,13:16,3,3,0,1,2,0,0,,12,,4,2,2,,
94,G,,2,33,,857,88,,8,11:00,13:16,2,2,2,2,2,2,2,,3,,6,1,3,,
94,G,,2,33,,857,88,,8,9:00,13:16,3,3,2,2,1,1,2,,11,,2,2,0,,
94,G,,2,33,,857,88,,8,8:30,13:16,3,3,1,0,1,1,2,,11,,2,1,1,,
94,G,,2,33,,857,88,,8,N,13:16,4,3,1,2,2,1,2,,11,,2,1,2,,
94,G,,2,33,,857,88,,8,9:15,13:16,1,3,2,2,2,1,2,,10,,6,1,3,,
94,G,,2,33,,857,88,,8,N,13:16,3,3,2,2,2,2,2,,12,,2,1,2,,
94,G,,2,33,,857,88,,8,10:40,13:16,3,3,1,2,1,1,2,,11,,2,1,0,,
94,G,,2,33,,857,88,,8,7:00,13:16,3,3,1,2,1,1,2,,11,,2,1,2,,
58,D,,1,9,,2340,18,,3,4:20,6:10,2,2,1,1,2,2,0,,12,,4,2,1,,
78,F,,1,32,,5375,51,,1,7:00,9:08,3,2,2,2,2,2,2,,3,,7,1,2,,
78,F,,1,32,,5375,51,,1,7:57,9:08,3,3,2,2,1,2,1,,10,,2,2,1,,
78,F,,1,32,,5375,51,,1,7:30,9:08,2,3,2,2,2,2,2,,10,,3,2,4,,
78,F,,1,32,,5375,51,,1,8:00,9:08,3,1,2,2,2,1,2,,2,,4,2,4,,
78,F,,1,32,,5375,51,,1,7:31,9:08,1,3,0,0,0,1,0,,10,,6,1,2,,
78,F,,1,32,,5375,51,,1,8:00,9:08,2,3,2,2,2,2,2,,10,,4,1,0,,
78,F,,1,32,,5375,51,,1,8:30,9:08,3,3,0,0,2,1,0,,11,,4,2,1,,
78,F,,1,32,,5375,51,,1,7:45,9:08,2,3,2,2,2,1,0,,10,,6,2,0,,
78,F,,1,32,,5375,51,,1,6:45,9:08,2,7,1,1,2,1,2,,10,,5,1,1,,
7,A,,2,4,,83,68,,6,12:30,15:45,2,2,1,1,0,1,1,,10,,6,1,4,,
7,A,,2,4,,83,68,,6,13:30,15:45,2,2,1,1,2,1,2,,3,,3,2,2,,
7,A,,2,4,,83,68,,6,11:40,15:45,6,4,1,2,1,2,2,,4,,3,2,2,,
7,A,,2,4,,83,68,,6,13:15,15:45,2,3,2,2,2,1,2,,10,,6,1,0,,
7,A,,2,4,,83,68,,6,11:45,15:45,2,3,2,2,2,1,2,,10,,4,2,3,,
7,A,,2,4,,83,68,,6,13:00,15:45,2,7,1,1,2,2,2,,3,,7,2,2,,
7,A,,2,4,,83,68,,6,12:00,15:45,2,8,1,1,2,2,2,,10,,5,0,0,,
7,A,,2,4,,83,68,,6,11:30,15:45,4,4,1,2,1,1,2,,3,,1,1,0,,
7,A,,2,4,,83,68,,6,13:30,15:45,1,1,1,1,2,1,2,,7,,5,1,4,,
82,F,,1,32,,575,41,,1,6:55,8:59,2,7,1,2,2,1,2,,10,,4,2,2,,
82,F,,1,32,,575,41,,1,7:45,8:59,1,4,2,2,2,2,2,,2,,5,1,3,,
82,F,,1,32,,575,41,,1,7:30,8:59,2,3,2,3,1,2,2,,10,,5,1,2,,
82,F,,1,32,,575,41,,1,6:30,8:59,2,2,1,1,2,1,2,,2,,5,2,3,,
82,F,,1,32,,575,41,,1,6:00,8:59,1,1,1,1,2,1,2,,2,,6,1,3,,
82,F,,1,32,,575,41,,1,7:15,8:59,2,4,0,1,2,1,2,,1,,4,1,4,,
82,F,,1,32,,575,41,,1,6:30,8:59,2,9,1,2,2,1,2,,11,,4,1,4,,
82,F,,1,32,,575,41,,1,7:30,8:59,2,3,2,2,1,1,2,,11,,3,2,2,,
82,F,,1,32,,575,41,,1,6:30,8:59,2,7,1,1,2,1,2,,10,,6,2,0,,
82,F,,1,32,,575,41,,1,7:00,8:59,2,9,2,2,2,1,2,,10,,5,1,4,,
82,F,,1,32,,575,41,,1,7:45,8:59,2,3,2,2,2,2,2,,10,,7,2,2,,
26,B,,2,34,,464,16,,2,8:15,11:20,1,1,2,2,2,1,2,,10,,4,2,3,,
26,B,,2,34,,464,16,,2,9:30,11:20,1,12,1,1,2,2,2,,3,,7,1,3,,
26,B,,2,34,,464,16,,2,9:30,11:20,1,1,2,2,2,1,2,,4,,4,1,2,,
26,B,,2,34,,464,16,,2,8:30,11:20,1,3,0,1,2,1,2,,10,,5,1,2,,
26,B,,2,34,,464,16,,2,10:10,11:20,1,1,2,2,2,2,2,,3,,5,1,4,,
26,B,,2,34,,464,16,,2,8:40,11:20,1,3,2,2,2,1,1,,10,,5,1,2,,
26,B,,2,34,,464,16,,2,5:40,11:20,1,3,0,0,2,1,2,,10,,4,1,2,,
26,B,,2,34,,464,16,,2,10:00,11:20,1,2,2,2,2,1,2,,3,,3,2,3,,
26,B,,2,34,,464,16,,2,9:40,11:20,3,9,1,2,2,1,2,,12,,7,2,1,,
26,B,,2,34,,464,16,,2,8:45,11:20,4,2,1,2,2,1,2,,12,,2,2,2,,
26,B,,2,34,,464,16,,2,7:00,11:20,8,2,1,2,2,1,2,,12,,2,1,2,,
26,B,,2,34,,464,16,,2,8:30,11:20,1,1,1,1,2,2,2,,5,,4,1,4,,
26,B,,2,34,,464,16,,2,8:00,11:20,3,1,2,0,1,0,0,,12,,7,2,0,,
26,B,,2,34,,464,16,,2,9:30,11:20,2,2,1,2,2,1,2,,7,,7,2,1,,
26,B,,2,34,,464,16,,2,9:40,11:20,3,1,2,1,2,2,2,,12,,6,2,2,,
26,B,,2,34,,464,16,,2,8:03,11:20,3,4,1,1,0,1,0,,10,,2,1,2,,
26,B,,2,34,,464,16,,2,9:30,11:20,3,2,1,1,0,1,0,,12,,7,2,0,,
26,B,,2,34,,464,16,,2,9:00,11:20,3,6,1,1,2,1,2,,12,,7,2,0,,
55,D,,1,9,,350,10,,1,9:10,10:50,1,9,1,2,1,2,2,,11,,6,1,3,,
55,D,,1,9,,350,10,,1,9:00,10:50,1,2,2,2,2,1,2,,11,,5,2,4,,
55,D,,1,9,,350,10,,1,9:30,10:50,1,9,1,1,2,1,2,,11,,4,1,0,,
55,D,,1,9,,350,10,,1,8:30,10:50,2,7,1,0,2,0,2,,11,,7,1,3,,
55,D,,1,9,,350,10,,1,8:30,10:50,1,8,1,1,1,1,1,,11,,5,1,4,,
55,D,,1,9,,350,10,,1,8:45,10:50,2,3,2,1,1,1,2,,10,,7,2,4,,
55,D,,1,9,,350,10,,1,9:45,10:50,3,5,2,2,2,2,2,,1,,2,2,1,,
55,D,,1,9,,350,10,,1,8:00,10:50,3,4,1,2,2,2,2,,1,,7,2,2,,
55,D,,1,9,,350,10,,1,9:00,10:50,3,3,2,2,1,0,1,,11,,6,2,2,,
55,D,,1,9,,350,10,,1,8:45,10:50,3,3,2,2,1,1,2,,10,,7,1,4,,
55,D,,1,9,,350,10,,1,7:20,10:50,3,3,1,2,2,1,1,,12,,3,1,1,,
