GATE,BAREA,TERMINAL,STRATA,AIRLINE,AIRLINESTR,FLIGHT,DEST,DESTSTR,DESTGEO,ARRTIME,DEPTIME,PURP1,GETTO1,BAGS,SHOP,NOSHOP,FOOD,NOFOOD,TSAPRE,HOME,PET,AGE,GENDER,INCOME,HIFLYER,WEIGHT
54,D,,3,35,,30,60,,2,20:00,21:20,1,7,1,0,2,0,2,,12,,3,1,3,,
54,D,,3,35,,30,60,,2,20:00,21:20,1,3,1,0,2,0,2,,12,,3,2,3,,
54,D,,3,35,,30,60,,2,19:30,21:20,1,9,2,2,2,1,2,,12,,3,1,4,,
54,D,,3,35,,30,60,,2,19:45,21:20,1,7,1,1,2,2,2,,12,,2,1,1,,
54,D,,3,35,,30,60,,2,19:40,21:20,3,2,2,2,2,2,2,,1,,3,2,2,,
54,D,,3,35,,30,60,,2,19:30,21:20,1,5,2,1,0,2,0,,1,,3,1,1,,
58,D,,1,9,,802,24,,3,6:10,8:20,3,6,1,1,2,1,2,,4,,6,2,2,,
58,D,,1,9,,802,24,,3,6:15,8:20,3,6,2,2,2,2,2,,4,,5,1,3,,
58,D,,1,9,,802,24,,3,6:10,8:20,1,6,2,2,1,2,2,,3,,6,2,0,,
58,D,,1,9,,802,24,,3,5:30,8:20,1,7,1,1,1,1,1,,11,,5,2,0,,
58,D,,1,9,,802,24,,3,6:30,8:20,11,2,2,2,1,1,2,,6,,2,2,1,,
58,D,,1,9,,802,24,,3,6:35,8:20,6,2,1,2,2,2,2,,11,,4,1,2,,
58,D,,1,9,,802,24,,3,6:30,8:20,2,8,1,1,2,1,2,,10,,4,2,4,,
58,D,,1,9,,802,24,,3,6:30,8:20,2,1,1,0,2,0,2,,8,,4,1,4,,
58,D,,1,9,,802,24,,3,7:00,8:20,1,4,1,2,2,1,2,,12,,4,2,0,,
58,D,,1,9,,802,24,,3,6:00,8:20,2,1,1,2,2,2,2,,2,,4,2,1,,
58,D,,1,9,,802,24,,3,6:20,8:20,1,9,2,1,2,1,2,,11,,5,0,4,,
58,D,,1,9,,802,24,,3,6:50,8:20,3,8,2,2,1,1,1,,11,,5,1,4,,
58,D,,1,9,,802,24,,3,6:45,8:20,1,7,1,2,2,1,2,,11,,5,1,3,,
58,D,,1,9,,802,24,,3,7:30,8:20,3,2,2,1,2,2,2,,12,,6,2,2,,
58,D,,1,9,,802,24,,3,5:15,8:20,11,2,2,1,2,2,2,,11,,5,1,2,,
58,D,,1,9,,802,24,,3,6:40,8:20,1,4,1,2,2,0,2,,11,,4,1,4,,
58,D,,1,9,,802,24,,3,6:45,8:20,2,2,2,2,1,2,2,,2,,6,2,0,,
58,D,,1,9,,802,24,,3,7:20,8:20,1,9,1,2,2,2,2,,12,,5,1,4,,
58,D,,1,9,,802,24,,3,6:30,8:20,3,2,1,2,2,1,1,,2,,6,1,2,,
58,D,,1,9,,802,24,,3,6:30,8:20,1,6,1,1,2,1,2,,11,,5,1,3,,
58,D,,1,9,,802,24,,3,6:15,8:20,1,1,1,2,1,1,2,,5,,4,2,4,,
58,D,,1,9,,802,24,,3,7:00,8:20,3,1,2,1,2,1,2,,5,,6,1,4,,
58,D,,1,9,,802,24,,3,7:00,8:20,1,4,1,1,2,2,2,,11,,4,2,0,,
58,D,,1,9,,802,24,,3,6:30,8:20,2,3,0,2,2,0,2,,11,,3,2,2,,
58,D,,1,9,,802,24,,3,7:15,8:20,3,2,1,2,1,2,2,,12,,6,0,0,,
75,F,,1,32,,579,25,,1,4:00,5:36,1,4,2,2,2,2,2,,1,,6,1,4,,
75,F,,1,32,,579,25,,1,4:10,5:36,3,2,2,2,2,2,2,,11,,6,2,2,,
75,F,,1,32,,579,25,,1,3:45,5:36,1,2,1,2,2,2,2,,11,,5,1,4,,
75,F,,1,32,,579,25,,1,3:15,5:36,3,6,1,2,2,1,2,,5,,6,1,3,,
75,F,,1,32,,579,25,,1,3:30,5:36,1,9,2,2,2,2,2,,12,,5,1,4,,
75,F,,1,32,,579,25,,1,4:30,5:36,1,8,1,2,2,2,2,,1,,6,1,4,,
75,F,,1,32,,579,25,,1,3:30,5:36,1,2,2,2,2,2,2,,2,,5,1,4,,
75,F,,1,32,,579,25,,1,4:30,5:36,1,4,2,2,2,2,2,,11,,4,1,4,,
75,F,,1,32,,579,25,,1,3:45,5:36,1,2,2,2,2,2,2,,1,,3,2,4,,
75,F,,1,32,,579,25,,1,4:27,5:36,2,3,2,2,2,2,2,,11,,5,1,2,,
75,F,,1,32,,579,25,,1,4:10,5:36,2,3,2,2,2,2,2,,11,,5,2,3,,
75,F,,1,32,,579,25,,1,4:15,5:36,1,2,1,2,1,2,1,,1,,4,1,3,,
75,F,,1,32,,579,25,,1,3:45,5:36,2,6,1,2,2,1,0,,4,,6,2,2,,
75,F,,1,32,,579,25,,1,4:30,5:36,1,1,2,1,2,1,2,,2,,5,1,4,,
75,F,,1,32,,579,25,,1,4:30,5:36,2,3,2,2,2,2,2,,11,,3,2,4,,
75,F,,1,32,,579,25,,1,3:30,5:36,1,3,2,2,2,2,2,,10,,4,2,1,,
75,F,,1,32,,579,25,,1,4:05,5:36,1,4,1,2,1,1,2,,10,,5,1,3,,
75,F,,1,32,,579,25,,1,4:15,5:36,2,8,1,2,2,1,2,,1,,4,2,4,,
75,F,,1,32,,579,25,,1,4:30,5:36,2,3,2,1,2,1,2,,11,,5,2,0,,
75,F,,1,32,,579,25,,1,N,5:36,12,2,2,2,2,2,2,,5,,4,2,3,,
75,F,,1,32,,579,25,,1,4:45,5:36,6,2,2,2,2,1,2,,4,,3,2,3,,
75,F,,1,32,,579,25,,1,4:30,5:36,2,3,2,2,2,2,2,,11,,5,0,3,,
75,F,,1,32,,579,25,,1,4:00,5:36,3,4,1,2,2,0,2,,2,,5,2,4,,
75,F,,1,32,,579,25,,1,4:40,5:36,2,3,0,1,2,0,2,,10,,6,1,3,,
82,F,,1,32,,684,18,,3,5:10,7:02,3,6,1,2,2,1,2,,12,,7,2,0,,
82,F,,1,32,,684,18,,3,4:45,7:02,3,9,1,2,2,1,2,,11,,2,1,2,,
82,F,,1,32,,684,18,,3,4:47,7:02,2,3,2,2,2,2,2,,10,,6,1,1,,
82,F,,1,32,,684,18,,3,5:20,7:02,3,2,1,2,2,2,2,,11,,5,1,2,,
82,F,,1,32,,684,18,,3,5:00,7:02,2,8,1,2,2,2,2,,4,,6,2,4,,
82,F,,1,32,,684,18,,3,5:30,7:02,1,11,2,2,2,2,2,,2,,5,1,4,,
82,F,,1,32,,684,18,,3,5:15,7:02,6,2,2,2,2,2,2,,4,,6,1,4,,
82,F,,1,32,,684,18,,3,5:15,7:02,1,9,1,2,2,1,2,,11,,5,2,4,,
82,F,,1,32,,684,18,,3,5:45,7:02,2,5,2,2,1,2,2,,3,,5,2,2,,
82,F,,1,32,,684,18,,3,5:30,7:02,1,5,2,2,2,2,2,,11,,3,1,3,,
82,F,,1,32,,684,18,,3,5:00,7:02,3,1,2,1,2,1,2,,3,,5,1,0,,
82,F,,1,32,,684,18,,3,6:00,7:02,1,6,2,2,2,1,2,,11,,6,1,4,,
82,F,,1,32,,684,18,,3,6:00,7:02,2,1,1,2,1,2,2,,4,,1,2,1,,
82,F,,1,32,,684,18,,3,5:30,7:02,1,9,2,1,2,1,2,,11,,5,1,4,,
82,F,,1,32,,684,18,,3,5:30,7:02,1,2,0,0,2,1,2,,10,,3,2,3,,
82,F,,1,32,,684,18,,3,5:25,7:02,2,3,2,2,2,2,2,,10,,6,2,2,,
82,F,,1,32,,684,18,,3,6:00,7:02,1,4,2,2,2,2,2,,2,,6,2,4,,
82,F,,1,32,,684,18,,3,5:30,7:02,3,4,1,1,2,0,2,,2,,7,1,2,,
82,F,,1,32,,684,18,,3,6:00,7:02,1,2,2,0,2,0,2,,4,,6,1,4,,
40,C,,2,15,,2080,4,,2,0:25,11:50,1,1,2,2,2,2,2,,3,,6,1,4,,
40,C,,2,15,,2080,4,,2,9:30,11:50,1,2,1,1,2,2,2,,10,,6,1,2,,
40,C,,2,15,,2080,4,,2,8:30,11:50,3,6,1,1,2,2,2,,5,,6,2,2,,
40,C,,2,15,,2080,4,,2,7:00,11:50,2,7,1,2,2,2,2,,10,,7,1,1,,
40,C,,2,15,,2080,4,,2,9:30,11:50,3,2,1,2,1,0,2,,2,,6,2,2,,
40,C,,2,15,,2080,4,,2,9:00,11:50,2,7,1,1,1,2,2,,10,,6,2,1,,
40,C,,2,15,,2080,4,,2,10:30,11:50,1,7,2,2,2,2,2,,10,,5,1,4,,
40,C,,2,15,,2080,4,,2,10:00,11:50,2,9,1,2,2,2,2,,12,,5,2,4,,
40,C,,2,15,,2080,4,,2,9:45,11:50,2,11,1,1,2,1,2,,12,,6,0,0,,
40,C,,2,15,,2080,4,,2,9:20,11:50,2,6,1,0,0,1,1,,12,,7,2,2,,
40,C,,2,15,,2080,4,,2,9:50,11:50,3,2,1,2,2,2,2,,12,,6,2,2,,
40,C,,2,15,,2080,4,,2,N,11:50,3,1,0,1,0,1,0,,3,,6,2,3,,
40,C,,2,15,,2080,4,,2,9:30,11:50,3,1,2,2,1,1,2,,5,,2,1,2,,
40,C,,2,15,,2080,4,,2,9:40,11:50,2,5,1,2,2,2,1,,12,,3,1,3,,
40,C,,2,15,,2080,4,,2,10:00,11:50,2,9,1,2,2,1,2,,12,,5,2,4,,
40,C,,2,15,,2080,4,,2,9:45,11:50,3,7,1,2,2,2,1,,12,,6,2,0,,
40,C,,2,15,,2080,4,,2,9:30,11:50,3,2,0,0,2,0,2,,4,,7,2,2,,
40,C,,2,15,,2080,4,,2,10:00,11:50,2,8,1,1,2,2,2,,12,,7,1,0,,
40,C,,2,15,,2080,4,,2,9:30,11:50,2,6,1,2,1,2,2,,12,,4,2,2,,
40,C,,2,15,,2080,4,,2,9:30,11:50,3,5,1,1,2,1,2,,12,,7,1,1,,
40,C,,2,15,,2080,4,,2,10:15,11:50,3,9,1,0,2,0,2,,12,,7,1,3,,
40,C,,2,15,,2080,4,,2,10:15,11:50,2,2,1,2,2,1,2,,2,,3,1,2,,
40,C,,2,15,,2080,4,,2,10:00,11:50,4,9,2,1,2,2,2,,12,,2,1,1,,
40,C,,2,15,,2080,4,,2,10:20,11:50,3,2,1,0,2,0,2,,12,,6,2,0,,
40,C,,2,15,,2080,4,,2,10:00,11:50,1,5,1,2,1,2,2,,11,,3,1,0,,
101,G,,2,25,,455,32,,6,12:30,14:55,2,13,1,2,2,1,2,,11,,7,2,3,,
101,G,,2,25,,455,32,,6,12:00,14:55,2,2,1,1,1,2,1,,10,,7,2,4,,
101,G,,2,25,,455,32,,6,12:30,14:55,3,2,1,2,2,2,2,,1,,7,0,0,,
101,G,,2,25,,455,32,,6,11:00,14:55,11,13,1,2,2,2,2,,10,,6,2,2,,
101,G,,2,25,,455,32,,6,13:30,14:55,6,3,2,2,2,1,2,,10,,6,2,4,,
101,G,,2,25,,455,32,,6,12:00,14:55,3,2,1,2,2,2,2,,3,,6,1,1,,
101,G,,2,25,,455,32,,6,12:00,14:55,2,3,2,2,2,1,1,,10,,7,1,0,,
101,G,,2,25,,455,32,,6,11:30,14:55,2,5,1,2,1,1,2,,10,,6,2,3,,
101,G,,2,25,,455,32,,6,12:30,14:55,1,1,2,2,2,1,2,,4,,4,1,4,,
101,G,,2,25,,455,32,,6,12:30,14:55,1,8,1,1,2,1,2,,7,,7,1,4,,
101,G,,2,25,,455,32,,6,0:00,14:55,3,3,0,0,1,1,2,,10,,7,2,0,,
101,G,,2,25,,455,32,,6,0:15,14:55,2,2,1,2,2,2,2,,5,,7,1,2,,
101,G,,2,25,,455,32,,6,11:30,14:55,1,3,1,1,1,1,2,,10,,5,1,2,,
101,G,,2,25,,455,32,,6,12:01,14:55,2,2,1,2,2,2,2,,3,,7,2,3,,
101,G,,2,25,,455,32,,6,10:00,14:55,1,12,2,2,1,1,2,,4,,6,1,4,,
6,A,,2,12,,284,48,,6,13:00,16:55,2,2,1,2,1,2,2,,4,,4,1,4,,
6,A,,2,12,,284,48,,6,15:00,16:55,1,2,1,0,1,0,2,,4,,4,2,4,,
6,A,,2,12,,284,48,,6,15:00,16:55,1,2,2,1,2,2,2,,1,,4,2,0,,
6,A,,2,12,,284,48,,6,15:00,16:55,1,6,1,1,2,1,2,,4,,5,1,4,,
6,A,,2,12,,284,48,,6,15:00,16:55,1,4,1,2,1,2,2,,1,,4,1,0,,
6,A,,2,12,,284,48,,6,15:30,16:55,1,1,2,1,2,1,2,,2,,4,1,4,,
6,A,,2,12,,284,48,,6,15:00,16:55,2,4,1,2,2,2,2,,1,,7,2,2,,
6,A,,2,12,,284,48,,6,14:30,16:55,1,2,2,1,2,2,2,,4,,4,1,3,,
6,A,,2,12,,284,48,,6,14:15,16:55,1,2,1,1,2,2,2,,1,,3,2,2,,
101,G,,2,25,,455,32,,6,10:00,14:45,2,6,1,1,2,1,2,,4,,7,2,0,,
101,G,,2,25,,455,32,,6,10:30,14:45,5,6,1,1,2,1,2,,10,,6,2,0,,
101,G,,2,25,,455,32,,6,11:00,14:45,5,6,1,2,2,2,2,,4,,7,2,1,,
101,G,,2,25,,455,32,,6,12:05,14:45,4,2,1,1,2,2,2,,7,,3,1,3,,
101,G,,2,25,,455,32,,6,12:30,14:45,3,2,1,1,2,2,2,,2,,2,2,1,,
101,G,,2,25,,455,32,,6,12:30,14:45,1,2,1,0,2,1,2,,5,,4,1,4,,
101,G,,2,25,,455,32,,6,11:00,14:45,2,2,1,1,1,2,2,,3,,7,1,1,,
101,G,,2,25,,455,32,,6,0:30,14:45,2,4,1,1,2,2,1,,2,,7,1,4,,
101,G,,2,25,,455,32,,6,12:15,14:45,3,2,1,2,2,1,2,,4,,4,1,3,,
101,G,,2,25,,455,32,,6,12:00,14:45,2,2,1,0,2,0,2,,3,,6,1,0,,
101,G,,2,25,,455,32,,6,11:15,14:45,2,2,1,0,2,1,2,,4,,7,1,4,,
101,G,,2,25,,455,32,,6,12:00,14:45,2,1,1,1,2,1,2,,10,,5,2,0,,
21,B,,1,34,,1484,16,,2,N,8:50,2,2,1,1,2,0,2,,12,,6,2,4,,
21,B,,1,34,,1484,16,,2,6:30,8:50,3,2,1,1,2,1,2,,11,,2,2,1,,
21,B,,1,34,,1484,16,,2,7:30,8:50,3,2,1,2,2,2,2,,5,,5,2,4,,
21,B,,1,34,,1484,16,,2,7:00,8:50,1,7,1,1,2,1,1,,12,,6,2,3,,
21,B,,1,34,,1484,16,,2,7:15,8:50,2,4,2,2,2,2,2,,1,,6,2,2,,
21,B,,1,34,,1484,16,,2,7:00,8:50,1,2,2,2,2,1,2,,6,,6,1,4,,
21,B,,1,34,,1484,16,,2,4:50,8:50,1,2,1,0,1,0,1,,10,,3,1,1,,
21,B,,1,34,,1484,16,,2,7:00,8:50,3,8,2,2,2,2,2,,6,,2,2,1,,
21,B,,1,34,,1484,16,,2,7:20,8:50,2,12,1,2,1,2,2,,2,,7,0,2,,
21,B,,1,34,,1484,16,,2,7:20,8:50,3,6,2,2,1,2,2,,12,,3,1,1,,
21,B,,1,34,,1484,16,,2,6:38,8:50,1,9,1,1,2,1,2,,12,,3,2,3,,
21,B,,1,34,,1484,16,,2,7:00,8:50,6,7,1,1,2,0,2,,12,,5,2,4,,
21,B,,1,34,,1484,16,,2,7:00,8:50,2,6,2,2,2,1,2,,1,,4,2,3,,
21,B,,1,34,,1484,16,,2,7:30,8:50,2,2,1,1,0,2,0,,2,,4,2,2,,
100,G,,3,30,,39,101,,6,17:00,19:35,1,2,1,2,2,2,2,,2,,4,1,3,,
100,G,,3,30,,39,101,,6,14:30,19:35,1,2,1,2,2,2,2,,10,,7,1,0,,
100,G,,3,30,,39,101,,6,16:30,19:35,2,3,1,2,2,1,2,,10,,4,1,2,,
100,G,,3,30,,39,101,,6,16:50,19:35,2,3,2,2,2,2,2,,10,,3,2,1,,
100,G,,3,30,,39,101,,6,16:17,19:35,2,6,1,2,1,1,2,,3,,7,2,3,,
100,G,,3,30,,39,101,,6,16:30,19:35,2,1,0,0,1,0,1,,10,,6,2,0,,
100,G,,3,30,,39,101,,6,16:00,19:35,1,1,2,2,2,1,2,,3,,3,2,3,,
100,G,,3,30,,39,101,,6,18:00,19:35,3,3,1,2,2,2,2,,10,,2,2,1,,
100,G,,3,30,,39,101,,6,17:30,19:35,2,3,2,2,1,2,2,,10,,3,1,0,,
100,G,,3,30,,39,101,,6,15:00,19:35,2,6,1,1,1,1,2,,10,,6,1,2,,
100,G,,3,30,,39,101,,6,17:00,19:35,2,11,1,2,1,1,2,,2,,6,2,4,,
100,G,,3,30,,39,101,,6,17:00,19:35,2,2,1,1,2,2,2,,4,,2,1,1,,
100,G,,3,30,,39,101,,6,16:30,19:35,2,8,1,1,2,1,2,,2,,6,1,4,,
93,G,,3,5,,7,5,,9,19:00,21:45,2,13,1,2,2,2,2,,10,,2,2,1,,
93,G,,3,5,,7,5,,9,17:30,21:45,4,3,2,1,2,1,2,,12,,2,2,1,,
93,G,,3,5,,7,5,,9,21:00,21:45,2,3,2,2,2,2,2,,11,,2,1,3,,
93,G,,3,5,,7,5,,9,18:05,21:45,2,3,2,2,2,1,2,,10,,2,2,0,,
93,G,,3,5,,7,5,,9,18:40,21:45,3,5,1,2,1,1,2,,3,,3,1,1,,
93,G,,3,5,,7,5,,9,17:30,21:45,2,3,2,2,2,2,2,,11,,6,2,0,,
93,G,,3,5,,7,5,,9,19:15,21:45,3,2,1,2,2,2,2,,10,,6,2,2,,
93,G,,3,5,,7,5,,9,18:50,21:45,3,1,1,1,0,2,2,,3,,6,2,0,,
93,G,,3,5,,7,5,,9,19:30,21:45,2,2,1,2,1,2,2,,4,,3,2,2,,
93,G,,3,5,,7,5,,9,14:30,21:45,2,3,2,2,2,1,2,,12,,3,2,2,,
21,B,,1,34,,1484,16,,2,7:30,8:50,1,2,1,1,2,0,2,,2,,7,1,2,,
21,B,,1,34,,1484,16,,2,7:00,8:50,8,1,1,2,2,2,2,,12,,3,2,2,,
21,B,,1,34,,1484,16,,2,7:30,8:50,1,5,2,1,2,2,2,,5,,0,0,0,,
21,B,,1,34,,1484,16,,2,7:20,8:50,8,2,2,2,1,2,1,,12,,5,1,2,,
21,B,,1,34,,1484,16,,2,7:30,8:50,2,3,2,2,1,2,2,,10,,5,1,2,,
21,B,,1,34,,1484,16,,2,6:40,8:50,3,2,1,1,1,1,1,,12,,7,1,4,,
21,B,,1,34,,1484,16,,2,7:00,8:50,3,2,1,2,2,1,2,,2,,3,1,1,,
21,B,,1,34,,1484,16,,2,7:15,8:50,1,9,1,2,2,2,2,,12,,5,1,3,,
47,C,,1,15,,2389,26,,3,7:30,9:10,1,4,1,0,1,0,1,,11,,5,1,0,,
47,C,,1,15,,2389,26,,3,7:30,9:10,1,9,2,1,1,2,1,,11,,2,1,2,,
47,C,,1,15,,2389,26,,3,7:00,9:10,1,9,1,2,2,2,1,,11,,4,1,0,,
47,C,,1,15,,2389,26,,3,7:20,9:10,3,7,1,2,2,2,2,,4,,5,2,4,,
47,C,,1,15,,2389,26,,3,6:30,9:10,2,3,2,2,2,1,2,,12,,2,2,1,,
47,C,,1,15,,2389,26,,3,7:15,9:10,1,7,1,1,2,2,2,,11,,4,1,2,,
47,C,,1,15,,2389,26,,3,7:45,9:10,3,11,0,1,2,1,2,,6,,5,2,0,,
47,C,,1,15,,2398,26,,3,7:30,9:10,1,3,1,1,2,1,2,,11,,2,2,2,,
47,C,,1,15,,2389,26,,3,7:00,9:10,2,7,0,0,2,1,0,,12,,6,1,3,,
47,C,,1,15,,2389,26,,3,7:30,9:10,1,4,1,2,2,1,2,,11,,6,2,2,,
47,C,,1,15,,2389,26,,3,7:30,9:10,1,9,2,2,0,1,0,,11,,5,2,0,,
47,C,,1,15,,2389,26,,3,7:30,9:10,1,9,2,2,2,1,2,,11,,2,1,2,,
47,C,,1,15,,2389,26,,3,7:00,9:10,1,3,1,2,2,1,2,,11,,3,2,3,,
47,C,,1,15,,2389,26,,3,8:00,9:10,3,5,2,1,2,2,2,,3,,5,1,3,,
47,C,,1,15,,2389,26,,3,6:45,9:10,1,6,1,2,2,1,0,,1,,7,1,3,,
47,C,,1,15,,2389,26,,3,6:45,9:10,1,6,1,1,2,2,2,,11,,3,2,0,,
47,C,,1,15,,2389,26,,3,6:30,9:10,1,9,1,2,2,1,2,,11,,5,1,4,,
47,C,,1,15,,2389,26,,3,7:20,9:10,1,7,1,2,2,1,2,,11,,5,1,3,,
47,C,,1,15,,2389,26,,3,7:15,9:10,1,7,2,2,2,2,2,,11,,6,1,3,,
47,C,,1,15,,2389,26,,3,8:00,9:10,1,4,2,2,2,1,2,,11,,5,2,4,,
47,C,,1,15,,2389,26,,3,7:30,9:10,1,9,1,1,2,1,2,,11,,3,2,4,,
47,C,,1,15,,2389,26,,3,7:30,9:10,1,9,1,1,2,2,2,,11,,5,2,4,,
43,C,,1,18,,654,25,,3,9:00,10:40,2,2,1,2,1,1,1,,4,,3,1,1,,
43,C,,1,18,,654,25,,3,9:00,10:40,6,2,1,1,2,1,1,,4,,3,2,1,,
43,C,,1,18,,654,25,,3,8:30,10:40,2,7,1,1,2,1,2,,12,,3,2,4,,
43,C,,1,18,,654,25,,3,8:30,10:40,1,9,1,2,2,1,2,,11,,5,0,4,,
43,C,,1,18,,654,25,,3,8:40,10:40,3,2,2,2,1,1,2,,2,,4,2,3,,
43,C,,1,18,,654,25,,3,8:30,10:40,2,2,2,2,2,2,2,,6,,5,1,4,,
43,C,,1,18,,654,25,,3,9:45,10:40,2,5,0,1,2,0,2,,1,,2,2,1,,
43,C,,1,18,,654,25,,3,9:10,10:40,2,2,2,2,2,2,1,,3,,4,2,3,,
43,C,,1,18,,654,25,,3,9:00,10:40,1,2,1,2,2,1,2,,10,,3,2,4,,
43,C,,1,18,,654,25,,3,8:45,10:40,3,2,1,2,1,1,2,,4,,6,2,2,,
43,C,,1,18,,654,25,,3,8:30,10:40,5,4,1,1,1,1,2,,11,,4,1,3,,
43,C,,1,18,,654,25,,3,8:30,10:40,2,2,2,1,2,1,1,,4,,3,2,4,,
43,C,,1,18,,654,25,,3,9:05,10:40,1,6,0,1,2,0,2,,1,,3,1,1,,
43,C,,1,18,,654,25,,3,7:20,10:40,3,2,1,2,2,1,2,,10,,2,1,2,,
43,C,,1,18,,654,25,,3,9:20,10:40,3,5,2,2,2,1,2,,3,,4,2,3,,
43,C,,1,18,,654,25,,3,8:00,10:40,2,6,1,1,2,1,2,,11,,5,2,2,,
43,C,,1,18,,654,25,,3,9:15,10:40,1,4,1,2,2,1,2,,10,,4,1,4,,
43,C,,1,18,,654,25,,3,7:30,10:40,12,2,1,1,1,1,2,,11,,3,2,2,,
43,C,,1,18,,654,25,,3,8:20,10:40,2,5,2,2,1,2,2,,5,,3,1,2,,
43,C,,1,18,,654,25,,3,8:30,10:40,2,6,1,1,2,2,2,,11,,6,1,4,,
43,C,,1,18,,654,25,,3,7:30,10:40,2,6,1,2,2,1,2,,9,,3,2,1,,
43,C,,1,18,,654,25,,3,8:30,10:40,3,2,1,1,1,1,2,,8,,2,1,1,,
43,C,,1,18,,654,25,,3,8:30,10:40,3,2,2,2,2,2,2,,3,,3,1,3,,
7,A,,2,22,,606,2,,6,11:00,14:00,3,3,1,2,2,2,2,,10,,7,2,1,,
7,A,,2,22,,606,2,,6,13:00,14:00,2,5,0,0,0,1,0,,5,,7,1,2,,
7,A,,2,22,,606,2,,6,11:45,14:00,3,2,1,1,2,2,2,,2,,2,2,4,,
7,A,,2,22,,606,2,,6,12:00,14:00,5,13,1,2,2,1,2,,2,,3,2,3,,
7,A,,2,22,,606,2,,6,12:00,14:00,3,1,1,2,2,1,2,,3,,3,2,1,,
7,A,,2,22,,606,2,,6,12:30,14:00,1,2,1,2,2,2,2,,3,,5,1,4,,
7,A,,2,22,,606,2,,6,11:30,14:00,2,2,1,2,2,2,2,,3,,3,2,1,,
7,A,,2,22,,606,2,,6,11:30,14:00,3,4,0,1,2,0,2,,3,,3,2,2,,
7,A,,2,22,,606,2,,6,11:10,14:00,2,4,1,2,2,2,2,,1,,3,1,2,,
7,A,,2,22,,606,2,,6,11:00,14:00,2,4,1,1,2,2,2,,5,,5,2,4,,
46,C,,1,15,,1106,55,,3,6:00,7:50,1,4,1,2,2,1,2,,11,,2,1,1,,
46,C,,1,15,,1106,55,,3,5:40,7:50,1,9,2,2,2,1,2,,11,,5,1,4,,
46,C,,1,15,,1106,55,,3,5:40,7:50,1,9,1,2,2,2,2,,12,,4,1,4,,
46,C,,1,15,,1106,55,,3,6:30,7:50,3,1,1,2,2,2,2,,2,,7,2,0,,
46,C,,1,15,,1106,55,,3,6:30,7:50,1,7,1,2,2,1,2,,11,,3,2,2,,
46,C,,1,15,,1106,55,,3,6:25,7:50,2,1,2,1,2,1,2,,3,,4,2,3,,
46,C,,1,15,,1106,55,,3,6:00,7:50,5,6,1,1,2,2,2,,11,,4,2,4,,
46,C,,1,15,,1106,55,,3,6:15,7:50,1,4,2,2,2,1,2,,11,,5,2,4,,
46,C,,1,15,,1106,55,,3,6:05,7:50,2,4,2,1,2,1,2,,3,,7,2,2,,
46,C,,1,15,,1106,55,,3,6:15,7:50,5,4,1,2,2,1,2,,11,,4,2,4,,
46,C,,1,15,,1106,55,,3,6:30,7:50,1,9,1,2,2,2,2,,11,,6,1,4,,
46,C,,1,15,,1106,55,,3,6:30,7:50,1,4,1,2,2,1,2,,11,,3,2,4,,
46,C,,1,15,,1106,55,,3,6:30,7:50,6,7,2,2,2,2,2,,6,,5,1,4,,
46,C,,1,15,,1106,55,,3,6:45,7:50,3,3,0,1,0,0,2,,11,,5,2,2,,
46,C,,1,15,,1106,55,,3,6:00,7:50,1,9,2,2,2,1,2,,11,,6,2,3,,
46,C,,1,15,,1106,55,,3,6:30,7:50,1,1,1,2,2,1,2,,4,,7,2,0,,
46,C,,1,15,,1106,55,,3,5:30,7:50,2,6,2,2,2,1,2,,12,,5,1,3,,
46,C,,1,15,,1106,55,,3,5:55,7:50,1,9,1,2,2,1,2,,11,,6,1,4,,
46,C,,1,15,,1106,55,,3,6:10,7:50,1,7,2,2,2,1,2,,11,,4,1,4,,
46,C,,1,15,,1106,55,,3,6:20,7:50,1,4,1,2,2,2,2,,11,,3,1,2,,
46,C,,1,15,,1106,55,,3,6:30,7:50,1,6,2,1,2,1,2,,11,,6,2,3,,
46,C,,1,15,,1106,55,,3,6:35,7:50,3,3,2,2,1,2,1,,10,,3,1,4,,
46,C,,1,15,,1106,55,,3,6:30,7:50,6,2,2,2,2,2,2,,3,,4,2,1,,
45,C,,1,15,,854,26,,3,5:40,7:00,2,7,1,2,2,2,2,,11,,0,0,0,,
45,C,,1,15,,854,26,,3,5:50,7:00,1,4,1,1,2,1,2,,12,,3,2,0,,
45,C,,1,15,,854,26,,3,5:35,7:00,2,4,2,1,2,2,2,,1,,6,1,0,,
45,C,,1,15,,854,26,,3,6:00,7:00,1,9,2,0,2,0,2,,11,,5,1,4,,
45,C,,1,15,,854,26,,3,5:55,7:00,1,6,2,2,2,2,2,,12,,5,2,4,,
45,C,,1,15,,854,26,,3,5:50,7:00,3,2,2,2,2,2,2,,2,,5,2,4,,
45,C,,1,15,,854,26,,3,5:00,7:00,3,2,0,0,2,1,2,,5,,3,1,3,,
45,C,,1,15,,854,26,,3,6:40,7:00,2,9,2,2,2,1,2,,11,,4,1,0,,
45,C,,1,15,,854,26,,3,5:20,7:00,2,4,1,1,2,1,2,,2,,3,2,0,,
45,C,,1,15,,854,26,,3,5:00,7:00,3,1,2,2,2,2,2,,1,,6,1,2,,
45,C,,1,15,,854,26,,3,5:30,7:00,1,4,2,2,2,1,1,,12,,5,1,4,,
