name,code,gate,flightID,loadFactor,seats,count,arrival,departure,delta.arrival,color
"Delta Air Lines to Atlanta, Boeing 737-800","DL","C3","a5b2301c-1a5d-471b-af94-0aeefe95d1a8","1","160","152","0.6458333333333334","0.6944444444444445","0.04861111111111116","null"
"Delta Air Lines to Honolulu, Boeing 737-800","DL","C3","62244546-1f20-4df4-9333-51145226b81c","1","160","150","0.7305555555555556","0.7618055555555556","0.03125","null"
"Delta Air Lines to Cincinnati, Boeing 737-800","DL","C6","9452af14-7bf5-4d0a-88c0-8a0cdd8ea465","1","160","144","0.9270833333333334","0.9583333333333334","0.03125","null"
"Delta Air Lines to Atlanta, Boeing 737-800","DL","C8a","c6a33ea7-c778-47f8-aa80-a54062073da5","1","160","158","0.7756944444444445","0.9375","0.16180555555555554","null"
"Delta Air Lines to Los Angeles, Boeing 737-800","DL","C10","058f32dd-8111-42ca-b7d5-4d64f7842b39","1","160","168","0.8055555555555556","0.8472222222222222","0.04166666666666663","null"
"Delta Air Lines to Detroit, Boeing 737-800","DL","C5","89e16afc-ef10-41ff-91a6-090f80d636ca","1","160","155","0.8138888888888889","0.9513888888888888","0.13749999999999996","null"
"Delta Air Lines to Atlanta, Boeing 737-800","DL","C4","3a675bc1-c9f5-4e88-ac30-896379dc545f","1","160","164","0.8194444444444445","0.9895833333333334","0.17013888888888884","null"
"Delta Air Lines to New York, Boeing 737-800","DL","C2","c4e8bc93-6893-4818-b2a7-a0e4111f048c","1","160","155","0.8229166666666666","0.8854166666666666","0.0625","null"
"Delta Air Lines to New York, Boeing 737-800","DL","C1","d185ef09-7826-4205-8893-22debb204bb7","1","160","154","0.8888888888888888","0.96875","0.07986111111111116","null"
"Delta Air Lines to Minneapolis, Boeing 737-800","DL","C3","b884fffc-9b52-4fe2-9a7e-438d534d7313","1","160","160","0.2361111111111111","0.2673611111111111","0.03125","null"
"Delta Air Lines to New York, Boeing 737-800","DL","C8a","d27b2f9d-ffd3-4aa3-bdc3-60fb84af6a2e","1","160","158","0.22916666666666669","0.2604166666666667","0.03125","null"
"Delta Air Lines to Detroit, Boeing 737-800","DL","C1","36b58373-1dca-4761-bd6b-a3c12bd1192c","1","160","170","0.3055555555555556","0.3368055555555556","0.03125","null"
"Delta Air Lines to Detroit, Boeing 737-800","DL","C8a","7920cbab-1bc8-48ea-ab5f-6e333db210a3","1","160","156","0.3541666666666667","0.3854166666666667","0.03125","null"
"Delta Air Lines to Atlanta, Boeing 737-800","DL","C4","765a24d7-c101-4b5d-b32a-5ca32f720bf3","1","160","147","0.34027777777777773","0.37152777777777773","0.03125","null"
"Delta Air Lines to Minneapolis, Boeing 737-900","DL","C4","5d09920e-fdc9-469a-90f6-59c68997f56a","1","180","187","0.3819444444444445","0.4166666666666667","0.03472222222222221","null"
"Delta Air Lines to Salt Lake City, Boeing 737-900","DL","C1","86b81044-62a5-432c-8a66-30dfc382ac02","1","180","180","0.5055555555555555","0.548611111111111","0.043055555555555514","null"
"Delta Air Lines to Minneapolis, Boeing 737-900","DL","C7a","57a3b69d-37dc-4512-a5f3-a6d15f475550","1","180","173","0.2916666666666667","0.3229166666666667","0.03125","null"
"Delta Air Lines to Detroit, Boeing 737-900","DL","C4","8bc8296c-b005-457b-8c40-4d7fd4b186c7","1","180","191","0.2673611111111111","0.2951388888888889","0.02777777777777779","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B22","28bf22bd-ecb4-4636-a947-398cac6dcf66","1","126","123","0.3305555555555556","0.3541666666666667","0.023611111111111083","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B1","38c5abb4-2699-4e67-a665-f7b2f74288f5","1","126","116","0.37013888888888885","0.3958333333333333","0.025694444444444464","null"
"SkyWest Airlines to Salt Lake City, Airbus Industries A319","OO","B17","367f7554-8872-4352-8f3f-552d1c50214f","1","126","117","0.4069444444444444","0.43263888888888885","0.025694444444444464","null"
