name,code,gate,flightID,loadFactor,seats,count,arrival,departure,delta.arrival,color
"American Airlines to Phoenix, Airbus Industries A321","AA","B7b","c28d4a74-af5f-474c-8ac9-7b631446b6f6","1","183","187","0.3541666666666667","0.3854166666666667","0.03125","null"
"American Airlines to Philadelphia, Airbus Industries A321","AA","B13","262db8d4-5d5d-4612-a61a-e9d6d401d915","1","183","186","0.22569444444444448","0.2569444444444445","0.03125","null"
"American Airlines to Philadelphia, Airbus Industries A321","AA","B6a","5a97de06-5d59-403e-a954-4c695a8a0181","1","183","182","0.3125","0.34375","0.03125","null"
"American Airlines to Charlotte, Airbus Industries A321","AA","B11","f75f0841-8faa-4319-8da8-216681f5df98","1","183","176","0.2743055555555555","0.3055555555555555","0.03125","null"
"American Airlines to Los Angeles, Boeing 737-800","AA","B10a","981c1d72-1f64-4046-ace3-8e2a9ed29609","1","149","142","0.3541666666666667","0.4166666666666667","0.0625","null"
"American Airlines to Dallas-Fort Worth, Boeing 737-800","AA","B17","9f72bb73-1023-4029-9c1b-2db49582042b","1","149","145","0.39027777777777783","0.44236111111111115","0.052083333333333315","null"
"American Airlines to Chicago, Boeing 737-800","AA","B7b","156f5c43-51bc-4dc3-a7e7-b02d5d4f5047","1","149","174","0.4270833333333333","0.4548611111111111","0.02777777777777779","null"
"American Airlines to Dallas-Fort Worth, Boeing 737-800","AA","B1","cceb3678-c4e3-4c2b-b81e-985de579e9aa","1","149","127","0.43402777777777773","0.4756944444444444","0.041666666666666685","null"
"American Airlines to Dallas-Fort Worth, Boeing 737-800","AA","B11","fb8ca433-f676-45ad-9990-e85653666cd1","1","149","142","0.4930555555555555","0.5381944444444444","0.045138888888888895","null"
"American Airlines to Miami, Boeing 737-800","AA","B4","fd36bb5b-5981-464d-b6ff-a3caaea7eb07","1","149","156","0.49652777777777785","0.545138888888889","0.048611111111111105","null"
"American Airlines to Los Angeles, Boeing 737-800","AA","B22","fb3cf8a0-e4ac-4fa4-864f-8f9aee4ddae8","1","149","166","0.5","0.5347222222222222","0.03472222222222221","null"
"American Airlines to Chicago, Boeing 737-800","AA","B19","ec636ffc-e37d-4c15-ad0b-83d97806ef07","1","149","152","0.5173611111111112","0.5625","0.04513888888888884","null"
"American Airlines to Chicago, Boeing 737-800","AA","B21","d8131bdc-0c7d-46c1-b74e-e904d7d0311c","1","149","159","0.5416666666666666","0.5902777777777778","0.04861111111111116","null"
"American Airlines to Los Angeles, Boeing 737-800","AA","B23","f42d86b8-30ce-4d17-b41a-2e9d470f1d0a","1","149","141","0.5590277777777778","0.5972222222222222","0.03819444444444442","null"
"American Airlines to Dallas-Fort Worth, Boeing 737-800","AA","B17","fe377d48-d0dd-432a-92a7-1bc8372d3c42","1","149","146","0.5624999999999999","0.611111111111111","0.04861111111111116","null"
"American Airlines to Miami, Boeing 737-800","AA","B17","9b7114bc-710e-407b-9580-54b6b639848e","1","149","140","0.638888888888889","0.6944444444444445","0.05555555555555558","null"
"American Airlines to Dallas-Fort Worth, Boeing 737-800","AA","B19","cda4f8d8-8240-4965-abb2-c702b8653fea","1","149","146","0.6388888888888888","0.6701388888888888","0.03125","null"
"American Airlines to Miami, Boeing 737-800","AA","B13","cbc81ae5-4218-426c-a787-a631f2e84291","1","149","157","0.6562500000000001","0.6944444444444445","0.03819444444444442","null"
"American Airlines to Dallas-Fort Worth, Boeing 737-800","AA","B20a","7e6f163b-df45-4ae8-91c5-248105c2a042","1","149","144","0.6805555555555556","0.7083333333333334","0.02777777777777779","null"
"American Airlines to Los Angeles, Boeing 737-800","AA","B23","07f207c9-01ac-4248-ba58-1cbfc08bb8d4","1","149","144","0.6875","0.71875","0.03125","null"
"American Airlines to Chicago, Boeing 737-800","AA","B22","63748b3a-615a-43f4-989c-423b92eb1165","1","149","139","0.704861111111111","0.7430555555555555","0.03819444444444442","null"
"American Airlines to Los Angeles, Boeing 737-800","AA","B20a","f12a83fb-e6ae-4641-b529-0b773e0cdb8b","1","149","172","0.7256944444444444","0.8368055555555555","0.11111111111111105","null"
"American Airlines to Miami, Boeing 737-800","AA","B23","1023831e-f81d-4ea7-9c2e-fd2a1e8d5210","1","149","146","0.78125","0.8715277777777778","0.09027777777777779","null"
"American Airlines to Chicago, Boeing 737-800","AA","B24a","8d66ba55-7899-423e-aba8-8902b8affbfe","1","149","153","0.9583333333333334","0.9861111111111112","0.02777777777777779","null"
"American Airlines to Chicago, Boeing 737-800","AA","B9","d6b8def3-eaae-4754-9576-a5b40392cb1f","1","149","148","0.22916666666666669","0.2604166666666667","0.03125","null"
"American Airlines to Chicago, Boeing 737-800","AA","B21","7c2dbc81-6bd0-47a5-ad02-57e16912e074","1","149","146","0.3576388888888889","0.3888888888888889","0.03125","null"
"American Airlines to Miami, Boeing 737-800","AA","B4","a33cf586-dee1-473d-9141-4f754a247943","1","149","155","0.21875","0.25","0.03125","null"
"American Airlines to Los Angeles, Boeing 737-800","AA","B17","69303a41-5dbd-4f11-a439-b95f20a465ac","1","149","155","0.23958333333333331","0.2708333333333333","0.03125","null"
"American Airlines to Dallas-Fort Worth, Boeing 737-800","AA","B15","b9c38632-0b41-4ecb-b9a0-eeaaf5c7135a","1","149","161","0.21875","0.25","0.03125","null"
"American Airlines to Dallas-Fort Worth, Boeing 737-800","AA","B4","f68984c8-d25e-464f-aa2d-69011fd2d27f","1","149","147","0.2951388888888889","0.3263888888888889","0.03125","null"
"American Airlines to Dallas-Fort Worth, Boeing 737-800","AA","B9","079902b2-4aec-43a0-ab81-01329a4cc96c","1","149","136","0.31597222222222227","0.34722222222222227","0.03125","null"
"American Airlines to Dallas-Fort Worth, Boeing 737-800","AA","B23","8f3b11f4-42d5-4268-acb7-0db2a0a1404c","1","149","133","0.375","0.40625","0.03125","null"
"American Airlines to New York, Boeing 777","AA","B14","c47e4448-f3a0-4305-b675-ef9428dada72","1","247","262","0.2638888888888889","0.2986111111111111","0.03472222222222221","null"
"American Airlines to New York, Boeing 777","AA","B18","083974fb-8bd5-4328-ac78-7f9d6d60dcfe","1","304","302","0.3506944444444445","0.3854166666666667","0.03472222222222221","null"
"American Airlines to Dallas-Fort Worth, Boeing 787-800","AA","B20","504a5fba-7249-432f-a03a-312e8c468d54","1","219","240","0.3368055555555556","0.37847222222222227","0.041666666666666685","null"
"American Airlines to New York, Boeing 787-800","AA","B10","afd0b4e8-bd9f-4d79-abb8-2a886b6d8323","1","219","238","0.53125","0.6354166666666666","0.10416666666666663","null"
"Air France to Paris, Airbus A380","AF","B18","91a7c3c3-7ffa-4f2c-b1fb-259ed65680d9","1","516","508","0.6180555555555555","0.7430555555555555","0.125","null"
"Air France to Paris, Boeing 777","AF","B7","25462d66-e28e-4e06-9d62-bc00076101f3","1","310","316","0.5416666666666667","0.6527777777777778","0.11111111111111105","null"
"Air France to Paris, Boeing 777","AF","B7","6a0ea398-6645-48d7-ac79-cc84e0bde5b9","1","310","323","0.7743055555555556","0.8923611111111112","0.11805555555555558","null"
"Alaska Airlines to Seattle, Boeing 737-800","AS","B13","0674191d-0d55-47f3-86d1-e6c227681950","1","157","148","0.3611111111111111","0.4236111111111111","0.0625","null"
"Alaska Airlines to Portland, Boeing 737-800","AS","B3","8b86a94c-6e55-4420-a52b-9817f423669a","1","157","160","0.59375","0.6319444444444444","0.03819444444444442","null"
"Alaska Airlines to Seattle, Boeing 737-900","AS","B15","fa152e97-9e47-4ee7-852a-465913f17cd3","1","172","164","0.3541666666666667","0.3854166666666667","0.03125","null"
"Alaska Airlines to Puerto Vallarta, Boeing 737-900","AS","B9","d7e3f808-17a1-4fd4-b087-b8f72d87fe81","1","172","171","0.39583333333333337","0.4479166666666667","0.052083333333333315","null"
"Alaska Airlines to Seattle, Boeing 737-900","AS","B14a","c49b48f1-bed8-42c4-825f-3a9d35b7a23a","1","172","182","0.7986111111111112","0.8298611111111112","0.03125","null"
"Alaska Airlines to Seattle, Boeing 737-900","AS","B23","84ebbd7c-ed40-4649-9aef-4ee59f59758a","1","172","175","0.50625","0.5416666666666666","0.03541666666666665","null"
"Alaska Airlines to Palm Springs, Boeing 737-900","AS","B11","48ad3ca0-c602-4091-be38-87abff277763","1","172","171","0.5888888888888889","0.6180555555555556","0.029166666666666674","null"
"Alaska Airlines to Seattle, Boeing 737-900","AS","B4","a5cb9d3c-53fc-4358-b5df-119c2b5f9d18","1","172","167","0.6805555555555556","0.7048611111111112","0.02430555555555558","null"
"Alaska Airlines to Seattle, Boeing 737-900","AS","B22","a151a9a9-c9b3-4a3c-a0de-6ff1f9ff10fe","1","172","184","0.7777777777777778","0.8125","0.03472222222222221","null"
"Alaska Airlines to Portland, Boeing 737-900","AS","B9","36f71479-87d9-42f2-8081-c616e3049356","1","172","164","0.7861111111111112","0.8506944444444445","0.06458333333333333","null"
"Alaska Airlines to Palm Springs, Boeing 737-900","AS","B24a","ce26e1e5-a573-4668-88a5-ef014853f27f","1","172","154","0.8472222222222222","0.8715277777777778","0.02430555555555558","null"
"Alaska Airlines to Seattle, Boeing 737-900","AS","B7a","9064c1a5-b5ea-4a97-ac5a-ed545a375990","1","172","177","0.2708333333333333","0.3020833333333333","0.03125","null"
"Alaska Airlines to Portland, Boeing 737-900","AS","B6b","7e439d65-709d-4768-a1a7-df67df8ac64f","1","172","164","0.2604166666666667","0.2916666666666667","0.03125","null"
"Horizon Air to Portland, De Havilland Bombardier Dash 8","QX","B2","04b3350b-fd84-4c8e-80f4-a9cecaab7e45","1","74","85","0.34375","0.375","0.03125","null"
"Horizon Air to Portland, De Havilland Bombardier Dash 8","QX","null","ba553d21-ab79-4d20-bcf0-6ffeb712026c","1","74","77","0.53125","0.5555555555555556","0.02430555555555558","null"
"Horizon Air to Portland, De Havilland Bombardier Dash 8","QX","B3","b828255a-aafc-4abc-8690-d1e0a975daf4","1","74","72","0.7222222222222222","0.7465277777777778","0.02430555555555558","null"
"JetBlue Airways to Boston, Airbus Industries A321","B6","B1","8e5b2260-d59e-414d-81aa-2755a35296dc","1","183","185","0.2604166666666667","0.2916666666666667","0.03125","null"
"JetBlue Airways to Long Beach, Airbus Industries A321","B6","B19","abf77449-5e1e-4e33-a640-7e071e7372c8","1","183","165","0.3569444444444444","0.3847222222222222","0.02777777777777779","null"
"JetBlue Airways to New York, Airbus Industries A321","B6","B24a","19266b04-a725-4125-99fa-9b46c947a02c","1","183","185","0.4166666666666667","0.4513888888888889","0.03472222222222221","null"
"JetBlue Airways to Long Beach, Airbus Industries A321","B6","B11","2bb0da0b-0a49-4567-b649-f0db402b18c8","1","183","171","0.4236111111111111","0.46875","0.045138888888888895","null"
"JetBlue Airways to Long Beach, Airbus Industries A321","B6","B24a","e91d36e0-cd77-4428-8af9-cd75b06e234d","1","183","179","0.46944444444444444","0.5041666666666667","0.03472222222222221","null"
"JetBlue Airways to Boston, Airbus Industries A321","B6","B24a","62d0757b-8bd3-4d91-a000-fc4c8a1870fb","1","183","181","0.5347222222222222","0.5694444444444444","0.03472222222222221","null"
"JetBlue Airways to , Airbus Industries A321","B6","B11","cf45e971-cb72-4176-9b6b-44005c1e2150","1","183","202","0.6729166666666667","0.7083333333333334","0.03541666666666665","null"
"JetBlue Airways to Long Beach, Airbus Industries A321","B6","B21","cb25c455-a01c-4c2b-b990-740873ae80bb","1","183","182","0.7708333333333334","0.8020833333333334","0.03125","null"
"JetBlue Airways to New York, Airbus Industries A321","B6","B11","d0a4d944-43b5-47d7-a573-d0a413411c17","1","183","185","0.8256944444444444","0.875","0.0493055555555556","null"
"JetBlue Airways to Boston, Airbus Industries A321","B6","B3","42a34926-e5ca-420b-b4c6-2f9c60de494b","1","183","185","0.8958333333333333","0.9305555555555555","0.03472222222222221","null"
"JetBlue Airways to Fort Lauderdale, Airbus Industries A321","B6","B10a","4851824a-a663-45a5-8e77-c7495afc3761","1","183","164","0.8993055555555555","0.9305555555555555","0.03125","null"
"JetBlue Airways to New York, Airbus Industries A321","B6","B21","46b96ebe-8ce4-4b40-b7e3-649b0101bf1e","1","183","191","0.9631944444444445","0.9993055555555556","0.036111111111111094","null"
"JetBlue Airways to New York, Airbus Industries A321","B6","B22","80d972f2-69ee-475d-a276-98ea40dbeae1","1","183","177","0.3020833333333333","0.3333333333333333","0.03125","null"
"British Airways to London, Airbus A350-1000","BA","B6","91cc826f-d02c-4160-9258-27ae79ca38fd","1","369","378","0.5104166666666666","0.59375","0.08333333333333337","null"
"British Airways to London, Airbus A350-1000","BA","B24","fe210293-6dec-4902-83c7-11ad2698b753","1","369","370","0.701388888888889","0.7881944444444445","0.08680555555555558","null"
"British Airways to London, Airbus A380","BA","B6","98afaf30-e63a-4a71-9a69-768359aeab69","1","469","465","0.6006944444444445","0.7048611111111112","0.10416666666666663","null"
"Delta Air Lines to New York, Airbus Industries A319","DL","C10","6373bbc8-1104-4675-b153-38a49aa66d57","1","126","135","0.673611111111111","0.7222222222222222","0.04861111111111116","null"
"Delta Air Lines to Minneapolis, Airbus Industries A320","DL","C1","77353164-1c59-4128-a0f5-54c606d13adc","1","150","153","0.47916666666666663","0.517361111111111","0.03819444444444442","null"
"Delta Air Lines to Salt Lake City, Airbus Industries A320","DL","C2","f9671629-9cc2-40ef-ad49-2b2999bc8c9e","1","150","133","0.7430555555555556","0.7673611111111112","0.02430555555555558","null"
"Delta Air Lines to Salt Lake City, Airbus Industries A320","DL","C4","0b960fba-d382-405d-b4ac-67de3b4f3ab0","1","150","153","0.2222222222222222","0.2534722222222222","0.03125","null"
"Delta Air Lines to Atlanta, Airbus A330-300","DL","C8","a9f1f145-4637-4e27-a361-31c57b6d92c1","1","293","281","0.43194444444444446","0.4930555555555556","0.061111111111111116","null"
"Delta Air Lines to Atlanta, Airbus A330-300","DL","C8","2cd55dfa-64c5-41e6-939a-27cfd7ecb9a9","1","293","278","0.2777777777777778","0.3125","0.03472222222222221","null"
"Delta Air Lines to Atlanta, Boeing 737-800","DL","C10","678e3255-ea76-4ab1-9069-b3b125fe74a3","1","160","163","0.21875","0.25","0.03125","null"
"Delta Air Lines to New York, Boeing 737-800","DL","C10","085a9ee5-0869-4a5f-8e02-f4df9ed742bb","1","160","161","0.25763888888888886","0.3333333333333333","0.07569444444444445","null"
"Delta Air Lines to Salt Lake City, Boeing 737-800","DL","C1","c1d3a7b7-e05e-4b91-a260-6b3f0fa8c41f","1","160","159","0.34722222222222227","0.37847222222222227","0.03125","null"
"Delta Air Lines to New York, Boeing 737-800","DL","C10","41d458ca-e2ba-4119-aa81-29246ea99f8a","1","160","154","0.4340277777777778","0.4791666666666667","0.045138888888888895","null"
"Delta Air Lines to Detroit, Boeing 737-800","DL","C2","d4485cc0-2ab2-40cd-85d9-e7f7cc25c9e6","1","160","169","0.4513888888888889","0.5659722222222222","0.11458333333333331","null"
"Delta Air Lines to Atlanta, Boeing 737-800","DL","C5","e2cf31da-0dcf-4f51-818f-b1f208bec467","1","160","153","0.4923611111111111","0.6006944444444444","0.10833333333333334","null"
"Delta Air Lines to New York, Boeing 737-800","DL","C8a","625f5fbd-8342-4b0e-a29d-05c3de59ce9c","1","160","152","0.5590277777777777","0.6666666666666666","0.10763888888888895","null"
"Delta Air Lines to Minneapolis, Boeing 737-800","DL","C4","4f313672-781e-4000-9521-f8bfe95798ca","1","160","168","0.7152777777777778","0.7465277777777778","0.03125","null"
"Delta Air Lines to Minneapolis, Boeing 737-800","DL","C3","0d61a813-f522-4a71-8a53-71272294ad90","1","160","160","0.5902777777777778","0.625","0.03472222222222221","null"
"Delta Air Lines to Atlanta, Boeing 737-800","DL","C2","657f7fb1-f9c8-4c10-b610-ef459282e5a9","1","160","162","0.6458333333333334","0.6944444444444445","0.04861111111111116","null"
"Delta Air Lines to Honolulu, Boeing 737-800","DL","C3","dcc229ec-88b7-453f-aae6-f74a6c449508","1","160","146","0.7305555555555556","0.7618055555555556","0.03125","null"
"Delta Air Lines to Cincinnati, Boeing 737-800","DL","C10","795499cb-6717-470b-95c6-5b57dd730fe2","1","160","161","0.9270833333333334","0.9583333333333334","0.03125","null"
"Delta Air Lines to Atlanta, Boeing 737-800","DL","C5","8c912732-4fb6-42f2-9f25-5e255b423a76","1","160","155","0.7756944444444445","0.9375","0.16180555555555554","null"
"Delta Air Lines to Los Angeles, Boeing 737-800","DL","C4","fe80210a-b349-4315-8a43-7d2a4e288b74","1","160","149","0.8055555555555556","0.8472222222222222","0.04166666666666663","null"
"Delta Air Lines to Detroit, Boeing 737-800","DL","C7a","b8d8da40-c23a-4afd-acf0-43b1850c2470","1","160","139","0.8138888888888889","0.9513888888888888","0.13749999999999996","null"
"Delta Air Lines to Atlanta, Boeing 737-800","DL","C3","ae409847-a0b1-4b71-a91d-2897ab78d591","1","160","148","0.8194444444444445","0.9895833333333334","0.17013888888888884","null"
"Delta Air Lines to New York, Boeing 737-800","DL","C2","e22d925e-b01d-40d9-84b7-6d8f73d5b5a7","1","160","154","0.8229166666666666","0.8854166666666666","0.0625","null"
"Delta Air Lines to New York, Boeing 737-800","DL","C8a","1a39f225-c9bf-406e-9e68-c0fb6f4eb3e0","1","160","150","0.8888888888888888","0.96875","0.07986111111111116","null"
"Delta Air Lines to Minneapolis, Boeing 737-800","DL","C2","dc17a733-a5a8-4a76-a259-44aca2ed4aa5","1","160","163","0.2361111111111111","0.2673611111111111","0.03125","null"
"Delta Air Lines to New York, Boeing 737-800","DL","C1","c339be95-de5b-4953-8e3e-908a0490246f","1","160","155","0.22916666666666669","0.2604166666666667","0.03125","null"
"Delta Air Lines to Detroit, Boeing 737-800","DL","C5","b2d667c9-19a3-418a-8143-fe736c0841f4","1","160","163","0.3055555555555556","0.3368055555555556","0.03125","null"
"Delta Air Lines to Detroit, Boeing 737-800","DL","C5","30c003b2-0050-469d-9661-5d65c037a6c8","1","160","154","0.3541666666666667","0.3854166666666667","0.03125","null"
"Delta Air Lines to Atlanta, Boeing 737-800","DL","C2","f99176e8-da45-4dc7-8c2c-14b3f0a7b377","1","160","171","0.34027777777777773","0.37152777777777773","0.03125","null"
"Delta Air Lines to Minneapolis, Boeing 737-900","DL","C2","06ecb91d-c15d-4370-bd7c-eb75b54b71f1","1","180","173","0.3819444444444445","0.4166666666666667","0.03472222222222221","null"
"Delta Air Lines to Salt Lake City, Boeing 737-900","DL","C4","8f28d636-ec7f-407a-963f-eeb105d44c20","1","180","184","0.5055555555555555","0.548611111111111","0.043055555555555514","null"
"Delta Air Lines to Minneapolis, Boeing 737-900","DL","C3","fe7abe3b-2e66-46bb-ac71-4cfd37a045c8","1","180","176","0.2916666666666667","0.3229166666666667","0.03125","null"
"Delta Air Lines to Detroit, Boeing 737-900","DL","C5","c8264cfe-4530-4992-92f4-890957d45d01","1","180","188","0.2673611111111111","0.2951388888888889","0.02777777777777779","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B24a","3a96154a-7463-4454-9d04-9ed0dabd1991","1","126","131","0.3305555555555556","0.3541666666666667","0.023611111111111083","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B4","8f684bd0-816d-49c0-ae8d-901232b415d9","1","126","137","0.37013888888888885","0.3958333333333333","0.025694444444444464","null"
"SkyWest Airlines to Salt Lake City, Airbus Industries A319","OO","B6b","7519c95e-41bd-41e7-8e42-80c4160a47b6","1","126","122","0.4069444444444444","0.43263888888888885","0.025694444444444464","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B22","4ea92102-f501-473f-8768-e1564e930f08","1","126","108","0.4131944444444445","0.4513888888888889","0.03819444444444442","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B9","c1ac1db6-9b31-4d3c-9ec0-4f1a8a62b6e3","1","126","138","0.5097222222222222","0.5347222222222222","0.025000000000000022","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B24b","5d482e9e-6972-4562-9878-14e68db24e9a","1","126","138","0.5583333333333333","0.5833333333333334","0.025000000000000022","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B2","ae137383-b9f7-4fe1-885b-7c6f6135cd38","1","126","122","0.6006944444444444","0.625","0.02430555555555558","null"
"SkyWest Airlines to Salt Lake City, Airbus Industries A319","OO","B7a","461e952d-baf0-405e-8da0-42c2a7e5ab24","1","126","126","0.6729166666666666","0.6965277777777777","0.023611111111111138","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B11","113d5377-1f3a-4980-91c7-11f26182865e","1","126","120","0.7319444444444444","0.7743055555555555","0.04236111111111107","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B5","fb97d794-e2a4-4a7a-b739-d25a323525a8","1","126","108","0.7868055555555555","0.8159722222222222","0.029166666666666674","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B18a","601a98bd-af4f-4bb4-beac-d5dcd75dbd7b","1","126","131","0.8548611111111112","0.8819444444444445","0.027083333333333348","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B6a","b6c14fd6-0a4c-4631-b5c0-d805f3e2970d","1","126","117","0.2326388888888889","0.2638888888888889","0.03125","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A320","OO","B21","1b8e02bf-6c86-4587-bbcd-5345ea2301b6","1","150","135","0.6819444444444445","0.7083333333333334","0.026388888888888906","null"
"Emirates to Dubai, Airbus A380","EK","B14","13ccf39f-d6ad-459c-9795-864bfd080d68","1","526","518","0.5451388888888888","0.6979166666666666","0.1527777777777778","null"
"Emirates to Dubai, Airbus A380","EK","B10","452ff219-34ec-4f21-b5f8-d95d5acdc6d2","1","526","522","0.6805555555555556","0.8020833333333334","0.12152777777777779","null"
"Frontier Airlines to Denver, Airbus Industries A320","F9","B22","056bf109-4111-4c67-ac95-5c6dde7bcf27","1","162","160","0.5784722222222223","0.607638888888889","0.029166666666666674","null"
"Frontier Airlines to Denver, Airbus Industries A321","F9","B18a","b440ba20-e56d-41c2-a5f4-51bd5196b4f7","1","180","185","0.4083333333333333","0.4375","0.029166666666666674","null"
"Frontier Airlines to Denver, Airbus Industries A321","F9","B15","1f938491-f2c8-4669-a3f8-bef6a036e87c","1","180","168","0.6770833333333333","0.7118055555555555","0.03472222222222221","null"
"Frontier Airlines to Denver, Airbus Industries A321","F9","B18a","81baa23e-904d-4cb8-abed-fecf702cbdaf","1","180","185","0.7652777777777777","0.7951388888888888","0.029861111111111116","null"
"Frontier Airlines to Denver, Airbus Industries A321","F9","B23","11d07270-fb48-4e65-872f-34b8474181d2","1","180","170","0.22569444444444448","0.2569444444444445","0.03125","null"
"Hawaiian Airlines to Honolulu, Airbus A330-200","HA","B20","897cd13d-204a-4fcb-a9d7-61ea5d1144df","1","267","282","0.5416666666666666","0.5972222222222222","0.05555555555555558","null"
"Hawaiian Airlines to Honolulu, Airbus A330-200","HA","B14","8b4104f1-ff5b-4ef2-89b3-be9e443a903a","1","294","283","0.3368055555555555","0.37152777777777773","0.03472222222222221","null"
"KLM Royal Dutch Airlines to Amsterdam, Boeing 777","KL","B18","f696c7a9-a901-4de3-8009-073eec30a07a","1","425","430","0.48958333333333326","0.579861111111111","0.09027777777777779","null"
"MN Airlines (Sun Country) to Minneapolis, Boeing 737","SY","B5","d26f94e5-ee21-4926-8f2c-25ba2759ed66","1","129","144","0.701388888888889","0.7361111111111112","0.03472222222222221","null"
"MN Airlines (Sun Country) to Minneapolis, Boeing 737-800","SY","B6a","7ece9353-e8f3-464e-94f1-ab0f88a5ccf6","1","162","158","0.3819444444444444","0.4131944444444444","0.03125","null"
"SkyWest Airlines to Santa Barbara, De Havilland Bombardier Dash 8","OO","B15","072712a6-a7e0-404b-9402-cc2e0ca2d12b","1","74","71","0.4381944444444445","0.513888888888889","0.07569444444444445","null"
"Southwest Airlines to Milwaukee, Boeing 737","WN","B1","1ca8ba78-4dc5-4d85-bbbc-c3a4d75fb988","1","143","151","0.3055555555555556","0.3263888888888889","0.020833333333333315","null"
"Southwest Airlines to Phoenix, Boeing 737","WN","B11","23dd7c21-f8f6-4a5f-8da3-ee9a830443d2","1","143","141","0.3263888888888889","0.34375","0.017361111111111105","null"
"Southwest Airlines to Los Angeles, Boeing 737","WN","B17","588864fc-0df7-47f1-ab04-88f3b57e7256","1","143","149","0.32638888888888895","0.34722222222222227","0.020833333333333315","null"
"Southwest Airlines to San Diego, Boeing 737","WN","B3","dc6603d7-0dac-447e-b5fe-434a4ad98f2e","1","143","164","0.3715277777777778","0.3993055555555556","0.02777777777777779","null"
"Southwest Airlines to Fort Lauderdale, Boeing 737","WN","B20a","c880ac37-8124-45f2-8fae-f57991a954ef","1","143","125","0.3888888888888889","0.4236111111111111","0.03472222222222221","null"
"Southwest Airlines to Denver, Boeing 737","WN","B24b","f2cc5c08-a2bf-4b9f-ac40-871b7772701f","1","143","143","0.38888888888888884","0.4131944444444444","0.02430555555555558","null"
"Southwest Airlines to Chicago, Boeing 737","WN","B10b","21e0b4d5-72d3-4d8b-90c8-6f2b8f169f57","1","143","135","0.3923611111111111","0.4131944444444444","0.020833333333333315","null"
